idindikator;IDTer;nTer;mes;god;vrednost;idJedinicaMere;nJedinicaMere;nIzvorI;Indikator;IDStatusPodatka;nStatusPodatka
2403040101IND02;RS;REPUBLIC OF SERBIA;03;2001;6840;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040101IND02;RS;REPUBLIC OF SERBIA;03;2002;11845;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040101IND02;RS;REPUBLIC OF SERBIA;03;2003;14579;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040101IND02;RS;REPUBLIC OF SERBIA;03;2004;18681;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040101IND02;RS;REPUBLIC OF SERBIA;03;2005;23198;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040101IND02;RS;REPUBLIC OF SERBIA;03;2006;29367;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040101IND02;RS;REPUBLIC OF SERBIA;03;2007;36148;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040101IND02;RS;REPUBLIC OF SERBIA;03;2008;42873;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040101IND02;RS;REPUBLIC OF SERBIA;03;2009;42213;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040101IND02;RS;REPUBLIC OF SERBIA;03;2010;46457;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040101IND02;RS;REPUBLIC OF SERBIA;03;2011;49633;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040101IND02;RS;REPUBLIC OF SERBIA;03;2012;56125;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040101IND02;RS;REPUBLIC OF SERBIA;03;2013;57628;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040101IND02;RS;REPUBLIC OF SERBIA;03;2014;59782;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040101IND02;RS;REPUBLIC OF SERBIA;03;2015;59141;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040101IND02;RS;REPUBLIC OF SERBIA;03;2016;63029;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040101IND02;RS;REPUBLIC OF SERBIA;03;2017;65695;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040101IND02;RS;REPUBLIC OF SERBIA;03;2018;68251;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040101IND02;RS;REPUBLIC OF SERBIA;03;2019;74755;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040101IND02;RS;REPUBLIC OF SERBIA;03;2020;82320;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040101IND02;RS;REPUBLIC OF SERBIA;03;2021;89894;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040101IND02;RS;REPUBLIC OF SERBIA;03;2022;102781;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040101IND02;RS;REPUBLIC OF SERBIA;03;2023;117669;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040101IND02;RS;REPUBLIC OF SERBIA;03;2024;133373;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040101IND02;RS;REPUBLIC OF SERBIA;03;2025;148652;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040101IND02;RS;REPUBLIC OF SERBIA;04;1977;;RSD;RSD;SORS;Average gross earnings;L;Missing value - data exist but were not collected
2403040101IND02;RS;REPUBLIC OF SERBIA;04;1978;;RSD;RSD;SORS;Average gross earnings;L;Missing value - data exist but were not collected
2403040101IND02;RS;REPUBLIC OF SERBIA;04;1979;;RSD;RSD;SORS;Average gross earnings;L;Missing value - data exist but were not collected
2403040101IND02;RS;REPUBLIC OF SERBIA;04;1980;;RSD;RSD;SORS;Average gross earnings;L;Missing value - data exist but were not collected
2403040101IND02;RS;REPUBLIC OF SERBIA;04;1981;;RSD;RSD;SORS;Average gross earnings;L;Missing value - data exist but were not collected
2403040101IND02;RS;REPUBLIC OF SERBIA;04;1982;;RSD;RSD;SORS;Average gross earnings;L;Missing value - data exist but were not collected
2403040101IND02;RS;REPUBLIC OF SERBIA;04;1983;;RSD;RSD;SORS;Average gross earnings;L;Missing value - data exist but were not collected
2403040101IND02;RS;REPUBLIC OF SERBIA;04;1984;;RSD;RSD;SORS;Average gross earnings;L;Missing value - data exist but were not collected
2403040101IND02;RS;REPUBLIC OF SERBIA;04;1985;;RSD;RSD;SORS;Average gross earnings;L;Missing value - data exist but were not collected
2403040101IND02;RS;REPUBLIC OF SERBIA;04;1986;;RSD;RSD;SORS;Average gross earnings;L;Missing value - data exist but were not collected
2403040101IND02;RS;REPUBLIC OF SERBIA;04;1987;;RSD;RSD;SORS;Average gross earnings;L;Missing value - data exist but were not collected
2403040101IND02;RS;REPUBLIC OF SERBIA;04;1988;;RSD;RSD;SORS;Average gross earnings;L;Missing value - data exist but were not collected
2403040101IND02;RS;REPUBLIC OF SERBIA;04;1989;;RSD;RSD;SORS;Average gross earnings;L;Missing value - data exist but were not collected
2403040101IND02;RS;REPUBLIC OF SERBIA;04;1990;;RSD;RSD;SORS;Average gross earnings;L;Missing value - data exist but were not collected
2403040101IND02;RS;REPUBLIC OF SERBIA;04;1991;;RSD;RSD;SORS;Average gross earnings;L;Missing value - data exist but were not collected
2403040101IND02;RS;REPUBLIC OF SERBIA;04;1992;60655;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040101IND02;RS;REPUBLIC OF SERBIA;04;1993;7204501;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040101IND02;RS;REPUBLIC OF SERBIA;04;1994;213;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040101IND02;RS;REPUBLIC OF SERBIA;04;1995;485;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040101IND02;RS;REPUBLIC OF SERBIA;04;1996;1001;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040101IND02;RS;REPUBLIC OF SERBIA;04;1997;1200;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040101IND02;RS;REPUBLIC OF SERBIA;04;1998;1779;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040101IND02;RS;REPUBLIC OF SERBIA;04;1999;1726;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040101IND02;RS;REPUBLIC OF SERBIA;04;2000;3203;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040101IND02;RS;REPUBLIC OF SERBIA;04;2001;7256;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040101IND02;RS;REPUBLIC OF SERBIA;04;2002;12590;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040101IND02;RS;REPUBLIC OF SERBIA;04;2003;16018;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040101IND02;RS;REPUBLIC OF SERBIA;04;2004;20807;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040101IND02;RS;REPUBLIC OF SERBIA;04;2005;25153;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040101IND02;RS;REPUBLIC OF SERBIA;04;2006;30572;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040101IND02;RS;REPUBLIC OF SERBIA;04;2007;37117;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040101IND02;RS;REPUBLIC OF SERBIA;04;2008;45355;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040101IND02;RS;REPUBLIC OF SERBIA;04;2009;45304;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040101IND02;RS;REPUBLIC OF SERBIA;04;2010;48525;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040101IND02;RS;REPUBLIC OF SERBIA;04;2011;54532;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040101IND02;RS;REPUBLIC OF SERBIA;04;2012;58465;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040101IND02;RS;REPUBLIC OF SERBIA;04;2013;64249;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040101IND02;RS;REPUBLIC OF SERBIA;04;2014;63167;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040101IND02;RS;REPUBLIC OF SERBIA;04;2015;62532;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040101IND02;RS;REPUBLIC OF SERBIA;04;2016;67464;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040101IND02;RS;REPUBLIC OF SERBIA;04;2017;68246;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040101IND02;RS;REPUBLIC OF SERBIA;04;2018;67901;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040101IND02;RS;REPUBLIC OF SERBIA;04;2019;75441;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040101IND02;RS;REPUBLIC OF SERBIA;04;2020;81486;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040101IND02;RS;REPUBLIC OF SERBIA;04;2021;89582;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040101IND02;RS;REPUBLIC OF SERBIA;04;2022;100727;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040101IND02;RS;REPUBLIC OF SERBIA;04;2023;115631;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040101IND02;RS;REPUBLIC OF SERBIA;04;2024;133356;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040101IND02;RS;REPUBLIC OF SERBIA;04;2025;150777;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040101IND02;RS;REPUBLIC OF SERBIA;05;1977;;RSD;RSD;SORS;Average gross earnings;L;Missing value - data exist but were not collected
2403040101IND02;RS;REPUBLIC OF SERBIA;05;1978;;RSD;RSD;SORS;Average gross earnings;L;Missing value - data exist but were not collected
2403040101IND02;RS;REPUBLIC OF SERBIA;05;1979;;RSD;RSD;SORS;Average gross earnings;L;Missing value - data exist but were not collected
2403040101IND02;RS;REPUBLIC OF SERBIA;05;1980;;RSD;RSD;SORS;Average gross earnings;L;Missing value - data exist but were not collected
2403040101IND02;RS;REPUBLIC OF SERBIA;05;1981;;RSD;RSD;SORS;Average gross earnings;L;Missing value - data exist but were not collected
2403040101IND02;RS;REPUBLIC OF SERBIA;05;1982;;RSD;RSD;SORS;Average gross earnings;L;Missing value - data exist but were not collected
2403040101IND02;RS;REPUBLIC OF SERBIA;05;1983;;RSD;RSD;SORS;Average gross earnings;L;Missing value - data exist but were not collected
2403040101IND02;RS;REPUBLIC OF SERBIA;05;1984;;RSD;RSD;SORS;Average gross earnings;L;Missing value - data exist but were not collected
2403040101IND02;RS;REPUBLIC OF SERBIA;05;1985;;RSD;RSD;SORS;Average gross earnings;L;Missing value - data exist but were not collected
2403040101IND02;RS;REPUBLIC OF SERBIA;05;1986;;RSD;RSD;SORS;Average gross earnings;L;Missing value - data exist but were not collected
2403040101IND02;RS;REPUBLIC OF SERBIA;05;1987;;RSD;RSD;SORS;Average gross earnings;L;Missing value - data exist but were not collected
2403040101IND02;RS;REPUBLIC OF SERBIA;05;1988;;RSD;RSD;SORS;Average gross earnings;L;Missing value - data exist but were not collected
2403040101IND02;RS;REPUBLIC OF SERBIA;05;1989;;RSD;RSD;SORS;Average gross earnings;L;Missing value - data exist but were not collected
2403040101IND02;RS;REPUBLIC OF SERBIA;05;1990;;RSD;RSD;SORS;Average gross earnings;L;Missing value - data exist but were not collected
2403040101IND02;RS;REPUBLIC OF SERBIA;05;1991;;RSD;RSD;SORS;Average gross earnings;L;Missing value - data exist but were not collected
