idindikator;mes;god;IDModalitetRegZap;nModalitetRegZap;IDTer;nTer;vrednost;idJedinicaMere;nJedinicaMere;nIzvorI;Indikator;IDStatusPodatka;nStatusPodatka
240204IND01;00;2016;02;Entrepreneurs and their employees and persons individually running business (in "long-term employment" and in "temporary and occasional employment");71366;Sevojno;280;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;03;Registered individual agricultural producers (farmers);71366;Sevojno;4;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;0;Registered employment - total;79022;Grad Niš;75459;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;01;Employees at legal entities (in "long-term employment" and in "temporary and occasional employment");79022;Grad Niš;60508;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;02;Entrepreneurs and their employees and persons individually running business (in "long-term employment" and in "temporary and occasional employment");79022;Grad Niš;14803;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;03;Registered individual agricultural producers (farmers);79022;Grad Niš;148;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;0;Registered employment - total;79049;Grad Požarevac;22019;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;01;Employees at legal entities (in "long-term employment" and in "temporary and occasional employment");79049;Grad Požarevac;18159;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;02;Entrepreneurs and their employees and persons individually running business (in "long-term employment" and in "temporary and occasional employment");79049;Grad Požarevac;2986;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;03;Registered individual agricultural producers (farmers);79049;Grad Požarevac;874;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;0;Registered employment - total;79057;Grad Vranje;21006;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;01;Employees at legal entities (in "long-term employment" and in "temporary and occasional employment");79057;Grad Vranje;17976;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;02;Entrepreneurs and their employees and persons individually running business (in "long-term employment" and in "temporary and occasional employment");79057;Grad Vranje;2903;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;03;Registered individual agricultural producers (farmers);79057;Grad Vranje;127;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;0;Registered employment - total;79065;Grad Užice;23057;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;01;Employees at legal entities (in "long-term employment" and in "temporary and occasional employment");79065;Grad Užice;18635;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;02;Entrepreneurs and their employees and persons individually running business (in "long-term employment" and in "temporary and occasional employment");79065;Grad Užice;4100;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;03;Registered individual agricultural producers (farmers);79065;Grad Užice;321;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;0;Registered employment - total;80012;Ada;4863;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;01;Employees at legal entities (in "long-term employment" and in "temporary and occasional employment");80012;Ada;3316;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;02;Entrepreneurs and their employees and persons individually running business (in "long-term employment" and in "temporary and occasional employment");80012;Ada;1159;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;03;Registered individual agricultural producers (farmers);80012;Ada;388;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;0;Registered employment - total;80039;Alibunar;3332;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;01;Employees at legal entities (in "long-term employment" and in "temporary and occasional employment");80039;Alibunar;1971;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;02;Entrepreneurs and their employees and persons individually running business (in "long-term employment" and in "temporary and occasional employment");80039;Alibunar;674;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;03;Registered individual agricultural producers (farmers);80039;Alibunar;687;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;0;Registered employment - total;80047;Apatin;5691;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;01;Employees at legal entities (in "long-term employment" and in "temporary and occasional employment");80047;Apatin;4278;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;02;Entrepreneurs and their employees and persons individually running business (in "long-term employment" and in "temporary and occasional employment");80047;Apatin;1156;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;03;Registered individual agricultural producers (farmers);80047;Apatin;257;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;0;Registered employment - total;80055;Bač;2709;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;01;Employees at legal entities (in "long-term employment" and in "temporary and occasional employment");80055;Bač;1705;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;02;Entrepreneurs and their employees and persons individually running business (in "long-term employment" and in "temporary and occasional employment");80055;Bač;499;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;03;Registered individual agricultural producers (farmers);80055;Bač;504;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;0;Registered employment - total;80063;Bačka Palanka;13476;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;01;Employees at legal entities (in "long-term employment" and in "temporary and occasional employment");80063;Bačka Palanka;10039;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;02;Entrepreneurs and their employees and persons individually running business (in "long-term employment" and in "temporary and occasional employment");80063;Bačka Palanka;2496;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;03;Registered individual agricultural producers (farmers);80063;Bačka Palanka;941;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;0;Registered employment - total;80071;Bačka Topola;7934;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;01;Employees at legal entities (in "long-term employment" and in "temporary and occasional employment");80071;Bačka Topola;6396;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;02;Entrepreneurs and their employees and persons individually running business (in "long-term employment" and in "temporary and occasional employment");80071;Bačka Topola;857;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;03;Registered individual agricultural producers (farmers);80071;Bačka Topola;681;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;0;Registered employment - total;80080;Bački Petrovac;4247;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;01;Employees at legal entities (in "long-term employment" and in "temporary and occasional employment");80080;Bački Petrovac;2943;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;02;Entrepreneurs and their employees and persons individually running business (in "long-term employment" and in "temporary and occasional employment");80080;Bački Petrovac;887;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;03;Registered individual agricultural producers (farmers);80080;Bački Petrovac;417;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;0;Registered employment - total;80098;Bela Crkva;2814;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;01;Employees at legal entities (in "long-term employment" and in "temporary and occasional employment");80098;Bela Crkva;1871;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;02;Entrepreneurs and their employees and persons individually running business (in "long-term employment" and in "temporary and occasional employment");80098;Bela Crkva;579;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;03;Registered individual agricultural producers (farmers);80098;Bela Crkva;364;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;0;Registered employment - total;80101;Beočin;3055;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;01;Employees at legal entities (in "long-term employment" and in "temporary and occasional employment");80101;Beočin;2150;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;02;Entrepreneurs and their employees and persons individually running business (in "long-term employment" and in "temporary and occasional employment");80101;Beočin;770;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;03;Registered individual agricultural producers (farmers);80101;Beočin;135;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;0;Registered employment - total;80110;Bečej;8089;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;01;Employees at legal entities (in "long-term employment" and in "temporary and occasional employment");80110;Bečej;6129;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;02;Entrepreneurs and their employees and persons individually running business (in "long-term employment" and in "temporary and occasional employment");80110;Bečej;1312;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;03;Registered individual agricultural producers (farmers);80110;Bečej;648;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;0;Registered employment - total;80128;Vršac;14126;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;01;Employees at legal entities (in "long-term employment" and in "temporary and occasional employment");80128;Vršac;11461;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;02;Entrepreneurs and their employees and persons individually running business (in "long-term employment" and in "temporary and occasional employment");80128;Vršac;1939;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;03;Registered individual agricultural producers (farmers);80128;Vršac;725;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;0;Registered employment - total;80136;Žabalj;4146;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;01;Employees at legal entities (in "long-term employment" and in "temporary and occasional employment");80136;Žabalj;2658;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;02;Entrepreneurs and their employees and persons individually running business (in "long-term employment" and in "temporary and occasional employment");80136;Žabalj;945;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;03;Registered individual agricultural producers (farmers);80136;Žabalj;544;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;0;Registered employment - total;80144;Žitište;3158;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;01;Employees at legal entities (in "long-term employment" and in "temporary and occasional employment");80144;Žitište;2119;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;02;Entrepreneurs and their employees and persons individually running business (in "long-term employment" and in "temporary and occasional employment");80144;Žitište;337;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;03;Registered individual agricultural producers (farmers);80144;Žitište;702;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;0;Registered employment - total;80152;Zrenjanin;32023;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;01;Employees at legal entities (in "long-term employment" and in "temporary and occasional employment");80152;Zrenjanin;25895;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;02;Entrepreneurs and their employees and persons individually running business (in "long-term employment" and in "temporary and occasional employment");80152;Zrenjanin;4858;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;03;Registered individual agricultural producers (farmers);80152;Zrenjanin;1270;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;0;Registered employment - total;80179;Inđija;11631;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;01;Employees at legal entities (in "long-term employment" and in "temporary and occasional employment");80179;Inđija;9202;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;02;Entrepreneurs and their employees and persons individually running business (in "long-term employment" and in "temporary and occasional employment");80179;Inđija;2006;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;03;Registered individual agricultural producers (farmers);80179;Inđija;423;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;0;Registered employment - total;80187;Irig;2051;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;01;Employees at legal entities (in "long-term employment" and in "temporary and occasional employment");80187;Irig;1440;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;02;Entrepreneurs and their employees and persons individually running business (in "long-term employment" and in "temporary and occasional employment");80187;Irig;427;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;03;Registered individual agricultural producers (farmers);80187;Irig;185;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;0;Registered employment - total;80195;Kanjiža;6177;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;01;Employees at legal entities (in "long-term employment" and in "temporary and occasional employment");80195;Kanjiža;4609;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;02;Entrepreneurs and their employees and persons individually running business (in "long-term employment" and in "temporary and occasional employment");80195;Kanjiža;766;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;03;Registered individual agricultural producers (farmers);80195;Kanjiža;801;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;0;Registered employment - total;80209;Kikinda;13864;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;01;Employees at legal entities (in "long-term employment" and in "temporary and occasional employment");80209;Kikinda;11126;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;02;Entrepreneurs and their employees and persons individually running business (in "long-term employment" and in "temporary and occasional employment");80209;Kikinda;2168;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;03;Registered individual agricultural producers (farmers);80209;Kikinda;570;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;0;Registered employment - total;80217;Kovačica;4311;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;01;Employees at legal entities (in "long-term employment" and in "temporary and occasional employment");80217;Kovačica;2430;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;02;Entrepreneurs and their employees and persons individually running business (in "long-term employment" and in "temporary and occasional employment");80217;Kovačica;862;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;03;Registered individual agricultural producers (farmers);80217;Kovačica;1019;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;0;Registered employment - total;80225;Kovin;5979;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;01;Employees at legal entities (in "long-term employment" and in "temporary and occasional employment");80225;Kovin;4103;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;02;Entrepreneurs and their employees and persons individually running business (in "long-term employment" and in "temporary and occasional employment");80225;Kovin;1239;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;03;Registered individual agricultural producers (farmers);80225;Kovin;637;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;0;Registered employment - total;80233;Kula;7381;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;01;Employees at legal entities (in "long-term employment" and in "temporary and occasional employment");80233;Kula;5389;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;02;Entrepreneurs and their employees and persons individually running business (in "long-term employment" and in "temporary and occasional employment");80233;Kula;1589;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;03;Registered individual agricultural producers (farmers);80233;Kula;403;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;0;Registered employment - total;80241;Mali Iđoš;2023;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;01;Employees at legal entities (in "long-term employment" and in "temporary and occasional employment");80241;Mali Iđoš;1412;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;02;Entrepreneurs and their employees and persons individually running business (in "long-term employment" and in "temporary and occasional employment");80241;Mali Iđoš;439;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;03;Registered individual agricultural producers (farmers);80241;Mali Iđoš;172;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;0;Registered employment - total;80250;Nova Crnja;1514;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;01;Employees at legal entities (in "long-term employment" and in "temporary and occasional employment");80250;Nova Crnja;1027;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;02;Entrepreneurs and their employees and persons individually running business (in "long-term employment" and in "temporary and occasional employment");80250;Nova Crnja;184;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;03;Registered individual agricultural producers (farmers);80250;Nova Crnja;303;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;0;Registered employment - total;80268;Novi Bečej;4300;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;01;Employees at legal entities (in "long-term employment" and in "temporary and occasional employment");80268;Novi Bečej;3096;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;02;Entrepreneurs and their employees and persons individually running business (in "long-term employment" and in "temporary and occasional employment");80268;Novi Bečej;718;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;03;Registered individual agricultural producers (farmers);80268;Novi Bečej;486;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;0;Registered employment - total;80276;Novi Kneževac;2310;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;01;Employees at legal entities (in "long-term employment" and in "temporary and occasional employment");80276;Novi Kneževac;1803;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;02;Entrepreneurs and their employees and persons individually running business (in "long-term employment" and in "temporary and occasional employment");80276;Novi Kneževac;275;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;03;Registered individual agricultural producers (farmers);80276;Novi Kneževac;232;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;0;Registered employment - total;80284;Novi Sad;129961;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;01;Employees at legal entities (in "long-term employment" and in "temporary and occasional employment");80284;Novi Sad;110404;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;02;Entrepreneurs and their employees and persons individually running business (in "long-term employment" and in "temporary and occasional employment");80284;Novi Sad;18720;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;03;Registered individual agricultural producers (farmers);80284;Novi Sad;837;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;0;Registered employment - total;80292;Opovo;1203;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;01;Employees at legal entities (in "long-term employment" and in "temporary and occasional employment");80292;Opovo;717;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;02;Entrepreneurs and their employees and persons individually running business (in "long-term employment" and in "temporary and occasional employment");80292;Opovo;261;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;03;Registered individual agricultural producers (farmers);80292;Opovo;225;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;0;Registered employment - total;80306;Odžaci;6390;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;01;Employees at legal entities (in "long-term employment" and in "temporary and occasional employment");80306;Odžaci;4799;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;02;Entrepreneurs and their employees and persons individually running business (in "long-term employment" and in "temporary and occasional employment");80306;Odžaci;1219;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;03;Registered individual agricultural producers (farmers);80306;Odžaci;373;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;0;Registered employment - total;80314;Pančevo;29177;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;01;Employees at legal entities (in "long-term employment" and in "temporary and occasional employment");80314;Pančevo;22925;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;02;Entrepreneurs and their employees and persons individually running business (in "long-term employment" and in "temporary and occasional employment");80314;Pančevo;5592;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;03;Registered individual agricultural producers (farmers);80314;Pančevo;660;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;0;Registered employment - total;80322;Pećinci;6175;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;01;Employees at legal entities (in "long-term employment" and in "temporary and occasional employment");80322;Pećinci;4735;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;02;Entrepreneurs and their employees and persons individually running business (in "long-term employment" and in "temporary and occasional employment");80322;Pećinci;975;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;03;Registered individual agricultural producers (farmers);80322;Pećinci;464;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;0;Registered employment - total;80349;Plandište;2285;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;01;Employees at legal entities (in "long-term employment" and in "temporary and occasional employment");80349;Plandište;1627;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;02;Entrepreneurs and their employees and persons individually running business (in "long-term employment" and in "temporary and occasional employment");80349;Plandište;292;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;03;Registered individual agricultural producers (farmers);80349;Plandište;367;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;0;Registered employment - total;80357;Ruma;12822;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;01;Employees at legal entities (in "long-term employment" and in "temporary and occasional employment");80357;Ruma;9581;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;02;Entrepreneurs and their employees and persons individually running business (in "long-term employment" and in "temporary and occasional employment");80357;Ruma;2515;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;03;Registered individual agricultural producers (farmers);80357;Ruma;726;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;0;Registered employment - total;80365;Senta;6732;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;01;Employees at legal entities (in "long-term employment" and in "temporary and occasional employment");80365;Senta;5337;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;02;Entrepreneurs and their employees and persons individually running business (in "long-term employment" and in "temporary and occasional employment");80365;Senta;839;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;03;Registered individual agricultural producers (farmers);80365;Senta;556;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;0;Registered employment - total;80373;Sečanj;2058;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;01;Employees at legal entities (in "long-term employment" and in "temporary and occasional employment");80373;Sečanj;1521;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;02;Entrepreneurs and their employees and persons individually running business (in "long-term employment" and in "temporary and occasional employment");80373;Sečanj;255;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;03;Registered individual agricultural producers (farmers);80373;Sečanj;281;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;0;Registered employment - total;80381;Sombor;20727;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;01;Employees at legal entities (in "long-term employment" and in "temporary and occasional employment");80381;Sombor;15750;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;02;Entrepreneurs and their employees and persons individually running business (in "long-term employment" and in "temporary and occasional employment");80381;Sombor;3395;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;03;Registered individual agricultural producers (farmers);80381;Sombor;1582;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;0;Registered employment - total;80390;Srbobran;2898;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;01;Employees at legal entities (in "long-term employment" and in "temporary and occasional employment");80390;Srbobran;1737;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;02;Entrepreneurs and their employees and persons individually running business (in "long-term employment" and in "temporary and occasional employment");80390;Srbobran;732;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;03;Registered individual agricultural producers (farmers);80390;Srbobran;430;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;0;Registered employment - total;80403;Sremska Mitrovica;19387;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;01;Employees at legal entities (in "long-term employment" and in "temporary and occasional employment");80403;Sremska Mitrovica;14735;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2016;02;Entrepreneurs and their employees and persons individually running business (in "long-term employment" and in "temporary and occasional employment");80403;Sremska Mitrovica;3458;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
