idindikator;mes;god;IDModalitetRegZap;nModalitetRegZap;IDTer;nTer;vrednost;idJedinicaMere;nJedinicaMere;nIzvorI;Indikator;IDStatusPodatka;nStatusPodatka
240204IND01;00;2019;0;Registered employment - total;80152;Zrenjanin;36026;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;01;Employees at legal entities (in "long-term employment" and in "temporary and occasional employment");80152;Zrenjanin;29784;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;02;Entrepreneurs and their employees and persons individually running business (in "long-term employment" and in "temporary and occasional employment");80152;Zrenjanin;5261;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;03;Registered individual agricultural producers (farmers);80152;Zrenjanin;981;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;0;Registered employment - total;80179;Inđija;13533;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;01;Employees at legal entities (in "long-term employment" and in "temporary and occasional employment");80179;Inđija;10839;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;02;Entrepreneurs and their employees and persons individually running business (in "long-term employment" and in "temporary and occasional employment");80179;Inđija;2342;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;03;Registered individual agricultural producers (farmers);80179;Inđija;352;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;0;Registered employment - total;80187;Irig;2127;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;01;Employees at legal entities (in "long-term employment" and in "temporary and occasional employment");80187;Irig;1421;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;02;Entrepreneurs and their employees and persons individually running business (in "long-term employment" and in "temporary and occasional employment");80187;Irig;569;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;03;Registered individual agricultural producers (farmers);80187;Irig;137;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;0;Registered employment - total;80195;Kanjiža;6153;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;01;Employees at legal entities (in "long-term employment" and in "temporary and occasional employment");80195;Kanjiža;4688;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;02;Entrepreneurs and their employees and persons individually running business (in "long-term employment" and in "temporary and occasional employment");80195;Kanjiža;784;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;03;Registered individual agricultural producers (farmers);80195;Kanjiža;681;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;0;Registered employment - total;80209;Kikinda;14006;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;01;Employees at legal entities (in "long-term employment" and in "temporary and occasional employment");80209;Kikinda;11168;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;02;Entrepreneurs and their employees and persons individually running business (in "long-term employment" and in "temporary and occasional employment");80209;Kikinda;2395;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;03;Registered individual agricultural producers (farmers);80209;Kikinda;443;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;0;Registered employment - total;80217;Kovačica;4441;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;01;Employees at legal entities (in "long-term employment" and in "temporary and occasional employment");80217;Kovačica;2597;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;02;Entrepreneurs and their employees and persons individually running business (in "long-term employment" and in "temporary and occasional employment");80217;Kovačica;1019;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;03;Registered individual agricultural producers (farmers);80217;Kovačica;825;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;0;Registered employment - total;80225;Kovin;6444;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;01;Employees at legal entities (in "long-term employment" and in "temporary and occasional employment");80225;Kovin;4512;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;02;Entrepreneurs and their employees and persons individually running business (in "long-term employment" and in "temporary and occasional employment");80225;Kovin;1393;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;03;Registered individual agricultural producers (farmers);80225;Kovin;539;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;0;Registered employment - total;80233;Kula;7926;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;01;Employees at legal entities (in "long-term employment" and in "temporary and occasional employment");80233;Kula;5802;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;02;Entrepreneurs and their employees and persons individually running business (in "long-term employment" and in "temporary and occasional employment");80233;Kula;1805;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;03;Registered individual agricultural producers (farmers);80233;Kula;319;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;0;Registered employment - total;80241;Mali Iđoš;2247;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;01;Employees at legal entities (in "long-term employment" and in "temporary and occasional employment");80241;Mali Iđoš;1671;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;02;Entrepreneurs and their employees and persons individually running business (in "long-term employment" and in "temporary and occasional employment");80241;Mali Iđoš;433;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;03;Registered individual agricultural producers (farmers);80241;Mali Iđoš;142;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;0;Registered employment - total;80250;Nova Crnja;1482;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;01;Employees at legal entities (in "long-term employment" and in "temporary and occasional employment");80250;Nova Crnja;1051;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;02;Entrepreneurs and their employees and persons individually running business (in "long-term employment" and in "temporary and occasional employment");80250;Nova Crnja;197;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;03;Registered individual agricultural producers (farmers);80250;Nova Crnja;234;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;0;Registered employment - total;80268;Novi Bečej;4029;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;01;Employees at legal entities (in "long-term employment" and in "temporary and occasional employment");80268;Novi Bečej;2848;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;02;Entrepreneurs and their employees and persons individually running business (in "long-term employment" and in "temporary and occasional employment");80268;Novi Bečej;759;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;03;Registered individual agricultural producers (farmers);80268;Novi Bečej;421;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;0;Registered employment - total;80276;Novi Kneževac;2030;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;01;Employees at legal entities (in "long-term employment" and in "temporary and occasional employment");80276;Novi Kneževac;1570;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;02;Entrepreneurs and their employees and persons individually running business (in "long-term employment" and in "temporary and occasional employment");80276;Novi Kneževac;277;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;03;Registered individual agricultural producers (farmers);80276;Novi Kneževac;183;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;0;Registered employment - total;80284;Novi Sad;144477;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;01;Employees at legal entities (in "long-term employment" and in "temporary and occasional employment");80284;Novi Sad;119906;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;02;Entrepreneurs and their employees and persons individually running business (in "long-term employment" and in "temporary and occasional employment");80284;Novi Sad;23870;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;03;Registered individual agricultural producers (farmers);80284;Novi Sad;701;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;0;Registered employment - total;80292;Opovo;1380;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;01;Employees at legal entities (in "long-term employment" and in "temporary and occasional employment");80292;Opovo;826;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;02;Entrepreneurs and their employees and persons individually running business (in "long-term employment" and in "temporary and occasional employment");80292;Opovo;336;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;03;Registered individual agricultural producers (farmers);80292;Opovo;218;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;0;Registered employment - total;80306;Odžaci;7066;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;01;Employees at legal entities (in "long-term employment" and in "temporary and occasional employment");80306;Odžaci;5510;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;02;Entrepreneurs and their employees and persons individually running business (in "long-term employment" and in "temporary and occasional employment");80306;Odžaci;1263;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;03;Registered individual agricultural producers (farmers);80306;Odžaci;293;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;0;Registered employment - total;80314;Pančevo;30736;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;01;Employees at legal entities (in "long-term employment" and in "temporary and occasional employment");80314;Pančevo;23574;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;02;Entrepreneurs and their employees and persons individually running business (in "long-term employment" and in "temporary and occasional employment");80314;Pančevo;6642;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;03;Registered individual agricultural producers (farmers);80314;Pančevo;520;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;0;Registered employment - total;80322;Pećinci;7823;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;01;Employees at legal entities (in "long-term employment" and in "temporary and occasional employment");80322;Pećinci;6350;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;02;Entrepreneurs and their employees and persons individually running business (in "long-term employment" and in "temporary and occasional employment");80322;Pećinci;1101;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;03;Registered individual agricultural producers (farmers);80322;Pećinci;372;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;0;Registered employment - total;80349;Plandište;2303;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;01;Employees at legal entities (in "long-term employment" and in "temporary and occasional employment");80349;Plandište;1721;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;02;Entrepreneurs and their employees and persons individually running business (in "long-term employment" and in "temporary and occasional employment");80349;Plandište;309;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;03;Registered individual agricultural producers (farmers);80349;Plandište;272;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;0;Registered employment - total;80357;Ruma;15617;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;01;Employees at legal entities (in "long-term employment" and in "temporary and occasional employment");80357;Ruma;12065;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;02;Entrepreneurs and their employees and persons individually running business (in "long-term employment" and in "temporary and occasional employment");80357;Ruma;2988;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;03;Registered individual agricultural producers (farmers);80357;Ruma;564;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;0;Registered employment - total;80365;Senta;7591;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;01;Employees at legal entities (in "long-term employment" and in "temporary and occasional employment");80365;Senta;6258;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;02;Entrepreneurs and their employees and persons individually running business (in "long-term employment" and in "temporary and occasional employment");80365;Senta;834;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;03;Registered individual agricultural producers (farmers);80365;Senta;499;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;0;Registered employment - total;80373;Sečanj;2074;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;01;Employees at legal entities (in "long-term employment" and in "temporary and occasional employment");80373;Sečanj;1553;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;02;Entrepreneurs and their employees and persons individually running business (in "long-term employment" and in "temporary and occasional employment");80373;Sečanj;261;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;03;Registered individual agricultural producers (farmers);80373;Sečanj;260;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;0;Registered employment - total;80381;Sombor;21300;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;01;Employees at legal entities (in "long-term employment" and in "temporary and occasional employment");80381;Sombor;16384;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;02;Entrepreneurs and their employees and persons individually running business (in "long-term employment" and in "temporary and occasional employment");80381;Sombor;3662;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;03;Registered individual agricultural producers (farmers);80381;Sombor;1254;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;0;Registered employment - total;80390;Srbobran;3036;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;01;Employees at legal entities (in "long-term employment" and in "temporary and occasional employment");80390;Srbobran;1892;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;02;Entrepreneurs and their employees and persons individually running business (in "long-term employment" and in "temporary and occasional employment");80390;Srbobran;792;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;03;Registered individual agricultural producers (farmers);80390;Srbobran;352;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;0;Registered employment - total;80403;Sremska Mitrovica;20180;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;01;Employees at legal entities (in "long-term employment" and in "temporary and occasional employment");80403;Sremska Mitrovica;15386;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;02;Entrepreneurs and their employees and persons individually running business (in "long-term employment" and in "temporary and occasional employment");80403;Sremska Mitrovica;3782;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;03;Registered individual agricultural producers (farmers);80403;Sremska Mitrovica;1012;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;0;Registered employment - total;80411;Sremski Karlovci;1690;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;01;Employees at legal entities (in "long-term employment" and in "temporary and occasional employment");80411;Sremski Karlovci;1259;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;02;Entrepreneurs and their employees and persons individually running business (in "long-term employment" and in "temporary and occasional employment");80411;Sremski Karlovci;410;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;03;Registered individual agricultural producers (farmers);80411;Sremski Karlovci;21;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;0;Registered employment - total;80420;Stara Pazova;23421;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;01;Employees at legal entities (in "long-term employment" and in "temporary and occasional employment");80420;Stara Pazova;18968;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;02;Entrepreneurs and their employees and persons individually running business (in "long-term employment" and in "temporary and occasional employment");80420;Stara Pazova;4078;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;03;Registered individual agricultural producers (farmers);80420;Stara Pazova;375;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;0;Registered employment - total;80438;Subotica;46103;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;01;Employees at legal entities (in "long-term employment" and in "temporary and occasional employment");80438;Subotica;38783;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;02;Entrepreneurs and their employees and persons individually running business (in "long-term employment" and in "temporary and occasional employment");80438;Subotica;5965;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;03;Registered individual agricultural producers (farmers);80438;Subotica;1355;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;0;Registered employment - total;80446;Temerin;7107;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;01;Employees at legal entities (in "long-term employment" and in "temporary and occasional employment");80446;Temerin;4980;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;02;Entrepreneurs and their employees and persons individually running business (in "long-term employment" and in "temporary and occasional employment");80446;Temerin;1893;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;03;Registered individual agricultural producers (farmers);80446;Temerin;235;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;0;Registered employment - total;80454;Titel;2285;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;01;Employees at legal entities (in "long-term employment" and in "temporary and occasional employment");80454;Titel;1367;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;02;Entrepreneurs and their employees and persons individually running business (in "long-term employment" and in "temporary and occasional employment");80454;Titel;669;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;03;Registered individual agricultural producers (farmers);80454;Titel;249;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;0;Registered employment - total;80462;Vrbas;9807;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;01;Employees at legal entities (in "long-term employment" and in "temporary and occasional employment");80462;Vrbas;7836;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;02;Entrepreneurs and their employees and persons individually running business (in "long-term employment" and in "temporary and occasional employment");80462;Vrbas;1732;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;03;Registered individual agricultural producers (farmers);80462;Vrbas;239;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;0;Registered employment - total;80489;Čoka;1767;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;01;Employees at legal entities (in "long-term employment" and in "temporary and occasional employment");80489;Čoka;1380;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;02;Entrepreneurs and their employees and persons individually running business (in "long-term employment" and in "temporary and occasional employment");80489;Čoka;250;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;03;Registered individual agricultural producers (farmers);80489;Čoka;136;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;0;Registered employment - total;80497;Šid;7381;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;01;Employees at legal entities (in "long-term employment" and in "temporary and occasional employment");80497;Šid;5592;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;02;Entrepreneurs and their employees and persons individually running business (in "long-term employment" and in "temporary and occasional employment");80497;Šid;1314;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;03;Registered individual agricultural producers (farmers);80497;Šid;474;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;0;Registered employment - total;80519;Petrovaradin;7754;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;01;Employees at legal entities (in "long-term employment" and in "temporary and occasional employment");80519;Petrovaradin;5963;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;02;Entrepreneurs and their employees and persons individually running business (in "long-term employment" and in "temporary and occasional employment");80519;Petrovaradin;1781;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;03;Registered individual agricultural producers (farmers);80519;Petrovaradin;10;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;0;Registered employment - total;89010;Grad Novi Sad;152231;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;01;Employees at legal entities (in "long-term employment" and in "temporary and occasional employment");89010;Grad Novi Sad;125869;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;02;Entrepreneurs and their employees and persons individually running business (in "long-term employment" and in "temporary and occasional employment");89010;Grad Novi Sad;25651;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;03;Registered individual agricultural producers (farmers);89010;Grad Novi Sad;711;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;0;Registered employment - total;RS;REPUBLIC OF SERBIA;2173135;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;01;Employees at legal entities (in "long-term employment" and in "temporary and occasional employment");RS;REPUBLIC OF SERBIA;1723828;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;02;Entrepreneurs and their employees and persons individually running business (in "long-term employment" and in "temporary and occasional employment");RS;REPUBLIC OF SERBIA;377439;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;03;Registered individual agricultural producers (farmers);RS;REPUBLIC OF SERBIA;71868;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;0;Registered employment - total;RS1;SRBIJA – SEVER;1292929;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;01;Employees at legal entities (in "long-term employment" and in "temporary and occasional employment");RS1;SRBIJA – SEVER;1084708;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;02;Entrepreneurs and their employees and persons individually running business (in "long-term employment" and in "temporary and occasional employment");RS1;SRBIJA – SEVER;185303;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;03;Registered individual agricultural producers (farmers);RS1;SRBIJA – SEVER;22918;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;0;Registered employment - total;RS11;Beogradski region;742122;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;01;Employees at legal entities (in "long-term employment" and in "temporary and occasional employment");RS11;Beogradski region;649860;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;02;Entrepreneurs and their employees and persons individually running business (in "long-term employment" and in "temporary and occasional employment");RS11;Beogradski region;89774;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;03;Registered individual agricultural producers (farmers);RS11;Beogradski region;2488;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;0;Registered employment - total;RS110;Beogradska oblast;742122;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;01;Employees at legal entities (in "long-term employment" and in "temporary and occasional employment");RS110;Beogradska oblast;649860;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;02;Entrepreneurs and their employees and persons individually running business (in "long-term employment" and in "temporary and occasional employment");RS110;Beogradska oblast;89774;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;03;Registered individual agricultural producers (farmers);RS110;Beogradska oblast;2488;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;0;Registered employment - total;RS12;Region Vojvodine;550807;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;01;Employees at legal entities (in "long-term employment" and in "temporary and occasional employment");RS12;Region Vojvodine;434848;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;02;Entrepreneurs and their employees and persons individually running business (in "long-term employment" and in "temporary and occasional employment");RS12;Region Vojvodine;95529;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;03;Registered individual agricultural producers (farmers);RS12;Region Vojvodine;20430;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;0;Registered employment - total;RS121;Zapadnobačka oblast;41793;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;01;Employees at legal entities (in "long-term employment" and in "temporary and occasional employment");RS121;Zapadnobačka oblast;31693;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;02;Entrepreneurs and their employees and persons individually running business (in "long-term employment" and in "temporary and occasional employment");RS121;Zapadnobačka oblast;8029;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;03;Registered individual agricultural producers (farmers);RS121;Zapadnobačka oblast;2071;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;0;Registered employment - total;RS122;Južnobanatska oblast;65987;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;01;Employees at legal entities (in "long-term employment" and in "temporary and occasional employment");RS122;Južnobanatska oblast;48907;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;02;Entrepreneurs and their employees and persons individually running business (in "long-term employment" and in "temporary and occasional employment");RS122;Južnobanatska oblast;13280;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
240204IND01;00;2019;03;Registered individual agricultural producers (farmers);RS122;Južnobanatska oblast;3800;NR;number;SORS;Registered employment by municipalities of work (NSTJ);A;Normal value
