idindikator;IDTer;nTer;IDJavniSEK;nJavniSEK;mes;god;vrednost;idJedinicaMere;nJedinicaMere;nIzvorI;Indikator;IDStatusPodatka;nStatusPodatka
2403040404IND02;RS;REPUBLIC OF SERBIA;0_JP_JD_JL;Public enterprises;00;2017;80696;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040404IND02;RS;REPUBLIC OF SERBIA;0_JS;Public sector;00;2017;67831;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040404IND02;RS;REPUBLIC OF SERBIA;0_VJS;Non-public sector;00;2017;64344;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040404IND02;RS;REPUBLIC OF SERBIA;1_JD;Public state enterprises;00;2017;93070;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040404IND02;RS;REPUBLIC OF SERBIA;2_JL;Public local enterprises;00;2017;63775;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040404IND02;RS;REPUBLIC OF SERBIA;3_4_5_BK;General government;00;2017;62367;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040404IND02;RS;REPUBLIC OF SERBIA;3_ZS;Health and social work;00;2017;59754;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040404IND02;RS;REPUBLIC OF SERBIA;4_OK;Education and culture;00;2017;60691;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040404IND02;RS;REPUBLIC OF SERBIA;5_AD;Administration - all levels;00;2017;71226;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040404IND02;RS;REPUBLIC OF SERBIA;5_AD2;Administration - government  level;00;2017;;RSD;RSD;SORS;Average gross earnings;O;Not available
2403040404IND02;RS;REPUBLIC OF SERBIA;5_AD3;Administration - autonomous  province level;00;2017;;RSD;RSD;SORS;Average gross earnings;O;Not available
2403040404IND02;RS;REPUBLIC OF SERBIA;5_AD4;Administration - local authorities’ level;00;2017;;RSD;RSD;SORS;Average gross earnings;O;Not available
2403040404IND02;RS;REPUBLIC OF SERBIA;0;Total;00;2018;68629;RSD;RSD;SORS;Average gross earnings;B;Time series break
2403040404IND02;RS;REPUBLIC OF SERBIA;0_JP_JD_JL;Public enterprises;00;2018;82769;RSD;RSD;SORS;Average gross earnings;B;Time series break
2403040404IND02;RS;REPUBLIC OF SERBIA;0_JS;Public sector;00;2018;76926;RSD;RSD;SORS;Average gross earnings;B;Time series break
2403040404IND02;RS;REPUBLIC OF SERBIA;0_VJS;Non-public sector;00;2018;64513;RSD;RSD;SORS;Average gross earnings;B;Time series break
2403040404IND02;RS;REPUBLIC OF SERBIA;1_JD;Public state enterprises;00;2018;94034;RSD;RSD;SORS;Average gross earnings;B;Time series break
2403040404IND02;RS;REPUBLIC OF SERBIA;2_JL;Public local enterprises;00;2018;66075;RSD;RSD;SORS;Average gross earnings;B;Time series break
2403040404IND02;RS;REPUBLIC OF SERBIA;3_4_5_BK;General government;00;2018;74984;RSD;RSD;SORS;Average gross earnings;B;Time series break
2403040404IND02;RS;REPUBLIC OF SERBIA;3_ZS;Health and social work;00;2018;69542;RSD;RSD;SORS;Average gross earnings;B;Time series break
2403040404IND02;RS;REPUBLIC OF SERBIA;4_OK;Education and culture;00;2018;73020;RSD;RSD;SORS;Average gross earnings;B;Time series break
2403040404IND02;RS;REPUBLIC OF SERBIA;5_AD;Administration - all levels;00;2018;81707;RSD;RSD;SORS;Average gross earnings;B;Time series break
2403040404IND02;RS;REPUBLIC OF SERBIA;5_AD2;Administration - government  level;00;2018;84953;RSD;RSD;SORS;Average gross earnings;B;Time series break
2403040404IND02;RS;REPUBLIC OF SERBIA;5_AD3;Administration - autonomous  province level;00;2018;86171;RSD;RSD;SORS;Average gross earnings;B;Time series break
2403040404IND02;RS;REPUBLIC OF SERBIA;5_AD4;Administration - local authorities’ level;00;2018;65730;RSD;RSD;SORS;Average gross earnings;B;Time series break
2403040404IND02;RS;REPUBLIC OF SERBIA;0;Total;00;2019;75814;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040404IND02;RS;REPUBLIC OF SERBIA;0_JP_JD_JL;Public enterprises;00;2019;90982;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040404IND02;RS;REPUBLIC OF SERBIA;0_JS;Public sector;00;2019;85341;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040404IND02;RS;REPUBLIC OF SERBIA;0_VJS;Non-public sector;00;2019;71395;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040404IND02;RS;REPUBLIC OF SERBIA;1_JD;Public state enterprises;00;2019;104669;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040404IND02;RS;REPUBLIC OF SERBIA;2_JL;Public local enterprises;00;2019;72107;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040404IND02;RS;REPUBLIC OF SERBIA;3_4_5_BK;General government;00;2019;83523;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040404IND02;RS;REPUBLIC OF SERBIA;3_ZS;Health and social work;00;2019;78001;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040404IND02;RS;REPUBLIC OF SERBIA;4_OK;Education and culture;00;2019;80860;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040404IND02;RS;REPUBLIC OF SERBIA;5_AD;Administration - all levels;00;2019;90996;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040404IND02;RS;REPUBLIC OF SERBIA;5_AD2;Administration - government  level;00;2019;94692;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040404IND02;RS;REPUBLIC OF SERBIA;5_AD3;Administration - autonomous  province level;00;2019;96535;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040404IND02;RS;REPUBLIC OF SERBIA;5_AD4;Administration - local authorities’ level;00;2019;72612;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040404IND02;RS;REPUBLIC OF SERBIA;0;Total;00;2020;82984;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040404IND02;RS;REPUBLIC OF SERBIA;0_JP_JD_JL;Public enterprises;00;2020;99543;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040404IND02;RS;REPUBLIC OF SERBIA;0_JS;Public sector;00;2020;94510;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040404IND02;RS;REPUBLIC OF SERBIA;0_VJS;Non-public sector;00;2020;77935;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040404IND02;RS;REPUBLIC OF SERBIA;1_JD;Public state enterprises;00;2020;111737;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040404IND02;RS;REPUBLIC OF SERBIA;2_JL;Public local enterprises;00;2020;82748;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040404IND02;RS;REPUBLIC OF SERBIA;3_4_5_BK;General government;00;2020;92898;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040404IND02;RS;REPUBLIC OF SERBIA;3_ZS;Health and social work;00;2020;92115;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040404IND02;RS;REPUBLIC OF SERBIA;4_OK;Education and culture;00;2020;87489;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040404IND02;RS;REPUBLIC OF SERBIA;5_AD;Administration - all levels;00;2020;98581;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040404IND02;RS;REPUBLIC OF SERBIA;5_AD2;Administration - government  level;00;2020;102554;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040404IND02;RS;REPUBLIC OF SERBIA;5_AD3;Administration - autonomous  province level;00;2020;107026;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040404IND02;RS;REPUBLIC OF SERBIA;5_AD4;Administration - local authorities’ level;00;2020;78671;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040404IND02;RS;REPUBLIC OF SERBIA;0;Total;00;2021;90784;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040404IND02;RS;REPUBLIC OF SERBIA;0_JP_JD_JL;Public enterprises;00;2021;103709;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040404IND02;RS;REPUBLIC OF SERBIA;0_JS;Public sector;00;2021;101064;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040404IND02;RS;REPUBLIC OF SERBIA;0_VJS;Non-public sector;00;2021;86440;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040404IND02;RS;REPUBLIC OF SERBIA;1_JD;Public state enterprises;00;2021;115335;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040404IND02;RS;REPUBLIC OF SERBIA;2_JL;Public local enterprises;00;2021;87577;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040404IND02;RS;REPUBLIC OF SERBIA;3_4_5_BK;General government;00;2021;100222;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040404IND02;RS;REPUBLIC OF SERBIA;3_ZS;Health and social work;00;2021;102942;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040404IND02;RS;REPUBLIC OF SERBIA;4_OK;Education and culture;00;2021;92009;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040404IND02;RS;REPUBLIC OF SERBIA;5_AD;Administration - all levels;00;2021;105353;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040404IND02;RS;REPUBLIC OF SERBIA;5_AD2;Administration - government  level;00;2021;109776;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040404IND02;RS;REPUBLIC OF SERBIA;5_AD3;Administration - autonomous  province level;00;2021;112729;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040404IND02;RS;REPUBLIC OF SERBIA;5_AD4;Administration - local authorities’ level;00;2021;83403;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040404IND02;RS;REPUBLIC OF SERBIA;0;Total;00;2022;103316;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040404IND02;RS;REPUBLIC OF SERBIA;0_JP_JD_JL;Public enterprises;00;2022;111390;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040404IND02;RS;REPUBLIC OF SERBIA;0_JS;Public sector;00;2022;108421;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040404IND02;RS;REPUBLIC OF SERBIA;0_VJS;Non-public sector;00;2022;101192;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040404IND02;RS;REPUBLIC OF SERBIA;1_JD;Public state enterprises;00;2022;122989;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040404IND02;RS;REPUBLIC OF SERBIA;2_JL;Public local enterprises;00;2022;95409;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040404IND02;RS;REPUBLIC OF SERBIA;3_4_5_BK;General government;00;2022;107484;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040404IND02;RS;REPUBLIC OF SERBIA;3_ZS;Health and social work;00;2022;108765;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040404IND02;RS;REPUBLIC OF SERBIA;4_OK;Education and culture;00;2022;98709;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040404IND02;RS;REPUBLIC OF SERBIA;5_AD;Administration - all levels;00;2022;114416;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040404IND02;RS;REPUBLIC OF SERBIA;5_AD2;Administration - government  level;00;2022;119228;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040404IND02;RS;REPUBLIC OF SERBIA;5_AD3;Administration - autonomous  province level;00;2022;121325;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040404IND02;RS;REPUBLIC OF SERBIA;5_AD4;Administration - local authorities’ level;00;2022;90462;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040404IND02;RS;REPUBLIC OF SERBIA;0;Total;00;2023;118599;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040404IND02;RS;REPUBLIC OF SERBIA;0_JP_JD_JL;Public enterprises;00;2023;125668;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040404IND02;RS;REPUBLIC OF SERBIA;0_JS;Public sector;00;2023;122872;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040404IND02;RS;REPUBLIC OF SERBIA;0_VJS;Non-public sector;00;2023;116873;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040404IND02;RS;REPUBLIC OF SERBIA;1_JD;Public state enterprises;00;2023;137568;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040404IND02;RS;REPUBLIC OF SERBIA;2_JL;Public local enterprises;00;2023;109443;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040404IND02;RS;REPUBLIC OF SERBIA;3_4_5_BK;General government;00;2023;121998;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040404IND02;RS;REPUBLIC OF SERBIA;3_ZS;Health and social work;00;2023;120658;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040404IND02;RS;REPUBLIC OF SERBIA;4_OK;Education and culture;00;2023;112610;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040404IND02;RS;REPUBLIC OF SERBIA;5_AD;Administration - all levels;00;2023;131909;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040404IND02;RS;REPUBLIC OF SERBIA;5_AD2;Administration - government  level;00;2023;137730;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040404IND02;RS;REPUBLIC OF SERBIA;5_AD3;Administration - autonomous  province level;00;2023;141198;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040404IND02;RS;REPUBLIC OF SERBIA;5_AD4;Administration - local authorities’ level;00;2023;102849;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040404IND02;RS;REPUBLIC OF SERBIA;0;Total;00;2024;135403;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040404IND02;RS;REPUBLIC OF SERBIA;0_JP_JD_JL;Public enterprises;00;2024;142448;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040404IND02;RS;REPUBLIC OF SERBIA;0_JS;Public sector;00;2024;139829;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040404IND02;RS;REPUBLIC OF SERBIA;0_VJS;Non-public sector;00;2024;133619;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040404IND02;RS;REPUBLIC OF SERBIA;1_JD;Public state enterprises;00;2024;154565;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040404IND02;RS;REPUBLIC OF SERBIA;2_JL;Public local enterprises;00;2024;126030;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040404IND02;RS;REPUBLIC OF SERBIA;3_4_5_BK;General government;00;2024;139021;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040404IND02;RS;REPUBLIC OF SERBIA;3_ZS;Health and social work;00;2024;136663;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040404IND02;RS;REPUBLIC OF SERBIA;4_OK;Education and culture;00;2024;130532;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040404IND02;RS;REPUBLIC OF SERBIA;5_AD;Administration - all levels;00;2024;149106;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040404IND02;RS;REPUBLIC OF SERBIA;5_AD2;Administration - government  level;00;2024;155732;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040404IND02;RS;REPUBLIC OF SERBIA;5_AD3;Administration - autonomous  province level;00;2024;150492;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040404IND02;RS;REPUBLIC OF SERBIA;5_AD4;Administration - local authorities’ level;00;2024;116148;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040404IND02;RS;REPUBLIC OF SERBIA;0;Total;00;2025;151086;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040404IND02;RS;REPUBLIC OF SERBIA;0_JP_JD_JL;Public enterprises;00;2025;160163;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040404IND02;RS;REPUBLIC OF SERBIA;0_JS;Public sector;00;2025;156643;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040404IND02;RS;REPUBLIC OF SERBIA;0_VJS;Non-public sector;00;2025;148868;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040404IND02;RS;REPUBLIC OF SERBIA;1_JD;Public state enterprises;00;2025;172011;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040404IND02;RS;REPUBLIC OF SERBIA;2_JL;Public local enterprises;00;2025;144116;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040404IND02;RS;REPUBLIC OF SERBIA;3_4_5_BK;General government;00;2025;155569;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040404IND02;RS;REPUBLIC OF SERBIA;3_ZS;Health and social work;00;2025;151514;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040404IND02;RS;REPUBLIC OF SERBIA;4_OK;Education and culture;00;2025;148317;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040404IND02;RS;REPUBLIC OF SERBIA;5_AD;Administration - all levels;00;2025;166281;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040404IND02;RS;REPUBLIC OF SERBIA;5_AD2;Administration - government  level;00;2025;173423;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040404IND02;RS;REPUBLIC OF SERBIA;5_AD3;Administration - autonomous  province level;00;2025;163421;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040404IND02;RS;REPUBLIC OF SERBIA;5_AD4;Administration - local authorities’ level;00;2025;130866;RSD;RSD;SORS;Average gross earnings;A;Normal value
