idindikator;IDTer;nTer;mes;god;IDPol;nPol;vrednost;idJedinicaMere;nJedinicaMere;nIzvorI;Indikator;IDStatusPodatka;nStatusPodatka
24021105IND01;70408;Vladimirci;00;2024;1;Male;2842;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70408;Vladimirci;00;2024;2;Female;1600;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70408;Vladimirci;00;2023;0;Total;4479;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70408;Vladimirci;00;2023;1;Male;2871;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70408;Vladimirci;00;2023;2;Female;1608;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70408;Vladimirci;00;2022;0;Total;4432;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70408;Vladimirci;00;2022;1;Male;2849;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70408;Vladimirci;00;2022;2;Female;1583;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70408;Vladimirci;00;2021;0;Total;4418;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70408;Vladimirci;00;2021;1;Male;2894;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70408;Vladimirci;00;2021;2;Female;1524;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70408;Vladimirci;00;2020;0;Total;4351;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70408;Vladimirci;00;2020;1;Male;2907;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70408;Vladimirci;00;2020;2;Female;1444;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70408;Vladimirci;00;2019;0;Total;4265;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70408;Vladimirci;00;2019;1;Male;2873;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70408;Vladimirci;00;2019;2;Female;1392;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70408;Vladimirci;00;2018;0;Total;4146;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70408;Vladimirci;00;2018;1;Male;2852;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70408;Vladimirci;00;2018;2;Female;1293;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70408;Vladimirci;00;2017;0;Total;4021;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70408;Vladimirci;00;2017;1;Male;2791;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70408;Vladimirci;00;2017;2;Female;1230;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70408;Vladimirci;00;2016;0;Total;3901;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70408;Vladimirci;00;2016;1;Male;2741;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70408;Vladimirci;00;2016;2;Female;1159;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70416;Vladičin Han;00;2016;0;Total;4436;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70416;Vladičin Han;00;2016;1;Male;2799;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70416;Vladičin Han;00;2016;2;Female;1637;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70416;Vladičin Han;00;2017;0;Total;4719;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70416;Vladičin Han;00;2017;1;Male;2893;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70416;Vladičin Han;00;2017;2;Female;1826;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70416;Vladičin Han;00;2018;0;Total;4882;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70416;Vladičin Han;00;2018;1;Male;2961;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70416;Vladičin Han;00;2018;2;Female;1921;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70416;Vladičin Han;00;2019;0;Total;4928;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70416;Vladičin Han;00;2019;1;Male;2952;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70416;Vladičin Han;00;2019;2;Female;1976;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70416;Vladičin Han;00;2020;0;Total;5141;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70416;Vladičin Han;00;2020;1;Male;3082;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70416;Vladičin Han;00;2020;2;Female;2059;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70416;Vladičin Han;00;2021;0;Total;5229;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70416;Vladičin Han;00;2021;1;Male;3112;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70416;Vladičin Han;00;2021;2;Female;2117;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70416;Vladičin Han;00;2022;0;Total;5273;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70416;Vladičin Han;00;2022;1;Male;3095;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70416;Vladičin Han;00;2022;2;Female;2177;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70416;Vladičin Han;00;2023;0;Total;5341;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70416;Vladičin Han;00;2023;1;Male;3102;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70416;Vladičin Han;00;2023;2;Female;2240;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70416;Vladičin Han;00;2024;0;Total;5355;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70416;Vladičin Han;00;2024;1;Male;3081;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70416;Vladičin Han;00;2024;2;Female;2274;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70416;Vladičin Han;00;2025;0;Total;5355;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70416;Vladičin Han;00;2025;1;Male;3077;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70416;Vladičin Han;00;2025;2;Female;2279;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70424;Vlasotince;00;2025;0;Total;7680;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70424;Vlasotince;00;2025;1;Male;4179;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70424;Vlasotince;00;2025;2;Female;3502;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70424;Vlasotince;00;2024;0;Total;8091;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70424;Vlasotince;00;2024;1;Male;4421;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70424;Vlasotince;00;2024;2;Female;3670;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70424;Vlasotince;00;2023;0;Total;8327;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70424;Vlasotince;00;2023;1;Male;4502;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70424;Vlasotince;00;2023;2;Female;3825;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70424;Vlasotince;00;2022;0;Total;8483;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70424;Vlasotince;00;2022;1;Male;4514;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70424;Vlasotince;00;2022;2;Female;3969;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70424;Vlasotince;00;2021;0;Total;8476;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70424;Vlasotince;00;2021;1;Male;4538;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70424;Vlasotince;00;2021;2;Female;3938;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70424;Vlasotince;00;2020;0;Total;8099;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70424;Vlasotince;00;2020;1;Male;4443;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70424;Vlasotince;00;2020;2;Female;3656;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70424;Vlasotince;00;2019;0;Total;7670;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70424;Vlasotince;00;2019;1;Male;4198;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70424;Vlasotince;00;2019;2;Female;3472;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70424;Vlasotince;00;2018;0;Total;7339;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70424;Vlasotince;00;2018;1;Male;3990;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70424;Vlasotince;00;2018;2;Female;3349;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70424;Vlasotince;00;2017;0;Total;6854;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70424;Vlasotince;00;2017;1;Male;3736;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70424;Vlasotince;00;2017;2;Female;3118;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70424;Vlasotince;00;2016;0;Total;6559;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70424;Vlasotince;00;2016;1;Male;3540;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70424;Vlasotince;00;2016;2;Female;3019;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70432;Vranje;00;2016;0;Total;20795;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70432;Vranje;00;2016;1;Male;11306;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70432;Vranje;00;2016;2;Female;9489;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70432;Vranje;00;2017;0;Total;21176;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70432;Vranje;00;2017;1;Male;11434;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70432;Vranje;00;2017;2;Female;9743;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70432;Vranje;00;2018;0;Total;21925;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70432;Vranje;00;2018;1;Male;11780;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70432;Vranje;00;2018;2;Female;10145;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70432;Vranje;00;2019;0;Total;22002;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70432;Vranje;00;2019;1;Male;11799;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70432;Vranje;00;2019;2;Female;10203;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70432;Vranje;00;2020;0;Total;22432;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70432;Vranje;00;2020;1;Male;12009;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70432;Vranje;00;2020;2;Female;10423;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70432;Vranje;00;2021;0;Total;22503;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70432;Vranje;00;2021;1;Male;12030;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70432;Vranje;00;2021;2;Female;10474;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70432;Vranje;00;2022;0;Total;22753;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70432;Vranje;00;2022;1;Male;12043;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70432;Vranje;00;2022;2;Female;10709;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70432;Vranje;00;2023;0;Total;23153;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70432;Vranje;00;2023;1;Male;12028;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70432;Vranje;00;2023;2;Female;11125;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70432;Vranje;00;2024;0;Total;23262;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70432;Vranje;00;2024;1;Male;12128;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70432;Vranje;00;2024;2;Female;11134;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70432;Vranje;00;2025;0;Total;22926;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70432;Vranje;00;2025;1;Male;11949;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70432;Vranje;00;2025;2;Female;10978;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70459;Vrnjačka Banja;00;2025;0;Total;8651;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70459;Vrnjačka Banja;00;2025;1;Male;4426;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70459;Vrnjačka Banja;00;2025;2;Female;4226;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70459;Vrnjačka Banja;00;2024;0;Total;8598;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70459;Vrnjačka Banja;00;2024;1;Male;4394;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70459;Vrnjačka Banja;00;2024;2;Female;4204;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70459;Vrnjačka Banja;00;2023;0;Total;8569;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70459;Vrnjačka Banja;00;2023;1;Male;4421;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70459;Vrnjačka Banja;00;2023;2;Female;4148;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70459;Vrnjačka Banja;00;2022;0;Total;8375;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70459;Vrnjačka Banja;00;2022;1;Male;4345;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70459;Vrnjačka Banja;00;2022;2;Female;4030;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70459;Vrnjačka Banja;00;2021;0;Total;8132;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70459;Vrnjačka Banja;00;2021;1;Male;4265;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70459;Vrnjačka Banja;00;2021;2;Female;3867;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70459;Vrnjačka Banja;00;2020;0;Total;7767;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70459;Vrnjačka Banja;00;2020;1;Male;4094;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70459;Vrnjačka Banja;00;2020;2;Female;3673;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70459;Vrnjačka Banja;00;2019;0;Total;7613;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70459;Vrnjačka Banja;00;2019;1;Male;4022;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70459;Vrnjačka Banja;00;2019;2;Female;3591;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70459;Vrnjačka Banja;00;2018;0;Total;7371;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70459;Vrnjačka Banja;00;2018;1;Male;3889;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70459;Vrnjačka Banja;00;2018;2;Female;3482;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70459;Vrnjačka Banja;00;2017;0;Total;7076;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70459;Vrnjačka Banja;00;2017;1;Male;3775;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70459;Vrnjačka Banja;00;2017;2;Female;3301;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70459;Vrnjačka Banja;00;2016;0;Total;6853;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70459;Vrnjačka Banja;00;2016;1;Male;3697;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70459;Vrnjačka Banja;00;2016;2;Female;3156;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70467;Gadžin Han;00;2016;0;Total;1502;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70467;Gadžin Han;00;2016;1;Male;1015;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70467;Gadžin Han;00;2016;2;Female;486;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70467;Gadžin Han;00;2017;0;Total;1529;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70467;Gadžin Han;00;2017;1;Male;1034;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70467;Gadžin Han;00;2017;2;Female;495;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70467;Gadžin Han;00;2018;0;Total;1588;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70467;Gadžin Han;00;2018;1;Male;1063;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70467;Gadžin Han;00;2018;2;Female;526;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70467;Gadžin Han;00;2019;0;Total;1647;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70467;Gadžin Han;00;2019;1;Male;1094;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70467;Gadžin Han;00;2019;2;Female;553;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70467;Gadžin Han;00;2020;0;Total;1672;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70467;Gadžin Han;00;2020;1;Male;1093;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70467;Gadžin Han;00;2020;2;Female;579;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70467;Gadžin Han;00;2021;0;Total;1699;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70467;Gadžin Han;00;2021;1;Male;1104;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70467;Gadžin Han;00;2021;2;Female;595;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70467;Gadžin Han;00;2022;0;Total;1709;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70467;Gadžin Han;00;2022;1;Male;1089;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70467;Gadžin Han;00;2022;2;Female;620;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70467;Gadžin Han;00;2023;0;Total;1716;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70467;Gadžin Han;00;2023;1;Male;1084;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70467;Gadžin Han;00;2023;2;Female;632;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70467;Gadžin Han;00;2024;0;Total;1720;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70467;Gadžin Han;00;2024;1;Male;1074;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70467;Gadžin Han;00;2024;2;Female;646;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70467;Gadžin Han;00;2025;0;Total;1686;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70467;Gadžin Han;00;2025;1;Male;1050;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70467;Gadžin Han;00;2025;2;Female;636;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70475;Golubac;00;2025;0;Total;1822;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70475;Golubac;00;2025;1;Male;1053;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70475;Golubac;00;2025;2;Female;769;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70475;Golubac;00;2024;0;Total;1859;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70475;Golubac;00;2024;1;Male;1093;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70475;Golubac;00;2024;2;Female;766;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70475;Golubac;00;2023;0;Total;1869;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70475;Golubac;00;2023;1;Male;1097;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70475;Golubac;00;2023;2;Female;772;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70475;Golubac;00;2022;0;Total;1833;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70475;Golubac;00;2022;1;Male;1086;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70475;Golubac;00;2022;2;Female;747;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70475;Golubac;00;2021;0;Total;1790;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70475;Golubac;00;2021;1;Male;1081;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70475;Golubac;00;2021;2;Female;709;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70475;Golubac;00;2020;0;Total;1810;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70475;Golubac;00;2020;1;Male;1087;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70475;Golubac;00;2020;2;Female;723;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
24021105IND01;70475;Golubac;00;2019;0;Total;1728;NR;number;SORS;Registered employment by sex and municipalities of residence (NSTJ) ;A;Normal value
