idindikator;IDTer;nTer;mes;god;IDModalitetRegZap;nModalitetRegZap;vrednost;idJedinicaMere;nJedinicaMere;nIzvorI;Indikator;IDStatusPodatka;nStatusPodatka
24021304IND01;RS21;Region Šumadije i Zapadne Srbije;K1;2023;01;Employees at legal entities (in "long-term employment" and in "temporary and occasional employment");383689;NR;number;SORS;Employed by regions (NSTJ based on the municipality of work);A;Normal value
24021304IND01;RS21;Region Šumadije i Zapadne Srbije;K1;2023;02;Entrepreneurs and their employees and persons individually running business (in "long-term employment" and in "temporary and occasional employment");124138;NR;number;SORS;Employed by regions (NSTJ based on the municipality of work);A;Normal value
24021304IND01;RS21;Region Šumadije i Zapadne Srbije;K1;2023;03;Registered individual agricultural producers (farmers);25801;NR;number;SORS;Employed by regions (NSTJ based on the municipality of work);A;Normal value
24021304IND01;RS22;Region Južne i Istočne Srbije;K1;2023;0;Registered employment - total;394006;NR;number;SORS;Employed by regions (NSTJ based on the municipality of work);A;Normal value
24021304IND01;RS22;Region Južne i Istočne Srbije;K1;2023;01;Employees at legal entities (in "long-term employment" and in "temporary and occasional employment");301593;NR;number;SORS;Employed by regions (NSTJ based on the municipality of work);A;Normal value
24021304IND01;RS22;Region Južne i Istočne Srbije;K1;2023;02;Entrepreneurs and their employees and persons individually running business (in "long-term employment" and in "temporary and occasional employment");81099;NR;number;SORS;Employed by regions (NSTJ based on the municipality of work);A;Normal value
24021304IND01;RS22;Region Južne i Istočne Srbije;K1;2023;03;Registered individual agricultural producers (farmers);11315;NR;number;SORS;Employed by regions (NSTJ based on the municipality of work);A;Normal value
24021304IND01;RS23;Region Kosovo i Metohija;K1;2023;0;Registered employment - total;;NR;number;SORS;Employed by regions (NSTJ based on the municipality of work);O;Not available
24021304IND01;RS23;Region Kosovo i Metohija;K1;2023;01;Employees at legal entities (in "long-term employment" and in "temporary and occasional employment");;NR;number;SORS;Employed by regions (NSTJ based on the municipality of work);O;Not available
24021304IND01;RS23;Region Kosovo i Metohija;K1;2023;02;Entrepreneurs and their employees and persons individually running business (in "long-term employment" and in "temporary and occasional employment");;NR;number;SORS;Employed by regions (NSTJ based on the municipality of work);O;Not available
24021304IND01;RS23;Region Kosovo i Metohija;K1;2023;03;Registered individual agricultural producers (farmers);;NR;number;SORS;Employed by regions (NSTJ based on the municipality of work);O;Not available
24021304IND01;RS;REPUBLIC OF SERBIA;K1;2024;0;Registered employment - total;2364580;NR;number;SORS;Employed by regions (NSTJ based on the municipality of work);A;Normal value
24021304IND01;RS;REPUBLIC OF SERBIA;K1;2024;01;Employees at legal entities (in "long-term employment" and in "temporary and occasional employment");1898894;NR;number;SORS;Employed by regions (NSTJ based on the municipality of work);A;Normal value
24021304IND01;RS;REPUBLIC OF SERBIA;K1;2024;02;Entrepreneurs and their employees and persons individually running business (in "long-term employment" and in "temporary and occasional employment");414777;NR;number;SORS;Employed by regions (NSTJ based on the municipality of work);A;Normal value
24021304IND01;RS;REPUBLIC OF SERBIA;K1;2024;03;Registered individual agricultural producers (farmers);50909;NR;number;SORS;Employed by regions (NSTJ based on the municipality of work);A;Normal value
24021304IND01;RS1;SRBIJA – SEVER;K1;2024;0;Registered employment - total;1435945;NR;number;SORS;Employed by regions (NSTJ based on the municipality of work);A;Normal value
24021304IND01;RS1;SRBIJA – SEVER;K1;2024;01;Employees at legal entities (in "long-term employment" and in "temporary and occasional employment");1213365;NR;number;SORS;Employed by regions (NSTJ based on the municipality of work);A;Normal value
24021304IND01;RS1;SRBIJA – SEVER;K1;2024;02;Entrepreneurs and their employees and persons individually running business (in "long-term employment" and in "temporary and occasional employment");205746;NR;number;SORS;Employed by regions (NSTJ based on the municipality of work);A;Normal value
24021304IND01;RS1;SRBIJA – SEVER;K1;2024;03;Registered individual agricultural producers (farmers);16833;NR;number;SORS;Employed by regions (NSTJ based on the municipality of work);A;Normal value
24021304IND01;RS11;Beogradski region;K1;2024;0;Registered employment - total;841029;NR;number;SORS;Employed by regions (NSTJ based on the municipality of work);A;Normal value
24021304IND01;RS11;Beogradski region;K1;2024;01;Employees at legal entities (in "long-term employment" and in "temporary and occasional employment");739207;NR;number;SORS;Employed by regions (NSTJ based on the municipality of work);A;Normal value
24021304IND01;RS11;Beogradski region;K1;2024;02;Entrepreneurs and their employees and persons individually running business (in "long-term employment" and in "temporary and occasional employment");100019;NR;number;SORS;Employed by regions (NSTJ based on the municipality of work);A;Normal value
24021304IND01;RS11;Beogradski region;K1;2024;03;Registered individual agricultural producers (farmers);1802;NR;number;SORS;Employed by regions (NSTJ based on the municipality of work);A;Normal value
24021304IND01;RS12;Region Vojvodine;K1;2024;0;Registered employment - total;594916;NR;number;SORS;Employed by regions (NSTJ based on the municipality of work);A;Normal value
24021304IND01;RS12;Region Vojvodine;K1;2024;01;Employees at legal entities (in "long-term employment" and in "temporary and occasional employment");474158;NR;number;SORS;Employed by regions (NSTJ based on the municipality of work);A;Normal value
24021304IND01;RS12;Region Vojvodine;K1;2024;02;Entrepreneurs and their employees and persons individually running business (in "long-term employment" and in "temporary and occasional employment");105727;NR;number;SORS;Employed by regions (NSTJ based on the municipality of work);A;Normal value
24021304IND01;RS12;Region Vojvodine;K1;2024;03;Registered individual agricultural producers (farmers);15031;NR;number;SORS;Employed by regions (NSTJ based on the municipality of work);A;Normal value
24021304IND01;RS2;SRBIJA – JUG;K1;2024;0;Registered employment - total;928636;NR;number;SORS;Employed by regions (NSTJ based on the municipality of work);A;Normal value
24021304IND01;RS2;SRBIJA – JUG;K1;2024;01;Employees at legal entities (in "long-term employment" and in "temporary and occasional employment");685529;NR;number;SORS;Employed by regions (NSTJ based on the municipality of work);A;Normal value
24021304IND01;RS2;SRBIJA – JUG;K1;2024;02;Entrepreneurs and their employees and persons individually running business (in "long-term employment" and in "temporary and occasional employment");209031;NR;number;SORS;Employed by regions (NSTJ based on the municipality of work);A;Normal value
24021304IND01;RS2;SRBIJA – JUG;K1;2024;03;Registered individual agricultural producers (farmers);34076;NR;number;SORS;Employed by regions (NSTJ based on the municipality of work);A;Normal value
24021304IND01;RS21;Region Šumadije i Zapadne Srbije;K1;2024;0;Registered employment - total;536656;NR;number;SORS;Employed by regions (NSTJ based on the municipality of work);A;Normal value
24021304IND01;RS21;Region Šumadije i Zapadne Srbije;K1;2024;01;Employees at legal entities (in "long-term employment" and in "temporary and occasional employment");386147;NR;number;SORS;Employed by regions (NSTJ based on the municipality of work);A;Normal value
24021304IND01;RS21;Region Šumadije i Zapadne Srbije;K1;2024;02;Entrepreneurs and their employees and persons individually running business (in "long-term employment" and in "temporary and occasional employment");126729;NR;number;SORS;Employed by regions (NSTJ based on the municipality of work);A;Normal value
24021304IND01;RS21;Region Šumadije i Zapadne Srbije;K1;2024;03;Registered individual agricultural producers (farmers);23780;NR;number;SORS;Employed by regions (NSTJ based on the municipality of work);A;Normal value
24021304IND01;RS22;Region Južne i Istočne Srbije;K1;2024;0;Registered employment - total;391980;NR;number;SORS;Employed by regions (NSTJ based on the municipality of work);A;Normal value
24021304IND01;RS22;Region Južne i Istočne Srbije;K1;2024;01;Employees at legal entities (in "long-term employment" and in "temporary and occasional employment");299382;NR;number;SORS;Employed by regions (NSTJ based on the municipality of work);A;Normal value
24021304IND01;RS22;Region Južne i Istočne Srbije;K1;2024;02;Entrepreneurs and their employees and persons individually running business (in "long-term employment" and in "temporary and occasional employment");82302;NR;number;SORS;Employed by regions (NSTJ based on the municipality of work);A;Normal value
24021304IND01;RS22;Region Južne i Istočne Srbije;K1;2024;03;Registered individual agricultural producers (farmers);10296;NR;number;SORS;Employed by regions (NSTJ based on the municipality of work);A;Normal value
24021304IND01;RS23;Region Kosovo i Metohija;K1;2024;0;Registered employment - total;;NR;number;SORS;Employed by regions (NSTJ based on the municipality of work);O;Not available
24021304IND01;RS23;Region Kosovo i Metohija;K1;2024;01;Employees at legal entities (in "long-term employment" and in "temporary and occasional employment");;NR;number;SORS;Employed by regions (NSTJ based on the municipality of work);O;Not available
24021304IND01;RS23;Region Kosovo i Metohija;K1;2024;02;Entrepreneurs and their employees and persons individually running business (in "long-term employment" and in "temporary and occasional employment");;NR;number;SORS;Employed by regions (NSTJ based on the municipality of work);O;Not available
24021304IND01;RS23;Region Kosovo i Metohija;K1;2024;03;Registered individual agricultural producers (farmers);;NR;number;SORS;Employed by regions (NSTJ based on the municipality of work);O;Not available
24021304IND01;RS;REPUBLIC OF SERBIA;K1;2025;0;Registered employment - total;2364894;NR;number;SORS;Employed by regions (NSTJ based on the municipality of work);A;Normal value
24021304IND01;RS;REPUBLIC OF SERBIA;K1;2025;01;Employees at legal entities (in "long-term employment" and in "temporary and occasional employment");1897466;NR;number;SORS;Employed by regions (NSTJ based on the municipality of work);A;Normal value
24021304IND01;RS;REPUBLIC OF SERBIA;K1;2025;02;Entrepreneurs and their employees and persons individually running business (in "long-term employment" and in "temporary and occasional employment");420295;NR;number;SORS;Employed by regions (NSTJ based on the municipality of work);A;Normal value
24021304IND01;RS;REPUBLIC OF SERBIA;K1;2025;03;Registered individual agricultural producers (farmers);47133;NR;number;SORS;Employed by regions (NSTJ based on the municipality of work);A;Normal value
24021304IND01;RS1;SRBIJA – SEVER;K1;2025;0;Registered employment - total;1442035;NR;number;SORS;Employed by regions (NSTJ based on the municipality of work);A;Normal value
24021304IND01;RS1;SRBIJA – SEVER;K1;2025;01;Employees at legal entities (in "long-term employment" and in "temporary and occasional employment");1217052;NR;number;SORS;Employed by regions (NSTJ based on the municipality of work);A;Normal value
24021304IND01;RS1;SRBIJA – SEVER;K1;2025;02;Entrepreneurs and their employees and persons individually running business (in "long-term employment" and in "temporary and occasional employment");209468;NR;number;SORS;Employed by regions (NSTJ based on the municipality of work);A;Normal value
24021304IND01;RS1;SRBIJA – SEVER;K1;2025;03;Registered individual agricultural producers (farmers);15515;NR;number;SORS;Employed by regions (NSTJ based on the municipality of work);A;Normal value
24021304IND01;RS11;Beogradski region;K1;2025;0;Registered employment - total;850543;NR;number;SORS;Employed by regions (NSTJ based on the municipality of work);A;Normal value
24021304IND01;RS11;Beogradski region;K1;2025;01;Employees at legal entities (in "long-term employment" and in "temporary and occasional employment");747441;NR;number;SORS;Employed by regions (NSTJ based on the municipality of work);A;Normal value
24021304IND01;RS11;Beogradski region;K1;2025;02;Entrepreneurs and their employees and persons individually running business (in "long-term employment" and in "temporary and occasional employment");101434;NR;number;SORS;Employed by regions (NSTJ based on the municipality of work);A;Normal value
24021304IND01;RS11;Beogradski region;K1;2025;03;Registered individual agricultural producers (farmers);1669;NR;number;SORS;Employed by regions (NSTJ based on the municipality of work);A;Normal value
24021304IND01;RS12;Region Vojvodine;K1;2025;0;Registered employment - total;591492;NR;number;SORS;Employed by regions (NSTJ based on the municipality of work);A;Normal value
24021304IND01;RS12;Region Vojvodine;K1;2025;01;Employees at legal entities (in "long-term employment" and in "temporary and occasional employment");469612;NR;number;SORS;Employed by regions (NSTJ based on the municipality of work);A;Normal value
24021304IND01;RS12;Region Vojvodine;K1;2025;02;Entrepreneurs and their employees and persons individually running business (in "long-term employment" and in "temporary and occasional employment");108034;NR;number;SORS;Employed by regions (NSTJ based on the municipality of work);A;Normal value
24021304IND01;RS12;Region Vojvodine;K1;2025;03;Registered individual agricultural producers (farmers);13846;NR;number;SORS;Employed by regions (NSTJ based on the municipality of work);A;Normal value
24021304IND01;RS2;SRBIJA – JUG;K1;2025;0;Registered employment - total;922859;NR;number;SORS;Employed by regions (NSTJ based on the municipality of work);A;Normal value
24021304IND01;RS2;SRBIJA – JUG;K1;2025;01;Employees at legal entities (in "long-term employment" and in "temporary and occasional employment");680414;NR;number;SORS;Employed by regions (NSTJ based on the municipality of work);A;Normal value
24021304IND01;RS2;SRBIJA – JUG;K1;2025;02;Entrepreneurs and their employees and persons individually running business (in "long-term employment" and in "temporary and occasional employment");210827;NR;number;SORS;Employed by regions (NSTJ based on the municipality of work);A;Normal value
24021304IND01;RS2;SRBIJA – JUG;K1;2025;03;Registered individual agricultural producers (farmers);31618;NR;number;SORS;Employed by regions (NSTJ based on the municipality of work);A;Normal value
24021304IND01;RS21;Region Šumadije i Zapadne Srbije;K1;2025;0;Registered employment - total;536045;NR;number;SORS;Employed by regions (NSTJ based on the municipality of work);A;Normal value
24021304IND01;RS21;Region Šumadije i Zapadne Srbije;K1;2025;01;Employees at legal entities (in "long-term employment" and in "temporary and occasional employment");386013;NR;number;SORS;Employed by regions (NSTJ based on the municipality of work);A;Normal value
24021304IND01;RS21;Region Šumadije i Zapadne Srbije;K1;2025;02;Entrepreneurs and their employees and persons individually running business (in "long-term employment" and in "temporary and occasional employment");127914;NR;number;SORS;Employed by regions (NSTJ based on the municipality of work);A;Normal value
24021304IND01;RS21;Region Šumadije i Zapadne Srbije;K1;2025;03;Registered individual agricultural producers (farmers);22118;NR;number;SORS;Employed by regions (NSTJ based on the municipality of work);A;Normal value
24021304IND01;RS22;Region Južne i Istočne Srbije;K1;2025;0;Registered employment - total;386814;NR;number;SORS;Employed by regions (NSTJ based on the municipality of work);A;Normal value
24021304IND01;RS22;Region Južne i Istočne Srbije;K1;2025;01;Employees at legal entities (in "long-term employment" and in "temporary and occasional employment");294401;NR;number;SORS;Employed by regions (NSTJ based on the municipality of work);A;Normal value
24021304IND01;RS22;Region Južne i Istočne Srbije;K1;2025;02;Entrepreneurs and their employees and persons individually running business (in "long-term employment" and in "temporary and occasional employment");82914;NR;number;SORS;Employed by regions (NSTJ based on the municipality of work);A;Normal value
24021304IND01;RS22;Region Južne i Istočne Srbije;K1;2025;03;Registered individual agricultural producers (farmers);9499;NR;number;SORS;Employed by regions (NSTJ based on the municipality of work);A;Normal value
24021304IND01;RS23;Region Kosovo i Metohija;K1;2025;0;Registered employment - total;;NR;number;SORS;Employed by regions (NSTJ based on the municipality of work);O;Not available
24021304IND01;RS23;Region Kosovo i Metohija;K1;2025;01;Employees at legal entities (in "long-term employment" and in "temporary and occasional employment");;NR;number;SORS;Employed by regions (NSTJ based on the municipality of work);O;Not available
24021304IND01;RS23;Region Kosovo i Metohija;K1;2025;02;Entrepreneurs and their employees and persons individually running business (in "long-term employment" and in "temporary and occasional employment");;NR;number;SORS;Employed by regions (NSTJ based on the municipality of work);O;Not available
24021304IND01;RS23;Region Kosovo i Metohija;K1;2025;03;Registered individual agricultural producers (farmers);;NR;number;SORS;Employed by regions (NSTJ based on the municipality of work);O;Not available
24021304IND01;RS;REPUBLIC OF SERBIA;K1;2026;0;Registered employment - total;2355857;NR;number;SORS;Employed by regions (NSTJ based on the municipality of work);P;Provisional value
24021304IND01;RS;REPUBLIC OF SERBIA;K1;2026;01;Employees at legal entities (in "long-term employment" and in "temporary and occasional employment");1886501;NR;number;SORS;Employed by regions (NSTJ based on the municipality of work);P;Provisional value
24021304IND01;RS;REPUBLIC OF SERBIA;K1;2026;02;Entrepreneurs and their employees and persons individually running business (in "long-term employment" and in "temporary and occasional employment");425737;NR;number;SORS;Employed by regions (NSTJ based on the municipality of work);P;Provisional value
24021304IND01;RS;REPUBLIC OF SERBIA;K1;2026;03;Registered individual agricultural producers (farmers);43619;NR;number;SORS;Employed by regions (NSTJ based on the municipality of work);P;Provisional value
24021304IND01;RS1;SRBIJA – SEVER;K1;2026;0;Registered employment - total;1444267;NR;number;SORS;Employed by regions (NSTJ based on the municipality of work);P;Provisional value
24021304IND01;RS1;SRBIJA – SEVER;K1;2026;01;Employees at legal entities (in "long-term employment" and in "temporary and occasional employment");1216538;NR;number;SORS;Employed by regions (NSTJ based on the municipality of work);P;Provisional value
24021304IND01;RS1;SRBIJA – SEVER;K1;2026;02;Entrepreneurs and their employees and persons individually running business (in "long-term employment" and in "temporary and occasional employment");213557;NR;number;SORS;Employed by regions (NSTJ based on the municipality of work);P;Provisional value
24021304IND01;RS1;SRBIJA – SEVER;K1;2026;03;Registered individual agricultural producers (farmers);14172;NR;number;SORS;Employed by regions (NSTJ based on the municipality of work);P;Provisional value
24021304IND01;RS11;Beogradski region;K1;2026;0;Registered employment - total;858038;NR;number;SORS;Employed by regions (NSTJ based on the municipality of work);P;Provisional value
24021304IND01;RS11;Beogradski region;K1;2026;01;Employees at legal entities (in "long-term employment" and in "temporary and occasional employment");752850;NR;number;SORS;Employed by regions (NSTJ based on the municipality of work);P;Provisional value
24021304IND01;RS11;Beogradski region;K1;2026;02;Entrepreneurs and their employees and persons individually running business (in "long-term employment" and in "temporary and occasional employment");103620;NR;number;SORS;Employed by regions (NSTJ based on the municipality of work);P;Provisional value
24021304IND01;RS11;Beogradski region;K1;2026;03;Registered individual agricultural producers (farmers);1569;NR;number;SORS;Employed by regions (NSTJ based on the municipality of work);P;Provisional value
24021304IND01;RS12;Region Vojvodine;K1;2026;0;Registered employment - total;586229;NR;number;SORS;Employed by regions (NSTJ based on the municipality of work);P;Provisional value
24021304IND01;RS12;Region Vojvodine;K1;2026;01;Employees at legal entities (in "long-term employment" and in "temporary and occasional employment");463688;NR;number;SORS;Employed by regions (NSTJ based on the municipality of work);P;Provisional value
24021304IND01;RS12;Region Vojvodine;K1;2026;02;Entrepreneurs and their employees and persons individually running business (in "long-term employment" and in "temporary and occasional employment");109938;NR;number;SORS;Employed by regions (NSTJ based on the municipality of work);P;Provisional value
24021304IND01;RS12;Region Vojvodine;K1;2026;03;Registered individual agricultural producers (farmers);12603;NR;number;SORS;Employed by regions (NSTJ based on the municipality of work);P;Provisional value
24021304IND01;RS2;SRBIJA – JUG;K1;2026;0;Registered employment - total;911590;NR;number;SORS;Employed by regions (NSTJ based on the municipality of work);P;Provisional value
24021304IND01;RS2;SRBIJA – JUG;K1;2026;01;Employees at legal entities (in "long-term employment" and in "temporary and occasional employment");669963;NR;number;SORS;Employed by regions (NSTJ based on the municipality of work);P;Provisional value
24021304IND01;RS2;SRBIJA – JUG;K1;2026;02;Entrepreneurs and their employees and persons individually running business (in "long-term employment" and in "temporary and occasional employment");212180;NR;number;SORS;Employed by regions (NSTJ based on the municipality of work);P;Provisional value
24021304IND01;RS2;SRBIJA – JUG;K1;2026;03;Registered individual agricultural producers (farmers);29447;NR;number;SORS;Employed by regions (NSTJ based on the municipality of work);P;Provisional value
24021304IND01;RS21;Region Šumadije i Zapadne Srbije;K1;2026;0;Registered employment - total;532866;NR;number;SORS;Employed by regions (NSTJ based on the municipality of work);P;Provisional value
24021304IND01;RS21;Region Šumadije i Zapadne Srbije;K1;2026;01;Employees at legal entities (in "long-term employment" and in "temporary and occasional employment");384016;NR;number;SORS;Employed by regions (NSTJ based on the municipality of work);P;Provisional value
24021304IND01;RS21;Region Šumadije i Zapadne Srbije;K1;2026;02;Entrepreneurs and their employees and persons individually running business (in "long-term employment" and in "temporary and occasional employment");128138;NR;number;SORS;Employed by regions (NSTJ based on the municipality of work);P;Provisional value
24021304IND01;RS21;Region Šumadije i Zapadne Srbije;K1;2026;03;Registered individual agricultural producers (farmers);20712;NR;number;SORS;Employed by regions (NSTJ based on the municipality of work);P;Provisional value
24021304IND01;RS22;Region Južne i Istočne Srbije;K1;2026;0;Registered employment - total;378724;NR;number;SORS;Employed by regions (NSTJ based on the municipality of work);P;Provisional value
24021304IND01;RS22;Region Južne i Istočne Srbije;K1;2026;01;Employees at legal entities (in "long-term employment" and in "temporary and occasional employment");285947;NR;number;SORS;Employed by regions (NSTJ based on the municipality of work);P;Provisional value
24021304IND01;RS22;Region Južne i Istočne Srbije;K1;2026;02;Entrepreneurs and their employees and persons individually running business (in "long-term employment" and in "temporary and occasional employment");84042;NR;number;SORS;Employed by regions (NSTJ based on the municipality of work);P;Provisional value
24021304IND01;RS22;Region Južne i Istočne Srbije;K1;2026;03;Registered individual agricultural producers (farmers);8735;NR;number;SORS;Employed by regions (NSTJ based on the municipality of work);P;Provisional value
24021304IND01;RS23;Region Kosovo i Metohija;K1;2026;0;Registered employment - total;;NR;number;SORS;Employed by regions (NSTJ based on the municipality of work);O;Not available
24021304IND01;RS23;Region Kosovo i Metohija;K1;2026;01;Employees at legal entities (in "long-term employment" and in "temporary and occasional employment");;NR;number;SORS;Employed by regions (NSTJ based on the municipality of work);O;Not available
24021304IND01;RS23;Region Kosovo i Metohija;K1;2026;02;Entrepreneurs and their employees and persons individually running business (in "long-term employment" and in "temporary and occasional employment");;NR;number;SORS;Employed by regions (NSTJ based on the municipality of work);O;Not available
24021304IND01;RS23;Region Kosovo i Metohija;K1;2026;03;Registered individual agricultural producers (farmers);;NR;number;SORS;Employed by regions (NSTJ based on the municipality of work);O;Not available
24021304IND01;RS;REPUBLIC OF SERBIA;K2;2016;0;Registered employment - total;2008174;NR;number;SORS;Employed by regions (NSTJ based on the municipality of work);A;Normal value
24021304IND01;RS;REPUBLIC OF SERBIA;K2;2016;01;Employees at legal entities (in "long-term employment" and in "temporary and occasional employment");1597102;NR;number;SORS;Employed by regions (NSTJ based on the municipality of work);A;Normal value
24021304IND01;RS;REPUBLIC OF SERBIA;K2;2016;02;Entrepreneurs and their employees and persons individually running business (in "long-term employment" and in "temporary and occasional employment");321512;NR;number;SORS;Employed by regions (NSTJ based on the municipality of work);A;Normal value
24021304IND01;RS;REPUBLIC OF SERBIA;K2;2016;03;Registered individual agricultural producers (farmers);89560;NR;number;SORS;Employed by regions (NSTJ based on the municipality of work);A;Normal value
24021304IND01;RS1;SRBIJA – SEVER;K2;2016;0;Registered employment - total;1179657;NR;number;SORS;Employed by regions (NSTJ based on the municipality of work);A;Normal value
24021304IND01;RS1;SRBIJA – SEVER;K2;2016;01;Employees at legal entities (in "long-term employment" and in "temporary and occasional employment");995972;NR;number;SORS;Employed by regions (NSTJ based on the municipality of work);A;Normal value
24021304IND01;RS1;SRBIJA – SEVER;K2;2016;02;Entrepreneurs and their employees and persons individually running business (in "long-term employment" and in "temporary and occasional employment");155509;NR;number;SORS;Employed by regions (NSTJ based on the municipality of work);A;Normal value
24021304IND01;RS1;SRBIJA – SEVER;K2;2016;03;Registered individual agricultural producers (farmers);28176;NR;number;SORS;Employed by regions (NSTJ based on the municipality of work);A;Normal value
24021304IND01;RS11;Beogradski region;K2;2016;0;Registered employment - total;669555;NR;number;SORS;Employed by regions (NSTJ based on the municipality of work);A;Normal value
24021304IND01;RS11;Beogradski region;K2;2016;01;Employees at legal entities (in "long-term employment" and in "temporary and occasional employment");593337;NR;number;SORS;Employed by regions (NSTJ based on the municipality of work);A;Normal value
24021304IND01;RS11;Beogradski region;K2;2016;02;Entrepreneurs and their employees and persons individually running business (in "long-term employment" and in "temporary and occasional employment");73110;NR;number;SORS;Employed by regions (NSTJ based on the municipality of work);A;Normal value
24021304IND01;RS11;Beogradski region;K2;2016;03;Registered individual agricultural producers (farmers);3107;NR;number;SORS;Employed by regions (NSTJ based on the municipality of work);A;Normal value
24021304IND01;RS12;Region Vojvodine;K2;2016;0;Registered employment - total;510101;NR;number;SORS;Employed by regions (NSTJ based on the municipality of work);A;Normal value
24021304IND01;RS12;Region Vojvodine;K2;2016;01;Employees at legal entities (in "long-term employment" and in "temporary and occasional employment");402635;NR;number;SORS;Employed by regions (NSTJ based on the municipality of work);A;Normal value
24021304IND01;RS12;Region Vojvodine;K2;2016;02;Entrepreneurs and their employees and persons individually running business (in "long-term employment" and in "temporary and occasional employment");82398;NR;number;SORS;Employed by regions (NSTJ based on the municipality of work);A;Normal value
24021304IND01;RS12;Region Vojvodine;K2;2016;03;Registered individual agricultural producers (farmers);25068;NR;number;SORS;Employed by regions (NSTJ based on the municipality of work);A;Normal value
24021304IND01;RS2;SRBIJA – JUG;K2;2016;0;Registered employment - total;828518;NR;number;SORS;Employed by regions (NSTJ based on the municipality of work);A;Normal value
24021304IND01;RS2;SRBIJA – JUG;K2;2016;01;Employees at legal entities (in "long-term employment" and in "temporary and occasional employment");601130;NR;number;SORS;Employed by regions (NSTJ based on the municipality of work);A;Normal value
24021304IND01;RS2;SRBIJA – JUG;K2;2016;02;Entrepreneurs and their employees and persons individually running business (in "long-term employment" and in "temporary and occasional employment");166003;NR;number;SORS;Employed by regions (NSTJ based on the municipality of work);A;Normal value
24021304IND01;RS2;SRBIJA – JUG;K2;2016;03;Registered individual agricultural producers (farmers);61384;NR;number;SORS;Employed by regions (NSTJ based on the municipality of work);A;Normal value
24021304IND01;RS21;Region Šumadije i Zapadne Srbije;K2;2016;0;Registered employment - total;475722;NR;number;SORS;Employed by regions (NSTJ based on the municipality of work);A;Normal value
24021304IND01;RS21;Region Šumadije i Zapadne Srbije;K2;2016;01;Employees at legal entities (in "long-term employment" and in "temporary and occasional employment");335247;NR;number;SORS;Employed by regions (NSTJ based on the municipality of work);A;Normal value
24021304IND01;RS21;Region Šumadije i Zapadne Srbije;K2;2016;02;Entrepreneurs and their employees and persons individually running business (in "long-term employment" and in "temporary and occasional employment");98717;NR;number;SORS;Employed by regions (NSTJ based on the municipality of work);A;Normal value
24021304IND01;RS21;Region Šumadije i Zapadne Srbije;K2;2016;03;Registered individual agricultural producers (farmers);41758;NR;number;SORS;Employed by regions (NSTJ based on the municipality of work);A;Normal value
24021304IND01;RS22;Region Južne i Istočne Srbije;K2;2016;0;Registered employment - total;352796;NR;number;SORS;Employed by regions (NSTJ based on the municipality of work);A;Normal value
24021304IND01;RS22;Region Južne i Istočne Srbije;K2;2016;01;Employees at legal entities (in "long-term employment" and in "temporary and occasional employment");265883;NR;number;SORS;Employed by regions (NSTJ based on the municipality of work);A;Normal value
24021304IND01;RS22;Region Južne i Istočne Srbije;K2;2016;02;Entrepreneurs and their employees and persons individually running business (in "long-term employment" and in "temporary and occasional employment");67286;NR;number;SORS;Employed by regions (NSTJ based on the municipality of work);A;Normal value
24021304IND01;RS22;Region Južne i Istočne Srbije;K2;2016;03;Registered individual agricultural producers (farmers);19627;NR;number;SORS;Employed by regions (NSTJ based on the municipality of work);A;Normal value
24021304IND01;RS23;Region Kosovo i Metohija;K2;2016;0;Registered employment - total;;NR;number;SORS;Employed by regions (NSTJ based on the municipality of work);O;Not available
24021304IND01;RS23;Region Kosovo i Metohija;K2;2016;01;Employees at legal entities (in "long-term employment" and in "temporary and occasional employment");;NR;number;SORS;Employed by regions (NSTJ based on the municipality of work);O;Not available
24021304IND01;RS23;Region Kosovo i Metohija;K2;2016;02;Entrepreneurs and their employees and persons individually running business (in "long-term employment" and in "temporary and occasional employment");;NR;number;SORS;Employed by regions (NSTJ based on the municipality of work);O;Not available
24021304IND01;RS23;Region Kosovo i Metohija;K2;2016;03;Registered individual agricultural producers (farmers);;NR;number;SORS;Employed by regions (NSTJ based on the municipality of work);O;Not available
24021304IND01;RS;REPUBLIC OF SERBIA;K2;2017;0;Registered employment - total;2061520;NR;number;SORS;Employed by regions (NSTJ based on the municipality of work);A;Normal value
24021304IND01;RS;REPUBLIC OF SERBIA;K2;2017;01;Employees at legal entities (in "long-term employment" and in "temporary and occasional employment");1633136;NR;number;SORS;Employed by regions (NSTJ based on the municipality of work);A;Normal value
24021304IND01;RS;REPUBLIC OF SERBIA;K2;2017;02;Entrepreneurs and their employees and persons individually running business (in "long-term employment" and in "temporary and occasional employment");342172;NR;number;SORS;Employed by regions (NSTJ based on the municipality of work);A;Normal value
24021304IND01;RS;REPUBLIC OF SERBIA;K2;2017;03;Registered individual agricultural producers (farmers);86212;NR;number;SORS;Employed by regions (NSTJ based on the municipality of work);A;Normal value
24021304IND01;RS1;SRBIJA – SEVER;K2;2017;0;Registered employment - total;1213409;NR;number;SORS;Employed by regions (NSTJ based on the municipality of work);A;Normal value
24021304IND01;RS1;SRBIJA – SEVER;K2;2017;01;Employees at legal entities (in "long-term employment" and in "temporary and occasional employment");1020094;NR;number;SORS;Employed by regions (NSTJ based on the municipality of work);A;Normal value
