idindikator;IDTer;nTer;IDZarStatusPS;nZarStatusPS;mes;god;vrednost;idJedinicaMere;nJedinicaMere;nIzvorI;Indikator;IDStatusPodatka;nStatusPodatka
2403040106IND02;RS;REPUBLIC OF SERBIA;2;Salaries and wages of entrepreneurs and their employees;08;2018;38455;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040106IND02;RS;REPUBLIC OF SERBIA;0;Total;08;2019;74768;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040106IND02;RS;REPUBLIC OF SERBIA;1;Salaries and wages of employees at legal entities;08;2019;79428;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040106IND02;RS;REPUBLIC OF SERBIA;2;Salaries and wages of entrepreneurs and their employees;08;2019;40682;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040106IND02;RS;REPUBLIC OF SERBIA;0;Total;08;2020;80901;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040106IND02;RS;REPUBLIC OF SERBIA;1;Salaries and wages of employees at legal entities;08;2020;86315;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040106IND02;RS;REPUBLIC OF SERBIA;2;Salaries and wages of entrepreneurs and their employees;08;2020;44316;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040106IND02;RS;REPUBLIC OF SERBIA;0;Total;08;2021;89202;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040106IND02;RS;REPUBLIC OF SERBIA;1;Salaries and wages of employees at legal entities;08;2021;95262;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040106IND02;RS;REPUBLIC OF SERBIA;2;Salaries and wages of entrepreneurs and their employees;08;2021;47789;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040106IND02;RS;REPUBLIC OF SERBIA;0;Total;08;2022;103963;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040106IND02;RS;REPUBLIC OF SERBIA;1;Salaries and wages of employees at legal entities;08;2022;110687;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040106IND02;RS;REPUBLIC OF SERBIA;2;Salaries and wages of entrepreneurs and their employees;08;2022;54918;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040106IND02;RS;REPUBLIC OF SERBIA;0;Total;08;2023;118918;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040106IND02;RS;REPUBLIC OF SERBIA;1;Salaries and wages of employees at legal entities;08;2023;126800;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040106IND02;RS;REPUBLIC OF SERBIA;2;Salaries and wages of entrepreneurs and their employees;08;2023;62362;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040106IND02;RS;REPUBLIC OF SERBIA;0;Total;08;2024;133591;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040106IND02;RS;REPUBLIC OF SERBIA;1;Salaries and wages of employees at legal entities;08;2024;142336;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040106IND02;RS;REPUBLIC OF SERBIA;2;Salaries and wages of entrepreneurs and their employees;08;2024;70883;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040106IND02;RS;REPUBLIC OF SERBIA;0;Total;08;2025;146026;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040106IND02;RS;REPUBLIC OF SERBIA;1;Salaries and wages of employees at legal entities;08;2025;155568;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040106IND02;RS;REPUBLIC OF SERBIA;2;Salaries and wages of entrepreneurs and their employees;08;2025;78283;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040106IND02;RS;REPUBLIC OF SERBIA;0;Total;09;2018;66251;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040106IND02;RS;REPUBLIC OF SERBIA;1;Salaries and wages of employees at legal entities;09;2018;70249;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040106IND02;RS;REPUBLIC OF SERBIA;2;Salaries and wages of entrepreneurs and their employees;09;2018;36230;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040106IND02;RS;REPUBLIC OF SERBIA;0;Total;09;2019;74160;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040106IND02;RS;REPUBLIC OF SERBIA;1;Salaries and wages of employees at legal entities;09;2019;78827;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040106IND02;RS;REPUBLIC OF SERBIA;2;Salaries and wages of entrepreneurs and their employees;09;2019;39999;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040106IND02;RS;REPUBLIC OF SERBIA;0;Total;09;2020;82515;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040106IND02;RS;REPUBLIC OF SERBIA;1;Salaries and wages of employees at legal entities;09;2020;88041;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040106IND02;RS;REPUBLIC OF SERBIA;2;Salaries and wages of entrepreneurs and their employees;09;2020;44713;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040106IND02;RS;REPUBLIC OF SERBIA;0;Total;09;2021;89980;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040106IND02;RS;REPUBLIC OF SERBIA;1;Salaries and wages of employees at legal entities;09;2021;95999;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040106IND02;RS;REPUBLIC OF SERBIA;2;Salaries and wages of entrepreneurs and their employees;09;2021;48778;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040106IND02;RS;REPUBLIC OF SERBIA;0;Total;09;2022;103476;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040106IND02;RS;REPUBLIC OF SERBIA;1;Salaries and wages of employees at legal entities;09;2022;110239;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040106IND02;RS;REPUBLIC OF SERBIA;2;Salaries and wages of entrepreneurs and their employees;09;2022;53971;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040106IND02;RS;REPUBLIC OF SERBIA;0;Total;09;2023;117472;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040106IND02;RS;REPUBLIC OF SERBIA;1;Salaries and wages of employees at legal entities;09;2023;125436;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040106IND02;RS;REPUBLIC OF SERBIA;2;Salaries and wages of entrepreneurs and their employees;09;2023;60232;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040106IND02;RS;REPUBLIC OF SERBIA;0;Total;09;2024;132783;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040106IND02;RS;REPUBLIC OF SERBIA;1;Salaries and wages of employees at legal entities;09;2024;141558;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040106IND02;RS;REPUBLIC OF SERBIA;2;Salaries and wages of entrepreneurs and their employees;09;2024;69856;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040106IND02;RS;REPUBLIC OF SERBIA;0;Total;09;2025;150947;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040106IND02;RS;REPUBLIC OF SERBIA;1;Salaries and wages of employees at legal entities;09;2025;160548;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040106IND02;RS;REPUBLIC OF SERBIA;2;Salaries and wages of entrepreneurs and their employees;09;2025;82720;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040106IND02;RS;REPUBLIC OF SERBIA;0;Total;10;2018;69012;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040106IND02;RS;REPUBLIC OF SERBIA;1;Salaries and wages of employees at legal entities;10;2018;73039;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040106IND02;RS;REPUBLIC OF SERBIA;2;Salaries and wages of entrepreneurs and their employees;10;2018;38583;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040106IND02;RS;REPUBLIC OF SERBIA;0;Total;10;2019;76096;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040106IND02;RS;REPUBLIC OF SERBIA;1;Salaries and wages of employees at legal entities;10;2019;80787;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040106IND02;RS;REPUBLIC OF SERBIA;2;Salaries and wages of entrepreneurs and their employees;10;2019;41728;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040106IND02;RS;REPUBLIC OF SERBIA;0;Total;10;2020;83106;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040106IND02;RS;REPUBLIC OF SERBIA;1;Salaries and wages of employees at legal entities;10;2020;88716;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040106IND02;RS;REPUBLIC OF SERBIA;2;Salaries and wages of entrepreneurs and their employees;10;2020;44766;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040106IND02;RS;REPUBLIC OF SERBIA;0;Total;10;2021;91132;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040106IND02;RS;REPUBLIC OF SERBIA;1;Salaries and wages of employees at legal entities;10;2021;97282;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040106IND02;RS;REPUBLIC OF SERBIA;2;Salaries and wages of entrepreneurs and their employees;10;2021;48356;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040106IND02;RS;REPUBLIC OF SERBIA;0;Total;10;2022;104039;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040106IND02;RS;REPUBLIC OF SERBIA;1;Salaries and wages of employees at legal entities;10;2022;110965;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040106IND02;RS;REPUBLIC OF SERBIA;2;Salaries and wages of entrepreneurs and their employees;10;2022;53095;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040106IND02;RS;REPUBLIC OF SERBIA;0;Total;10;2023;119791;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040106IND02;RS;REPUBLIC OF SERBIA;1;Salaries and wages of employees at legal entities;10;2023;127860;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040106IND02;RS;REPUBLIC OF SERBIA;2;Salaries and wages of entrepreneurs and their employees;10;2023;61722;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040106IND02;RS;REPUBLIC OF SERBIA;0;Total;10;2024;136173;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040106IND02;RS;REPUBLIC OF SERBIA;1;Salaries and wages of employees at legal entities;10;2024;145005;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040106IND02;RS;REPUBLIC OF SERBIA;2;Salaries and wages of entrepreneurs and their employees;10;2024;72765;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040106IND02;RS;REPUBLIC OF SERBIA;0;Total;10;2025;153153;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040106IND02;RS;REPUBLIC OF SERBIA;1;Salaries and wages of employees at legal entities;10;2025;162449;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040106IND02;RS;REPUBLIC OF SERBIA;2;Salaries and wages of entrepreneurs and their employees;10;2025;87074;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040106IND02;RS;REPUBLIC OF SERBIA;0;Total;11;2018;69949;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040106IND02;RS;REPUBLIC OF SERBIA;1;Salaries and wages of employees at legal entities;11;2018;74194;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040106IND02;RS;REPUBLIC OF SERBIA;2;Salaries and wages of entrepreneurs and their employees;11;2018;37962;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040106IND02;RS;REPUBLIC OF SERBIA;0;Total;11;2019;77879;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040106IND02;RS;REPUBLIC OF SERBIA;1;Salaries and wages of employees at legal entities;11;2019;82969;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040106IND02;RS;REPUBLIC OF SERBIA;2;Salaries and wages of entrepreneurs and their employees;11;2019;40347;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040106IND02;RS;REPUBLIC OF SERBIA;0;Total;11;2020;84201;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040106IND02;RS;REPUBLIC OF SERBIA;1;Salaries and wages of employees at legal entities;11;2020;90045;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040106IND02;RS;REPUBLIC OF SERBIA;2;Salaries and wages of entrepreneurs and their employees;11;2020;44077;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040106IND02;RS;REPUBLIC OF SERBIA;0;Total;11;2021;95312;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040106IND02;RS;REPUBLIC OF SERBIA;1;Salaries and wages of employees at legal entities;11;2021;101817;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040106IND02;RS;REPUBLIC OF SERBIA;2;Salaries and wages of entrepreneurs and their employees;11;2021;49679;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040106IND02;RS;REPUBLIC OF SERBIA;0;Total;11;2022;108001;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040106IND02;RS;REPUBLIC OF SERBIA;1;Salaries and wages of employees at legal entities;11;2022;115267;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040106IND02;RS;REPUBLIC OF SERBIA;2;Salaries and wages of entrepreneurs and their employees;11;2022;54690;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040106IND02;RS;REPUBLIC OF SERBIA;0;Total;11;2023;123971;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040106IND02;RS;REPUBLIC OF SERBIA;1;Salaries and wages of employees at legal entities;11;2023;132544;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040106IND02;RS;REPUBLIC OF SERBIA;2;Salaries and wages of entrepreneurs and their employees;11;2023;62287;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040106IND02;RS;REPUBLIC OF SERBIA;0;Total;11;2024;138911;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040106IND02;RS;REPUBLIC OF SERBIA;1;Salaries and wages of employees at legal entities;11;2024;148448;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040106IND02;RS;REPUBLIC OF SERBIA;2;Salaries and wages of entrepreneurs and their employees;11;2024;70700;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040106IND02;RS;REPUBLIC OF SERBIA;0;Total;11;2025;154772;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040106IND02;RS;REPUBLIC OF SERBIA;1;Salaries and wages of employees at legal entities;11;2025;164940;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040106IND02;RS;REPUBLIC OF SERBIA;2;Salaries and wages of entrepreneurs and their employees;11;2025;82614;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040106IND02;RS;REPUBLIC OF SERBIA;0;Total;12;2018;72167;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040106IND02;RS;REPUBLIC OF SERBIA;1;Salaries and wages of employees at legal entities;12;2018;76662;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040106IND02;RS;REPUBLIC OF SERBIA;2;Salaries and wages of entrepreneurs and their employees;12;2018;38319;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040106IND02;RS;REPUBLIC OF SERBIA;0;Total;12;2019;82257;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040106IND02;RS;REPUBLIC OF SERBIA;1;Salaries and wages of employees at legal entities;12;2019;87552;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040106IND02;RS;REPUBLIC OF SERBIA;2;Salaries and wages of entrepreneurs and their employees;12;2019;43203;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040106IND02;RS;REPUBLIC OF SERBIA;0;Total;12;2020;90849;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040106IND02;RS;REPUBLIC OF SERBIA;1;Salaries and wages of employees at legal entities;12;2020;97105;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040106IND02;RS;REPUBLIC OF SERBIA;2;Salaries and wages of entrepreneurs and their employees;12;2020;47609;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040106IND02;RS;REPUBLIC OF SERBIA;0;Total;12;2021;102196;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040106IND02;RS;REPUBLIC OF SERBIA;1;Salaries and wages of employees at legal entities;12;2021;109053;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040106IND02;RS;REPUBLIC OF SERBIA;2;Salaries and wages of entrepreneurs and their employees;12;2021;53436;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040106IND02;RS;REPUBLIC OF SERBIA;0;Total;12;2022;115315;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040106IND02;RS;REPUBLIC OF SERBIA;1;Salaries and wages of employees at legal entities;12;2022;123054;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040106IND02;RS;REPUBLIC OF SERBIA;2;Salaries and wages of entrepreneurs and their employees;12;2022;58460;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040106IND02;RS;REPUBLIC OF SERBIA;0;Total;12;2023;130405;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040106IND02;RS;REPUBLIC OF SERBIA;1;Salaries and wages of employees at legal entities;12;2023;139408;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040106IND02;RS;REPUBLIC OF SERBIA;2;Salaries and wages of entrepreneurs and their employees;12;2023;65522;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040106IND02;RS;REPUBLIC OF SERBIA;0;Total;12;2024;148428;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040106IND02;RS;REPUBLIC OF SERBIA;1;Salaries and wages of employees at legal entities;12;2024;158396;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040106IND02;RS;REPUBLIC OF SERBIA;2;Salaries and wages of entrepreneurs and their employees;12;2024;76935;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040106IND02;RS;REPUBLIC OF SERBIA;0;Total;12;2025;169921;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040106IND02;RS;REPUBLIC OF SERBIA;1;Salaries and wages of employees at legal entities;12;2025;180709;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040106IND02;RS;REPUBLIC OF SERBIA;2;Salaries and wages of entrepreneurs and their employees;12;2025;93060;RSD;RSD;SORS;Average gross earnings;A;Normal value
