idindikator;mes;god;IDTer;nTer;IDJavniSEK;nJavniSEK;vrednost;idJedinicaMere;nJedinicaMere;nIzvorI;Indikator;IDStatusPodatka;nStatusPodatka
2403040110IND01;02;2023;RS;REPUBLIC OF SERBIA;0_JP_JD_JL;Public enterprises;85800;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;02;2023;RS;REPUBLIC OF SERBIA;0_JS;Public sector;86471;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;02;2023;RS;REPUBLIC OF SERBIA;0_VJS;Non-public sector;80270;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;02;2023;RS;REPUBLIC OF SERBIA;1_JD;Public state enterprises;92328;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;02;2023;RS;REPUBLIC OF SERBIA;2_JL;Public local enterprises;76769;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;02;2023;RS;REPUBLIC OF SERBIA;3_4_5_BK;General government;86682;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;02;2023;RS;REPUBLIC OF SERBIA;3_ZS;Health and social work;86575;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;02;2023;RS;REPUBLIC OF SERBIA;4_OK;Education and culture;78547;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;02;2023;RS;REPUBLIC OF SERBIA;5_AD;Administration - all levels;94382;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;02;2023;RS;REPUBLIC OF SERBIA;5_AD2;Administration - government  level;98547;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;02;2023;RS;REPUBLIC OF SERBIA;5_AD3;Administration - autonomous  province level;111296;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;02;2023;RS;REPUBLIC OF SERBIA;5_AD4;Administration - local authorities’ level;72991;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;02;2024;RS;REPUBLIC OF SERBIA;0;Total;94979;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;02;2024;RS;REPUBLIC OF SERBIA;0_JP_JD_JL;Public enterprises;100608;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;02;2024;RS;REPUBLIC OF SERBIA;0_JS;Public sector;100149;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;02;2024;RS;REPUBLIC OF SERBIA;0_VJS;Non-public sector;92889;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;02;2024;RS;REPUBLIC OF SERBIA;1_JD;Public state enterprises;108143;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;02;2024;RS;REPUBLIC OF SERBIA;2_JL;Public local enterprises;90289;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;02;2024;RS;REPUBLIC OF SERBIA;3_4_5_BK;General government;100007;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;02;2024;RS;REPUBLIC OF SERBIA;3_ZS;Health and social work;98936;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;02;2024;RS;REPUBLIC OF SERBIA;4_OK;Education and culture;92575;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;02;2024;RS;REPUBLIC OF SERBIA;5_AD;Administration - all levels;107791;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;02;2024;RS;REPUBLIC OF SERBIA;5_AD2;Administration - government  level;112816;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;02;2024;RS;REPUBLIC OF SERBIA;5_AD3;Administration - autonomous  province level;107463;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;02;2024;RS;REPUBLIC OF SERBIA;5_AD4;Administration - local authorities’ level;82737;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;02;2025;RS;REPUBLIC OF SERBIA;0;Total;105499;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;02;2025;RS;REPUBLIC OF SERBIA;0_JP_JD_JL;Public enterprises;112408;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;02;2025;RS;REPUBLIC OF SERBIA;0_JS;Public sector;110364;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;02;2025;RS;REPUBLIC OF SERBIA;0_VJS;Non-public sector;103562;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;02;2025;RS;REPUBLIC OF SERBIA;1_JD;Public state enterprises;121080;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;02;2025;RS;REPUBLIC OF SERBIA;2_JL;Public local enterprises;100638;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;02;2025;RS;REPUBLIC OF SERBIA;3_4_5_BK;General government;109733;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;02;2025;RS;REPUBLIC OF SERBIA;3_ZS;Health and social work;108420;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;02;2025;RS;REPUBLIC OF SERBIA;4_OK;Education and culture;100764;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;02;2025;RS;REPUBLIC OF SERBIA;5_AD;Administration - all levels;118998;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;02;2025;RS;REPUBLIC OF SERBIA;5_AD2;Administration - government  level;124441;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;02;2025;RS;REPUBLIC OF SERBIA;5_AD3;Administration - autonomous  province level;116347;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;02;2025;RS;REPUBLIC OF SERBIA;5_AD4;Administration - local authorities’ level;92060;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;02;2026;RS;REPUBLIC OF SERBIA;0;Total;117276;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;02;2026;RS;REPUBLIC OF SERBIA;0_JP_JD_JL;Public enterprises;126700;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;02;2026;RS;REPUBLIC OF SERBIA;0_JS;Public sector;124413;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;02;2026;RS;REPUBLIC OF SERBIA;0_VJS;Non-public sector;114383;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;02;2026;RS;REPUBLIC OF SERBIA;1_JD;Public state enterprises;135518;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;02;2026;RS;REPUBLIC OF SERBIA;2_JL;Public local enterprises;114874;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;02;2026;RS;REPUBLIC OF SERBIA;3_4_5_BK;General government;123726;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;02;2026;RS;REPUBLIC OF SERBIA;3_ZS;Health and social work;122908;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;02;2026;RS;REPUBLIC OF SERBIA;4_OK;Education and culture;118462;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;02;2026;RS;REPUBLIC OF SERBIA;5_AD;Administration - all levels;129465;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;02;2026;RS;REPUBLIC OF SERBIA;5_AD2;Administration - government  level;134883;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;02;2026;RS;REPUBLIC OF SERBIA;5_AD3;Administration - autonomous  province level;122302;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;02;2026;RS;REPUBLIC OF SERBIA;5_AD4;Administration - local authorities’ level;102222;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;03;2018;RS;REPUBLIC OF SERBIA;0;Total;49088;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;03;2018;RS;REPUBLIC OF SERBIA;0_JP_JD_JL;Public enterprises;59609;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;03;2018;RS;REPUBLIC OF SERBIA;0_JS;Public sector;55345;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;03;2018;RS;REPUBLIC OF SERBIA;0_VJS;Non-public sector;45880;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;03;2018;RS;REPUBLIC OF SERBIA;1_JD;Public state enterprises;67725;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;03;2018;RS;REPUBLIC OF SERBIA;2_JL;Public local enterprises;47350;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;03;2018;RS;REPUBLIC OF SERBIA;3_4_5_BK;General government;53935;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;03;2018;RS;REPUBLIC OF SERBIA;3_ZS;Health and social work;50197;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;03;2018;RS;REPUBLIC OF SERBIA;4_OK;Education and culture;52331;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;03;2018;RS;REPUBLIC OF SERBIA;5_AD;Administration - all levels;58767;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;03;2018;RS;REPUBLIC OF SERBIA;5_AD2;Administration - government  level;61009;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;03;2018;RS;REPUBLIC OF SERBIA;5_AD3;Administration - autonomous  province level;61636;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;03;2018;RS;REPUBLIC OF SERBIA;5_AD4;Administration - local authorities’ level;47602;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;03;2019;RS;REPUBLIC OF SERBIA;0;Total;53739;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;03;2019;RS;REPUBLIC OF SERBIA;0_JP_JD_JL;Public enterprises;64858;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;03;2019;RS;REPUBLIC OF SERBIA;0_JS;Public sector;60528;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;03;2019;RS;REPUBLIC OF SERBIA;0_VJS;Non-public sector;50519;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;03;2019;RS;REPUBLIC OF SERBIA;1_JD;Public state enterprises;74226;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;03;2019;RS;REPUBLIC OF SERBIA;2_JL;Public local enterprises;51780;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;03;2019;RS;REPUBLIC OF SERBIA;3_4_5_BK;General government;59133;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;03;2019;RS;REPUBLIC OF SERBIA;3_ZS;Health and social work;55163;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;03;2019;RS;REPUBLIC OF SERBIA;4_OK;Education and culture;56858;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;03;2019;RS;REPUBLIC OF SERBIA;5_AD;Administration - all levels;64851;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;03;2019;RS;REPUBLIC OF SERBIA;5_AD2;Administration - government  level;67485;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;03;2019;RS;REPUBLIC OF SERBIA;5_AD3;Administration - autonomous  province level;71864;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;03;2019;RS;REPUBLIC OF SERBIA;5_AD4;Administration - local authorities’ level;51479;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;03;2020;RS;REPUBLIC OF SERBIA;0;Total;59254;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;03;2020;RS;REPUBLIC OF SERBIA;0_JP_JD_JL;Public enterprises;72388;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;03;2020;RS;REPUBLIC OF SERBIA;0_JS;Public sector;66936;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;03;2020;RS;REPUBLIC OF SERBIA;0_VJS;Non-public sector;55793;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;03;2020;RS;REPUBLIC OF SERBIA;1_JD;Public state enterprises;81755;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;03;2020;RS;REPUBLIC OF SERBIA;2_JL;Public local enterprises;59388;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;03;2020;RS;REPUBLIC OF SERBIA;3_4_5_BK;General government;65194;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;03;2020;RS;REPUBLIC OF SERBIA;3_ZS;Health and social work;61992;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;03;2020;RS;REPUBLIC OF SERBIA;4_OK;Education and culture;62243;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;03;2020;RS;REPUBLIC OF SERBIA;5_AD;Administration - all levels;70812;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;03;2020;RS;REPUBLIC OF SERBIA;5_AD2;Administration - government  level;73646;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;03;2020;RS;REPUBLIC OF SERBIA;5_AD3;Administration - autonomous  province level;80880;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;03;2020;RS;REPUBLIC OF SERBIA;5_AD4;Administration - local authorities’ level;56323;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;03;2021;RS;REPUBLIC OF SERBIA;0;Total;63563;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;03;2021;RS;REPUBLIC OF SERBIA;0_JP_JD_JL;Public enterprises;72526;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;03;2021;RS;REPUBLIC OF SERBIA;0_JS;Public sector;71697;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;03;2021;RS;REPUBLIC OF SERBIA;0_VJS;Non-public sector;60069;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;03;2021;RS;REPUBLIC OF SERBIA;1_JD;Public state enterprises;79921;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;03;2021;RS;REPUBLIC OF SERBIA;2_JL;Public local enterprises;62206;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;03;2021;RS;REPUBLIC OF SERBIA;3_4_5_BK;General government;71435;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;03;2021;RS;REPUBLIC OF SERBIA;3_ZS;Health and social work;74236;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;03;2021;RS;REPUBLIC OF SERBIA;4_OK;Education and culture;65222;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;03;2021;RS;REPUBLIC OF SERBIA;5_AD;Administration - all levels;74623;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;03;2021;RS;REPUBLIC OF SERBIA;5_AD2;Administration - government  level;77610;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;03;2021;RS;REPUBLIC OF SERBIA;5_AD3;Administration - autonomous  province level;84053;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;03;2021;RS;REPUBLIC OF SERBIA;5_AD4;Administration - local authorities’ level;59384;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;03;2022;RS;REPUBLIC OF SERBIA;0;Total;72067;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;03;2022;RS;REPUBLIC OF SERBIA;0_JP_JD_JL;Public enterprises;79613;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;03;2022;RS;REPUBLIC OF SERBIA;0_JS;Public sector;78189;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;03;2022;RS;REPUBLIC OF SERBIA;0_VJS;Non-public sector;69502;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;03;2022;RS;REPUBLIC OF SERBIA;1_JD;Public state enterprises;88317;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;03;2022;RS;REPUBLIC OF SERBIA;2_JL;Public local enterprises;67518;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;03;2022;RS;REPUBLIC OF SERBIA;3_4_5_BK;General government;77738;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;03;2022;RS;REPUBLIC OF SERBIA;3_ZS;Health and social work;80151;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;03;2022;RS;REPUBLIC OF SERBIA;4_OK;Education and culture;70281;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;03;2022;RS;REPUBLIC OF SERBIA;5_AD;Administration - all levels;82432;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;03;2022;RS;REPUBLIC OF SERBIA;5_AD2;Administration - government  level;85868;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;03;2022;RS;REPUBLIC OF SERBIA;5_AD3;Administration - autonomous  province level;91082;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;03;2022;RS;REPUBLIC OF SERBIA;5_AD4;Administration - local authorities’ level;65111;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;03;2023;RS;REPUBLIC OF SERBIA;0;Total;83208;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;03;2023;RS;REPUBLIC OF SERBIA;0_JP_JD_JL;Public enterprises;86850;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;03;2023;RS;REPUBLIC OF SERBIA;0_JS;Public sector;86680;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;03;2023;RS;REPUBLIC OF SERBIA;0_VJS;Non-public sector;81800;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;03;2023;RS;REPUBLIC OF SERBIA;1_JD;Public state enterprises;93621;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;03;2023;RS;REPUBLIC OF SERBIA;2_JL;Public local enterprises;77515;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;03;2023;RS;REPUBLIC OF SERBIA;3_4_5_BK;General government;86627;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;03;2023;RS;REPUBLIC OF SERBIA;3_ZS;Health and social work;86272;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;03;2023;RS;REPUBLIC OF SERBIA;4_OK;Education and culture;79129;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;03;2023;RS;REPUBLIC OF SERBIA;5_AD;Administration - all levels;93975;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;03;2023;RS;REPUBLIC OF SERBIA;5_AD2;Administration - government  level;98010;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;03;2023;RS;REPUBLIC OF SERBIA;5_AD3;Administration - autonomous  province level;106485;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;03;2023;RS;REPUBLIC OF SERBIA;5_AD4;Administration - local authorities’ level;73452;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;03;2024;RS;REPUBLIC OF SERBIA;0;Total;95625;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;03;2024;RS;REPUBLIC OF SERBIA;0_JP_JD_JL;Public enterprises;99804;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;03;2024;RS;REPUBLIC OF SERBIA;0_JS;Public sector;99707;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;03;2024;RS;REPUBLIC OF SERBIA;0_VJS;Non-public sector;93976;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;03;2024;RS;REPUBLIC OF SERBIA;1_JD;Public state enterprises;107528;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;03;2024;RS;REPUBLIC OF SERBIA;2_JL;Public local enterprises;89244;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;03;2024;RS;REPUBLIC OF SERBIA;3_4_5_BK;General government;99677;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;03;2024;RS;REPUBLIC OF SERBIA;3_ZS;Health and social work;98291;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;03;2024;RS;REPUBLIC OF SERBIA;4_OK;Education and culture;92910;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;03;2024;RS;REPUBLIC OF SERBIA;5_AD;Administration - all levels;107189;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;03;2024;RS;REPUBLIC OF SERBIA;5_AD2;Administration - government  level;112103;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;03;2024;RS;REPUBLIC OF SERBIA;5_AD3;Administration - autonomous  province level;107126;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;03;2024;RS;REPUBLIC OF SERBIA;5_AD4;Administration - local authorities’ level;82695;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;03;2025;RS;REPUBLIC OF SERBIA;0;Total;106337;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;03;2025;RS;REPUBLIC OF SERBIA;0_JP_JD_JL;Public enterprises;111763;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;03;2025;RS;REPUBLIC OF SERBIA;0_JS;Public sector;110052;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;03;2025;RS;REPUBLIC OF SERBIA;0_VJS;Non-public sector;104863;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;03;2025;RS;REPUBLIC OF SERBIA;1_JD;Public state enterprises;120362;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;03;2025;RS;REPUBLIC OF SERBIA;2_JL;Public local enterprises;100102;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;03;2025;RS;REPUBLIC OF SERBIA;3_4_5_BK;General government;109523;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;03;2025;RS;REPUBLIC OF SERBIA;3_ZS;Health and social work;107727;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;03;2025;RS;REPUBLIC OF SERBIA;4_OK;Education and culture;101230;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;03;2025;RS;REPUBLIC OF SERBIA;5_AD;Administration - all levels;118646;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;03;2025;RS;REPUBLIC OF SERBIA;5_AD2;Administration - government  level;124065;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;03;2025;RS;REPUBLIC OF SERBIA;5_AD3;Administration - autonomous  province level;116100;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;03;2025;RS;REPUBLIC OF SERBIA;5_AD4;Administration - local authorities’ level;91826;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;04;2018;RS;REPUBLIC OF SERBIA;0;Total;49095;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;04;2018;RS;REPUBLIC OF SERBIA;0_JP_JD_JL;Public enterprises;59423;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;04;2018;RS;REPUBLIC OF SERBIA;0_JS;Public sector;55371;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;04;2018;RS;REPUBLIC OF SERBIA;0_VJS;Non-public sector;45894;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;04;2018;RS;REPUBLIC OF SERBIA;1_JD;Public state enterprises;67304;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;04;2018;RS;REPUBLIC OF SERBIA;2_JL;Public local enterprises;47544;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;04;2018;RS;REPUBLIC OF SERBIA;3_4_5_BK;General government;54033;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;04;2018;RS;REPUBLIC OF SERBIA;3_ZS;Health and social work;50430;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;04;2018;RS;REPUBLIC OF SERBIA;4_OK;Education and culture;52241;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;04;2018;RS;REPUBLIC OF SERBIA;5_AD;Administration - all levels;58917;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;04;2018;RS;REPUBLIC OF SERBIA;5_AD2;Administration - government  level;61200;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;04;2018;RS;REPUBLIC OF SERBIA;5_AD3;Administration - autonomous  province level;61475;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;04;2018;RS;REPUBLIC OF SERBIA;5_AD4;Administration - local authorities’ level;47545;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;04;2019;RS;REPUBLIC OF SERBIA;0;Total;53967;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;04;2019;RS;REPUBLIC OF SERBIA;0_JP_JD_JL;Public enterprises;65115;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;04;2019;RS;REPUBLIC OF SERBIA;0_JS;Public sector;60686;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;04;2019;RS;REPUBLIC OF SERBIA;0_VJS;Non-public sector;50789;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;04;2019;RS;REPUBLIC OF SERBIA;1_JD;Public state enterprises;74502;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;04;2019;RS;REPUBLIC OF SERBIA;2_JL;Public local enterprises;52029;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;04;2019;RS;REPUBLIC OF SERBIA;3_4_5_BK;General government;59260;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;04;2019;RS;REPUBLIC OF SERBIA;3_ZS;Health and social work;55426;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;04;2019;RS;REPUBLIC OF SERBIA;4_OK;Education and culture;56868;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;04;2019;RS;REPUBLIC OF SERBIA;5_AD;Administration - all levels;64964;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;04;2019;RS;REPUBLIC OF SERBIA;5_AD2;Administration - government  level;67637;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;04;2019;RS;REPUBLIC OF SERBIA;5_AD3;Administration - autonomous  province level;70325;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;04;2019;RS;REPUBLIC OF SERBIA;5_AD4;Administration - local authorities’ level;51478;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;04;2020;RS;REPUBLIC OF SERBIA;0;Total;59173;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;04;2020;RS;REPUBLIC OF SERBIA;0_JP_JD_JL;Public enterprises;72201;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;04;2020;RS;REPUBLIC OF SERBIA;0_JS;Public sector;67222;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;04;2020;RS;REPUBLIC OF SERBIA;0_VJS;Non-public sector;55560;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;04;2020;RS;REPUBLIC OF SERBIA;1_JD;Public state enterprises;81476;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;04;2020;RS;REPUBLIC OF SERBIA;2_JL;Public local enterprises;59324;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;04;2020;RS;REPUBLIC OF SERBIA;3_4_5_BK;General government;65631;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;04;2020;RS;REPUBLIC OF SERBIA;3_ZS;Health and social work;63288;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040110IND01;04;2020;RS;REPUBLIC OF SERBIA;4_OK;Education and culture;62218;RSD;RSD;SORS;Average net earnings;A;Normal value
