idindikator;mes;god;IDTer;nTer;vrednost;idJedinicaMere;nJedinicaMere;nIzvorI;Indikator;IDStatusPodatka;nStatusPodatka
2403040103IND02;01;2018;70661;Krupanj;51058;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2018;70670;Kruševac;60160;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2018;70688;Kuršumlija;57404;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2018;70696;Kučevo;55356;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2018;70700;Lajkovac;85101;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2018;70718;Lebane;53137;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2018;70726;Leskovac;56018;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2018;70734;Loznica;56312;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2018;70742;Lučani;69648;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2018;70769;Ljig;65466;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2018;70777;Ljubovija;61761;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2018;70785;Majdanpek;67970;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2018;70793;Mali Zvornik;57123;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2018;70807;Malo Crniće;55344;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2018;70815;Medveđa;63184;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2018;70823;Merošina;51377;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2018;70831;Mionica;55885;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2018;70840;Negotin;59367;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2018;70866;Nova Varoš;56697;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2018;70874;Novi Pazar;52961;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2018;70882;Osečina;54564;RSD;RSD;SORS;Average gross earnings;A;Normal value
