idindikator;mes;god;IDKD08;nkd08;IDTer;nTer;vrednost;idJedinicaMere;nJedinicaMere;nIzvorI;Indikator;IDStatusPodatka;nStatusPodatka
2403040402IND02;00;2018;23;Manufacture of other non-metallic mineral products;RS;REPUBLIC OF SERBIA;66998;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2019;23;Manufacture of other non-metallic mineral products;RS;REPUBLIC OF SERBIA;72842;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2020;23;Manufacture of other non-metallic mineral products;RS;REPUBLIC OF SERBIA;77578;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2021;23;Manufacture of other non-metallic mineral products;RS;REPUBLIC OF SERBIA;82930;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2022;23;Manufacture of other non-metallic mineral products;RS;REPUBLIC OF SERBIA;93122;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2023;23;Manufacture of other non-metallic mineral products;RS;REPUBLIC OF SERBIA;106833;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2024;23;Manufacture of other non-metallic mineral products;RS;REPUBLIC OF SERBIA;125096;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2025;23;Manufacture of other non-metallic mineral products;RS;REPUBLIC OF SERBIA;141098;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2025;24;Manufacture of basic metals;RS;REPUBLIC OF SERBIA;176356;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2024;24;Manufacture of basic metals;RS;REPUBLIC OF SERBIA;155145;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2023;24;Manufacture of basic metals;RS;REPUBLIC OF SERBIA;136194;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2022;24;Manufacture of basic metals;RS;REPUBLIC OF SERBIA;122669;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2021;24;Manufacture of basic metals;RS;REPUBLIC OF SERBIA;107935;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2020;24;Manufacture of basic metals;RS;REPUBLIC OF SERBIA;98351;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2019;24;Manufacture of basic metals;RS;REPUBLIC OF SERBIA;98389;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2018;24;Manufacture of basic metals;RS;REPUBLIC OF SERBIA;91599;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2018;25;Manufacture of fabricated metal products, except machinery and equipment;RS;REPUBLIC OF SERBIA;62126;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2019;25;Manufacture of fabricated metal products, except machinery and equipment;RS;REPUBLIC OF SERBIA;67968;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2020;25;Manufacture of fabricated metal products, except machinery and equipment;RS;REPUBLIC OF SERBIA;72861;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2021;25;Manufacture of fabricated metal products, except machinery and equipment;RS;REPUBLIC OF SERBIA;80147;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2022;25;Manufacture of fabricated metal products, except machinery and equipment;RS;REPUBLIC OF SERBIA;88909;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2023;25;Manufacture of fabricated metal products, except machinery and equipment;RS;REPUBLIC OF SERBIA;102251;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2024;25;Manufacture of fabricated metal products, except machinery and equipment;RS;REPUBLIC OF SERBIA;119640;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2025;25;Manufacture of fabricated metal products, except machinery and equipment;RS;REPUBLIC OF SERBIA;132660;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2025;26;Manufacture of computer, electronic and optical products;RS;REPUBLIC OF SERBIA;165897;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2024;26;Manufacture of computer, electronic and optical products;RS;REPUBLIC OF SERBIA;146026;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2023;26;Manufacture of computer, electronic and optical products;RS;REPUBLIC OF SERBIA;134740;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2022;26;Manufacture of computer, electronic and optical products;RS;REPUBLIC OF SERBIA;120611;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2021;26;Manufacture of computer, electronic and optical products;RS;REPUBLIC OF SERBIA;106952;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2020;26;Manufacture of computer, electronic and optical products;RS;REPUBLIC OF SERBIA;94836;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2019;26;Manufacture of computer, electronic and optical products;RS;REPUBLIC OF SERBIA;84015;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2018;26;Manufacture of computer, electronic and optical products;RS;REPUBLIC OF SERBIA;82664;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2018;27;Manufacture of electrical equipment;RS;REPUBLIC OF SERBIA;64090;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2019;27;Manufacture of electrical equipment;RS;REPUBLIC OF SERBIA;73413;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2020;27;Manufacture of electrical equipment;RS;REPUBLIC OF SERBIA;78370;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2021;27;Manufacture of electrical equipment;RS;REPUBLIC OF SERBIA;83067;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2022;27;Manufacture of electrical equipment;RS;REPUBLIC OF SERBIA;92709;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2023;27;Manufacture of electrical equipment;RS;REPUBLIC OF SERBIA;106944;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2024;27;Manufacture of electrical equipment;RS;REPUBLIC OF SERBIA;124155;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2025;27;Manufacture of electrical equipment;RS;REPUBLIC OF SERBIA;142864;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2025;28;Manufacture of machinery and equipment n.e.c.;RS;REPUBLIC OF SERBIA;155180;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2024;28;Manufacture of machinery and equipment n.e.c.;RS;REPUBLIC OF SERBIA;139359;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2023;28;Manufacture of machinery and equipment n.e.c.;RS;REPUBLIC OF SERBIA;120795;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2022;28;Manufacture of machinery and equipment n.e.c.;RS;REPUBLIC OF SERBIA;101937;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2021;28;Manufacture of machinery and equipment n.e.c.;RS;REPUBLIC OF SERBIA;90402;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2020;28;Manufacture of machinery and equipment n.e.c.;RS;REPUBLIC OF SERBIA;84891;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2019;28;Manufacture of machinery and equipment n.e.c.;RS;REPUBLIC OF SERBIA;81972;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2018;28;Manufacture of machinery and equipment n.e.c.;RS;REPUBLIC OF SERBIA;68735;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2018;29;Manufacture of motor vehicles, trailers and semi-trailers;RS;REPUBLIC OF SERBIA;62724;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2019;29;Manufacture of motor vehicles, trailers and semi-trailers;RS;REPUBLIC OF SERBIA;71742;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2020;29;Manufacture of motor vehicles, trailers and semi-trailers;RS;REPUBLIC OF SERBIA;75524;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2021;29;Manufacture of motor vehicles, trailers and semi-trailers;RS;REPUBLIC OF SERBIA;80851;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2022;29;Manufacture of motor vehicles, trailers and semi-trailers;RS;REPUBLIC OF SERBIA;92100;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2023;29;Manufacture of motor vehicles, trailers and semi-trailers;RS;REPUBLIC OF SERBIA;108789;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2024;29;Manufacture of motor vehicles, trailers and semi-trailers;RS;REPUBLIC OF SERBIA;125870;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2025;29;Manufacture of motor vehicles, trailers and semi-trailers;RS;REPUBLIC OF SERBIA;141390;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2025;30;Manufacture of other transport equipment;RS;REPUBLIC OF SERBIA;136056;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2024;30;Manufacture of other transport equipment;RS;REPUBLIC OF SERBIA;122667;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2023;30;Manufacture of other transport equipment;RS;REPUBLIC OF SERBIA;104601;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2022;30;Manufacture of other transport equipment;RS;REPUBLIC OF SERBIA;89527;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2021;30;Manufacture of other transport equipment;RS;REPUBLIC OF SERBIA;80679;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2020;30;Manufacture of other transport equipment;RS;REPUBLIC OF SERBIA;78994;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2019;30;Manufacture of other transport equipment;RS;REPUBLIC OF SERBIA;77458;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2018;30;Manufacture of other transport equipment;RS;REPUBLIC OF SERBIA;71472;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2018;31;Manufacture of furniture;RS;REPUBLIC OF SERBIA;49691;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2019;31;Manufacture of furniture;RS;REPUBLIC OF SERBIA;54442;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2020;31;Manufacture of furniture;RS;REPUBLIC OF SERBIA;58799;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2021;31;Manufacture of furniture;RS;REPUBLIC OF SERBIA;62872;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2022;31;Manufacture of furniture;RS;REPUBLIC OF SERBIA;70315;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2023;31;Manufacture of furniture;RS;REPUBLIC OF SERBIA;80612;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2024;31;Manufacture of furniture;RS;REPUBLIC OF SERBIA;93113;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2025;31;Manufacture of furniture;RS;REPUBLIC OF SERBIA;105829;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2025;32;Other manufacturing;RS;REPUBLIC OF SERBIA;108678;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2024;32;Other manufacturing;RS;REPUBLIC OF SERBIA;97499;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2023;32;Other manufacturing;RS;REPUBLIC OF SERBIA;84931;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2022;32;Other manufacturing;RS;REPUBLIC OF SERBIA;74619;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2021;32;Other manufacturing;RS;REPUBLIC OF SERBIA;67383;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2020;32;Other manufacturing;RS;REPUBLIC OF SERBIA;63337;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2019;32;Other manufacturing;RS;REPUBLIC OF SERBIA;57454;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2018;32;Other manufacturing;RS;REPUBLIC OF SERBIA;56812;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2018;33;Repair and installation of machinery and equipment;RS;REPUBLIC OF SERBIA;68555;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2019;33;Repair and installation of machinery and equipment;RS;REPUBLIC OF SERBIA;71585;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2020;33;Repair and installation of machinery and equipment;RS;REPUBLIC OF SERBIA;75929;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2021;33;Repair and installation of machinery and equipment;RS;REPUBLIC OF SERBIA;83835;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2022;33;Repair and installation of machinery and equipment;RS;REPUBLIC OF SERBIA;95072;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2023;33;Repair and installation of machinery and equipment;RS;REPUBLIC OF SERBIA;109974;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2024;33;Repair and installation of machinery and equipment;RS;REPUBLIC OF SERBIA;130281;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2025;33;Repair and installation of machinery and equipment;RS;REPUBLIC OF SERBIA;150057;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2025;35;Electricity, gas, steam and air conditioning supply;RS;REPUBLIC OF SERBIA;184837;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2024;35;Electricity, gas, steam and air conditioning supply;RS;REPUBLIC OF SERBIA;167460;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2023;35;Electricity, gas, steam and air conditioning supply;RS;REPUBLIC OF SERBIA;153451;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2022;35;Electricity, gas, steam and air conditioning supply;RS;REPUBLIC OF SERBIA;140673;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2021;35;Electricity, gas, steam and air conditioning supply;RS;REPUBLIC OF SERBIA;136112;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2020;35;Electricity, gas, steam and air conditioning supply;RS;REPUBLIC OF SERBIA;136680;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2019;35;Electricity, gas, steam and air conditioning supply;RS;REPUBLIC OF SERBIA;126206;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2018;35;Electricity, gas, steam and air conditioning supply;RS;REPUBLIC OF SERBIA;112862;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2018;36;Water collection, treatment and supply;RS;REPUBLIC OF SERBIA;61494;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2019;36;Water collection, treatment and supply;RS;REPUBLIC OF SERBIA;65281;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2020;36;Water collection, treatment and supply;RS;REPUBLIC OF SERBIA;74700;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2021;36;Water collection, treatment and supply;RS;REPUBLIC OF SERBIA;79332;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2022;36;Water collection, treatment and supply;RS;REPUBLIC OF SERBIA;86703;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2023;36;Water collection, treatment and supply;RS;REPUBLIC OF SERBIA;99470;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2024;36;Water collection, treatment and supply;RS;REPUBLIC OF SERBIA;114225;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2025;36;Water collection, treatment and supply;RS;REPUBLIC OF SERBIA;130716;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2025;37;Sewerage;RS;REPUBLIC OF SERBIA;136835;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2024;37;Sewerage;RS;REPUBLIC OF SERBIA;120332;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2023;37;Sewerage;RS;REPUBLIC OF SERBIA;104752;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2022;37;Sewerage;RS;REPUBLIC OF SERBIA;106120;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2021;37;Sewerage;RS;REPUBLIC OF SERBIA;96797;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2020;37;Sewerage;RS;REPUBLIC OF SERBIA;80859;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2019;37;Sewerage;RS;REPUBLIC OF SERBIA;74262;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2018;37;Sewerage;RS;REPUBLIC OF SERBIA;55631;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2018;38;"Waste collection, treatment and disposal activities; materials recovery";RS;REPUBLIC OF SERBIA;59607;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2019;38;"Waste collection, treatment and disposal activities; materials recovery";RS;REPUBLIC OF SERBIA;65004;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2020;38;"Waste collection, treatment and disposal activities; materials recovery";RS;REPUBLIC OF SERBIA;75747;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2021;38;"Waste collection, treatment and disposal activities; materials recovery";RS;REPUBLIC OF SERBIA;82728;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2022;38;"Waste collection, treatment and disposal activities; materials recovery";RS;REPUBLIC OF SERBIA;91183;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2023;38;"Waste collection, treatment and disposal activities; materials recovery";RS;REPUBLIC OF SERBIA;103532;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2024;38;"Waste collection, treatment and disposal activities; materials recovery";RS;REPUBLIC OF SERBIA;119626;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2025;38;"Waste collection, treatment and disposal activities; materials recovery";RS;REPUBLIC OF SERBIA;135445;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2025;39;Remediation activities and other waste management services;RS;REPUBLIC OF SERBIA;119294;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2024;39;Remediation activities and other waste management services;RS;REPUBLIC OF SERBIA;105864;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2023;39;Remediation activities and other waste management services;RS;REPUBLIC OF SERBIA;108085;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2022;39;Remediation activities and other waste management services;RS;REPUBLIC OF SERBIA;89327;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2021;39;Remediation activities and other waste management services;RS;REPUBLIC OF SERBIA;72048;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2020;39;Remediation activities and other waste management services;RS;REPUBLIC OF SERBIA;74137;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2019;39;Remediation activities and other waste management services;RS;REPUBLIC OF SERBIA;59355;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2018;39;Remediation activities and other waste management services;RS;REPUBLIC OF SERBIA;61100;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2018;41;Construction of buildings;RS;REPUBLIC OF SERBIA;55217;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2019;41;Construction of buildings;RS;REPUBLIC OF SERBIA;61773;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2020;41;Construction of buildings;RS;REPUBLIC OF SERBIA;68251;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2021;41;Construction of buildings;RS;REPUBLIC OF SERBIA;76302;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2022;41;Construction of buildings;RS;REPUBLIC OF SERBIA;86418;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2023;41;Construction of buildings;RS;REPUBLIC OF SERBIA;97834;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2024;41;Construction of buildings;RS;REPUBLIC OF SERBIA;112008;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2025;41;Construction of buildings;RS;REPUBLIC OF SERBIA;127803;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2025;42;Civil engineering;RS;REPUBLIC OF SERBIA;162249;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2024;42;Civil engineering;RS;REPUBLIC OF SERBIA;150184;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2023;42;Civil engineering;RS;REPUBLIC OF SERBIA;130791;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2022;42;Civil engineering;RS;REPUBLIC OF SERBIA;113968;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2021;42;Civil engineering;RS;REPUBLIC OF SERBIA;103574;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2020;42;Civil engineering;RS;REPUBLIC OF SERBIA;97810;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2019;42;Civil engineering;RS;REPUBLIC OF SERBIA;93943;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2018;42;Civil engineering;RS;REPUBLIC OF SERBIA;78234;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2018;43;Specialised construction activities;RS;REPUBLIC OF SERBIA;51973;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2019;43;Specialised construction activities;RS;REPUBLIC OF SERBIA;56691;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2020;43;Specialised construction activities;RS;REPUBLIC OF SERBIA;60052;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2021;43;Specialised construction activities;RS;REPUBLIC OF SERBIA;65208;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2022;43;Specialised construction activities;RS;REPUBLIC OF SERBIA;72993;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2023;43;Specialised construction activities;RS;REPUBLIC OF SERBIA;83660;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2024;43;Specialised construction activities;RS;REPUBLIC OF SERBIA;96587;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2025;43;Specialised construction activities;RS;REPUBLIC OF SERBIA;110200;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2025;45;Wholesale and retail trade and repair of motor vehicles and motorcycles;RS;REPUBLIC OF SERBIA;119152;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2024;45;Wholesale and retail trade and repair of motor vehicles and motorcycles;RS;REPUBLIC OF SERBIA;107354;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2023;45;Wholesale and retail trade and repair of motor vehicles and motorcycles;RS;REPUBLIC OF SERBIA;92579;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2022;45;Wholesale and retail trade and repair of motor vehicles and motorcycles;RS;REPUBLIC OF SERBIA;81242;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2021;45;Wholesale and retail trade and repair of motor vehicles and motorcycles;RS;REPUBLIC OF SERBIA;70781;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2020;45;Wholesale and retail trade and repair of motor vehicles and motorcycles;RS;REPUBLIC OF SERBIA;64869;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2019;45;Wholesale and retail trade and repair of motor vehicles and motorcycles;RS;REPUBLIC OF SERBIA;60526;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2018;45;Wholesale and retail trade and repair of motor vehicles and motorcycles;RS;REPUBLIC OF SERBIA;58034;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2018;46;Wholesale trade, except of motor vehicles and motorcycles;RS;REPUBLIC OF SERBIA;68439;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2019;46;Wholesale trade, except of motor vehicles and motorcycles;RS;REPUBLIC OF SERBIA;80007;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2020;46;Wholesale trade, except of motor vehicles and motorcycles;RS;REPUBLIC OF SERBIA;86578;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2021;46;Wholesale trade, except of motor vehicles and motorcycles;RS;REPUBLIC OF SERBIA;96064;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2022;46;Wholesale trade, except of motor vehicles and motorcycles;RS;REPUBLIC OF SERBIA;109486;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2023;46;Wholesale trade, except of motor vehicles and motorcycles;RS;REPUBLIC OF SERBIA;126545;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2024;46;Wholesale trade, except of motor vehicles and motorcycles;RS;REPUBLIC OF SERBIA;142760;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2025;46;Wholesale trade, except of motor vehicles and motorcycles;RS;REPUBLIC OF SERBIA;159466;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2025;47;Retail trade, except of motor vehicles and motorcycles;RS;REPUBLIC OF SERBIA;106909;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2024;47;Retail trade, except of motor vehicles and motorcycles;RS;REPUBLIC OF SERBIA;95466;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2023;47;Retail trade, except of motor vehicles and motorcycles;RS;REPUBLIC OF SERBIA;83246;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2022;47;Retail trade, except of motor vehicles and motorcycles;RS;REPUBLIC OF SERBIA;71273;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2021;47;Retail trade, except of motor vehicles and motorcycles;RS;REPUBLIC OF SERBIA;62527;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2020;47;Retail trade, except of motor vehicles and motorcycles;RS;REPUBLIC OF SERBIA;57046;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2019;47;Retail trade, except of motor vehicles and motorcycles;RS;REPUBLIC OF SERBIA;52353;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2018;47;Retail trade, except of motor vehicles and motorcycles;RS;REPUBLIC OF SERBIA;48987;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2018;49;Land transport and transport via pipelines;RS;REPUBLIC OF SERBIA;52119;RSD;RSD;SORS;Average gross earnings;A;Normal value
