idindikator;IDTer;nTer;mes;god;IDModalitetZarZap;nModalitetZarZap;vrednost;idJedinicaMere;nJedinicaMere;nIzvorI;Indikator;IDStatusPodatka;nStatusPodatka
2403040111IND01;RS;REPUBLIC OF SERBIA;06;2020;2;Salaries and wages of employees in temporary and occasional employment;38092;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040111IND01;RS;REPUBLIC OF SERBIA;06;2021;0;Total;64294;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040111IND01;RS;REPUBLIC OF SERBIA;06;2021;1;Salaries and wages of employees with indefinite or fixed-term employment contract;64588;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040111IND01;RS;REPUBLIC OF SERBIA;06;2021;2;Salaries and wages of employees in temporary and occasional employment;40899;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040111IND01;RS;REPUBLIC OF SERBIA;06;2022;0;Total;72952;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040111IND01;RS;REPUBLIC OF SERBIA;06;2022;1;Salaries and wages of employees with indefinite or fixed-term employment contract;73312;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040111IND01;RS;REPUBLIC OF SERBIA;06;2022;2;Salaries and wages of employees in temporary and occasional employment;44025;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040111IND01;RS;REPUBLIC OF SERBIA;06;2023;0;Total;84204;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040111IND01;RS;REPUBLIC OF SERBIA;06;2023;1;Salaries and wages of employees with indefinite or fixed-term employment contract;84592;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040111IND01;RS;REPUBLIC OF SERBIA;06;2023;2;Salaries and wages of employees in temporary and occasional employment;50091;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040111IND01;RS;REPUBLIC OF SERBIA;06;2024;0;Total;96579;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040111IND01;RS;REPUBLIC OF SERBIA;06;2024;1;Salaries and wages of employees with indefinite or fixed-term employment contract;97001;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040111IND01;RS;REPUBLIC OF SERBIA;06;2024;2;Salaries and wages of employees in temporary and occasional employment;57981;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040111IND01;RS;REPUBLIC OF SERBIA;06;2025;0;Total;107179;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040111IND01;RS;REPUBLIC OF SERBIA;06;2025;1;Salaries and wages of employees with indefinite or fixed-term employment contract;107631;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040111IND01;RS;REPUBLIC OF SERBIA;06;2025;2;Salaries and wages of employees in temporary and occasional employment;64452;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040111IND01;RS;REPUBLIC OF SERBIA;07;2018;0;Total;49314;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040111IND01;RS;REPUBLIC OF SERBIA;07;2018;1;Salaries and wages of employees with indefinite or fixed-term employment contract;49629;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040111IND01;RS;REPUBLIC OF SERBIA;07;2018;2;Salaries and wages of employees in temporary and occasional employment;32658;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040111IND01;RS;REPUBLIC OF SERBIA;07;2019;0;Total;54278;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040111IND01;RS;REPUBLIC OF SERBIA;07;2019;1;Salaries and wages of employees with indefinite or fixed-term employment contract;54619;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040111IND01;RS;REPUBLIC OF SERBIA;07;2019;2;Salaries and wages of employees in temporary and occasional employment;35224;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040111IND01;RS;REPUBLIC OF SERBIA;07;2020;0;Total;59339;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040111IND01;RS;REPUBLIC OF SERBIA;07;2020;1;Salaries and wages of employees with indefinite or fixed-term employment contract;59636;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040111IND01;RS;REPUBLIC OF SERBIA;07;2020;2;Salaries and wages of employees in temporary and occasional employment;38123;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040111IND01;RS;REPUBLIC OF SERBIA;07;2021;0;Total;64358;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040111IND01;RS;REPUBLIC OF SERBIA;07;2021;1;Salaries and wages of employees with indefinite or fixed-term employment contract;64654;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040111IND01;RS;REPUBLIC OF SERBIA;07;2021;2;Salaries and wages of employees in temporary and occasional employment;40975;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040111IND01;RS;REPUBLIC OF SERBIA;07;2022;0;Total;72975;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040111IND01;RS;REPUBLIC OF SERBIA;07;2022;1;Salaries and wages of employees with indefinite or fixed-term employment contract;73339;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040111IND01;RS;REPUBLIC OF SERBIA;07;2022;2;Salaries and wages of employees in temporary and occasional employment;43938;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040111IND01;RS;REPUBLIC OF SERBIA;07;2023;0;Total;84143;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040111IND01;RS;REPUBLIC OF SERBIA;07;2023;1;Salaries and wages of employees with indefinite or fixed-term employment contract;84535;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040111IND01;RS;REPUBLIC OF SERBIA;07;2023;2;Salaries and wages of employees in temporary and occasional employment;50017;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040111IND01;RS;REPUBLIC OF SERBIA;07;2024;0;Total;96759;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040111IND01;RS;REPUBLIC OF SERBIA;07;2024;1;Salaries and wages of employees with indefinite or fixed-term employment contract;97177;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040111IND01;RS;REPUBLIC OF SERBIA;07;2024;2;Salaries and wages of employees in temporary and occasional employment;58461;RSD;RSD;SORS;Average net earnings;A;Normal value
2403040111IND01;RS;REPUBLIC OF SERBIA;07;2025;0;Total;107449;RSD;RSD;SORS;Average net earnings;A;Normal value
