municipality_code,municipality_name,year,quarter,earnings_type,territory_level,territory_level_order,parent_territory_code,parent_territory_name,country_code,country_name,macro_region_code,macro_region_name,statistical_region_code,statistical_region_name,administrative_district_code,administrative_district_name,local_unit_type,city_group_code,city_group_name,quarterly_avg_value_rsd,months_in_quarter,is_complete_quarter,month_list,min_month_value_rsd,max_month_value_rsd
70297,Bojnik,2022,Q3,gross,local_unit,5,RS224,Jablanička oblast,RS,REPUBLIC OF SERBIA,RS2,SRBIJA – JUG,RS22,Region Južne i Istočne Srbije,RS224,Jablanička oblast,municipality,,,68119.33,3,True,"07,08,09",66521,69447
70297,Bojnik,2022,Q3,net,local_unit,5,RS224,Jablanička oblast,RS,REPUBLIC OF SERBIA,RS2,SRBIJA – JUG,RS22,Region Južne i Istočne Srbije,RS224,Jablanička oblast,municipality,,,49491.33,3,True,"07,08,09",48349,50413
70297,Bojnik,2022,Q4,gross,local_unit,5,RS224,Jablanička oblast,RS,REPUBLIC OF SERBIA,RS2,SRBIJA – JUG,RS22,Region Južne i Istočne Srbije,RS224,Jablanička oblast,municipality,,,69304.33,3,True,"10,11,12",67685,70787
70297,Bojnik,2022,Q4,net,local_unit,5,RS224,Jablanička oblast,RS,REPUBLIC OF SERBIA,RS2,SRBIJA – JUG,RS22,Region Južne i Istočne Srbije,RS224,Jablanička oblast,municipality,,,50344,3,True,"10,11,12",49157,51466
70297,Bojnik,2023,Q1,gross,local_unit,5,RS224,Jablanička oblast,RS,REPUBLIC OF SERBIA,RS2,SRBIJA – JUG,RS22,Region Južne i Istočne Srbije,RS224,Jablanička oblast,municipality,,,77448,3,True,"01,02,03",75313,79819
70297,Bojnik,2023,Q1,net,local_unit,5,RS224,Jablanička oblast,RS,REPUBLIC OF SERBIA,RS2,SRBIJA – JUG,RS22,Region Južne i Istočne Srbije,RS224,Jablanička oblast,municipality,,,56238.67,3,True,"01,02,03",54729,57883
70297,Bojnik,2023,Q2,gross,local_unit,5,RS224,Jablanička oblast,RS,REPUBLIC OF SERBIA,RS2,SRBIJA – JUG,RS22,Region Južne i Istočne Srbije,RS224,Jablanička oblast,municipality,,,79619,3,True,"04,05,06",77002,81636
70297,Bojnik,2023,Q2,net,local_unit,5,RS224,Jablanička oblast,RS,REPUBLIC OF SERBIA,RS2,SRBIJA – JUG,RS22,Region Južne i Istočne Srbije,RS224,Jablanička oblast,municipality,,,57747.67,3,True,"04,05,06",55902,59171
70297,Bojnik,2023,Q3,gross,local_unit,5,RS224,Jablanička oblast,RS,REPUBLIC OF SERBIA,RS2,SRBIJA – JUG,RS22,Region Južne i Istočne Srbije,RS224,Jablanička oblast,municipality,,,78430.67,3,True,"07,08,09",76983,79698
70297,Bojnik,2023,Q3,net,local_unit,5,RS224,Jablanička oblast,RS,REPUBLIC OF SERBIA,RS2,SRBIJA – JUG,RS22,Region Južne i Istočne Srbije,RS224,Jablanička oblast,municipality,,,56945.67,3,True,"07,08,09",55890,57845
70297,Bojnik,2023,Q4,gross,local_unit,5,RS224,Jablanička oblast,RS,REPUBLIC OF SERBIA,RS2,SRBIJA – JUG,RS22,Region Južne i Istočne Srbije,RS224,Jablanička oblast,municipality,,,80518,3,True,"10,11,12",78741,81836
70297,Bojnik,2023,Q4,net,local_unit,5,RS224,Jablanička oblast,RS,REPUBLIC OF SERBIA,RS2,SRBIJA – JUG,RS22,Region Južne i Istočne Srbije,RS224,Jablanička oblast,municipality,,,58565.67,3,True,"10,11,12",57128,59708
70297,Bojnik,2024,Q1,gross,local_unit,5,RS224,Jablanička oblast,RS,REPUBLIC OF SERBIA,RS2,SRBIJA – JUG,RS22,Region Južne i Istočne Srbije,RS224,Jablanička oblast,municipality,,,90135.33,3,True,"01,02,03",88181,91553
70297,Bojnik,2024,Q1,net,local_unit,5,RS224,Jablanička oblast,RS,REPUBLIC OF SERBIA,RS2,SRBIJA – JUG,RS22,Region Južne i Istočne Srbije,RS224,Jablanička oblast,municipality,,,65634.33,3,True,"01,02,03",64081,66440
70297,Bojnik,2024,Q2,gross,local_unit,5,RS224,Jablanička oblast,RS,REPUBLIC OF SERBIA,RS2,SRBIJA – JUG,RS22,Region Južne i Istočne Srbije,RS224,Jablanička oblast,municipality,,,90654.67,3,True,"04,05,06",88402,93475
70297,Bojnik,2024,Q2,net,local_unit,5,RS224,Jablanička oblast,RS,REPUBLIC OF SERBIA,RS2,SRBIJA – JUG,RS22,Region Južne i Istočne Srbije,RS224,Jablanička oblast,municipality,,,65771.67,3,True,"04,05,06",64174,67749
70297,Bojnik,2024,Q3,gross,local_unit,5,RS224,Jablanička oblast,RS,REPUBLIC OF SERBIA,RS2,SRBIJA – JUG,RS22,Region Južne i Istočne Srbije,RS224,Jablanička oblast,municipality,,,89207.33,3,True,"07,08,09",87612,91337
70297,Bojnik,2024,Q3,net,local_unit,5,RS224,Jablanička oblast,RS,REPUBLIC OF SERBIA,RS2,SRBIJA – JUG,RS22,Region Južne i Istočne Srbije,RS224,Jablanička oblast,municipality,,,64732,3,True,"07,08,09",63622,66219
70297,Bojnik,2024,Q4,gross,local_unit,5,RS224,Jablanička oblast,RS,REPUBLIC OF SERBIA,RS2,SRBIJA – JUG,RS22,Region Južne i Istočne Srbije,RS224,Jablanička oblast,municipality,,,91740.33,3,True,"10,11,12",90142,94554
70297,Bojnik,2024,Q4,net,local_unit,5,RS224,Jablanička oblast,RS,REPUBLIC OF SERBIA,RS2,SRBIJA – JUG,RS22,Region Južne i Istočne Srbije,RS224,Jablanička oblast,municipality,,,66659.67,3,True,"10,11,12",65593,68729
70297,Bojnik,2025,Q1,gross,local_unit,5,RS224,Jablanička oblast,RS,REPUBLIC OF SERBIA,RS2,SRBIJA – JUG,RS22,Region Južne i Istočne Srbije,RS224,Jablanička oblast,municipality,,,99669.33,3,True,"01,02,03",98480,101857
70297,Bojnik,2025,Q1,net,local_unit,5,RS224,Jablanička oblast,RS,REPUBLIC OF SERBIA,RS2,SRBIJA – JUG,RS22,Region Južne i Istočne Srbije,RS224,Jablanička oblast,municipality,,,72387.33,3,True,"01,02,03",71549,73927
70297,Bojnik,2025,Q2,gross,local_unit,5,RS224,Jablanička oblast,RS,REPUBLIC OF SERBIA,RS2,SRBIJA – JUG,RS22,Region Južne i Istočne Srbije,RS224,Jablanička oblast,municipality,,,101720,3,True,"04,05,06",100732,102316
70297,Bojnik,2025,Q2,net,local_unit,5,RS224,Jablanička oblast,RS,REPUBLIC OF SERBIA,RS2,SRBIJA – JUG,RS22,Region Južne i Istočne Srbije,RS224,Jablanička oblast,municipality,,,73817,3,True,"04,05,06",73145,74224
70297,Bojnik,2025,Q3,gross,local_unit,5,RS224,Jablanička oblast,RS,REPUBLIC OF SERBIA,RS2,SRBIJA – JUG,RS22,Region Južne i Istočne Srbije,RS224,Jablanička oblast,municipality,,,102690.33,3,True,"07,08,09",100201,104459
70297,Bojnik,2025,Q3,net,local_unit,5,RS224,Jablanička oblast,RS,REPUBLIC OF SERBIA,RS2,SRBIJA – JUG,RS22,Region Južne i Istočne Srbije,RS224,Jablanička oblast,municipality,,,74507,3,True,"07,08,09",72752,75765
70297,Bojnik,2025,Q4,gross,local_unit,5,RS224,Jablanička oblast,RS,REPUBLIC OF SERBIA,RS2,SRBIJA – JUG,RS22,Region Južne i Istočne Srbije,RS224,Jablanička oblast,municipality,,,109034.67,3,True,"10,11,12",103017,116590
70297,Bojnik,2025,Q4,net,local_unit,5,RS224,Jablanička oblast,RS,REPUBLIC OF SERBIA,RS2,SRBIJA – JUG,RS22,Region Južne i Istočne Srbije,RS224,Jablanička oblast,municipality,,,79327.67,3,True,"10,11,12",74718,85404
70297,Bojnik,2026,Q1,gross,local_unit,5,RS224,Jablanička oblast,RS,REPUBLIC OF SERBIA,RS2,SRBIJA – JUG,RS22,Region Južne i Istočne Srbije,RS224,Jablanička oblast,municipality,,,114651,2,False,"01,02",111839,117463
70297,Bojnik,2026,Q1,net,local_unit,5,RS224,Jablanička oblast,RS,REPUBLIC OF SERBIA,RS2,SRBIJA – JUG,RS22,Region Južne i Istočne Srbije,RS224,Jablanička oblast,municipality,,,83499,2,False,"01,02",81430,85568
70319,Boljevac,2018,Q1,gross,local_unit,5,RS223,Zaječarska oblast,RS,REPUBLIC OF SERBIA,RS2,SRBIJA – JUG,RS22,Region Južne i Istočne Srbije,RS223,Zaječarska oblast,municipality,,,58483.67,3,True,"01,02,03",56687,59854
70319,Boljevac,2018,Q1,net,local_unit,5,RS223,Zaječarska oblast,RS,REPUBLIC OF SERBIA,RS2,SRBIJA – JUG,RS22,Region Južne i Istočne Srbije,RS223,Zaječarska oblast,municipality,,,42311.33,3,True,"01,02,03",41053,43275
70319,Boljevac,2018,Q2,gross,local_unit,5,RS223,Zaječarska oblast,RS,REPUBLIC OF SERBIA,RS2,SRBIJA – JUG,RS22,Region Južne i Istočne Srbije,RS223,Zaječarska oblast,municipality,,,59997.67,3,True,"04,05,06",58496,61924
70319,Boljevac,2018,Q2,net,local_unit,5,RS223,Zaječarska oblast,RS,REPUBLIC OF SERBIA,RS2,SRBIJA – JUG,RS22,Region Južne i Istočne Srbije,RS223,Zaječarska oblast,municipality,,,43382.67,3,True,"04,05,06",42337,44733
70319,Boljevac,2018,Q3,gross,local_unit,5,RS223,Zaječarska oblast,RS,REPUBLIC OF SERBIA,RS2,SRBIJA – JUG,RS22,Region Južne i Istočne Srbije,RS223,Zaječarska oblast,municipality,,,58931,3,True,"07,08,09",57285,60389
70319,Boljevac,2018,Q3,net,local_unit,5,RS223,Zaječarska oblast,RS,REPUBLIC OF SERBIA,RS2,SRBIJA – JUG,RS22,Region Južne i Istočne Srbije,RS223,Zaječarska oblast,municipality,,,42631.67,3,True,"07,08,09",41470,43663
70319,Boljevac,2018,Q4,gross,local_unit,5,RS223,Zaječarska oblast,RS,REPUBLIC OF SERBIA,RS2,SRBIJA – JUG,RS22,Region Južne i Istočne Srbije,RS223,Zaječarska oblast,municipality,,,61435,3,True,"10,11,12",59410,65255
70319,Boljevac,2018,Q4,net,local_unit,5,RS223,Zaječarska oblast,RS,REPUBLIC OF SERBIA,RS2,SRBIJA – JUG,RS22,Region Južne i Istočne Srbije,RS223,Zaječarska oblast,municipality,,,44683,3,True,"10,11,12",42959,47969
70319,Boljevac,2019,Q1,gross,local_unit,5,RS223,Zaječarska oblast,RS,REPUBLIC OF SERBIA,RS2,SRBIJA – JUG,RS22,Region Južne i Istočne Srbije,RS223,Zaječarska oblast,municipality,,,63056.67,3,True,"01,02,03",60832,64651
70319,Boljevac,2019,Q1,net,local_unit,5,RS223,Zaječarska oblast,RS,REPUBLIC OF SERBIA,RS2,SRBIJA – JUG,RS22,Region Južne i Istočne Srbije,RS223,Zaječarska oblast,municipality,,,45560.33,3,True,"01,02,03",44000,46671
70319,Boljevac,2019,Q2,gross,local_unit,5,RS223,Zaječarska oblast,RS,REPUBLIC OF SERBIA,RS2,SRBIJA – JUG,RS22,Region Južne i Istočne Srbije,RS223,Zaječarska oblast,municipality,,,63753,3,True,"04,05,06",60993,65171
70319,Boljevac,2019,Q2,net,local_unit,5,RS223,Zaječarska oblast,RS,REPUBLIC OF SERBIA,RS2,SRBIJA – JUG,RS22,Region Južne i Istočne Srbije,RS223,Zaječarska oblast,municipality,,,46055.67,3,True,"04,05,06",44117,47052
70319,Boljevac,2019,Q3,gross,local_unit,5,RS223,Zaječarska oblast,RS,REPUBLIC OF SERBIA,RS2,SRBIJA – JUG,RS22,Region Južne i Istočne Srbije,RS223,Zaječarska oblast,municipality,,,63909,3,True,"07,08,09",63210,65275
70319,Boljevac,2019,Q3,net,local_unit,5,RS223,Zaječarska oblast,RS,REPUBLIC OF SERBIA,RS2,SRBIJA – JUG,RS22,Region Južne i Istočne Srbije,RS223,Zaječarska oblast,municipality,,,46143.67,3,True,"07,08,09",45647,47110
70319,Boljevac,2019,Q4,gross,local_unit,5,RS223,Zaječarska oblast,RS,REPUBLIC OF SERBIA,RS2,SRBIJA – JUG,RS22,Region Južne i Istočne Srbije,RS223,Zaječarska oblast,municipality,,,69266.33,3,True,"10,11,12",65065,76745
70319,Boljevac,2019,Q4,net,local_unit,5,RS223,Zaječarska oblast,RS,REPUBLIC OF SERBIA,RS2,SRBIJA – JUG,RS22,Region Južne i Istočne Srbije,RS223,Zaječarska oblast,municipality,,,50348,3,True,"10,11,12",46944,56495
70319,Boljevac,2020,Q1,gross,local_unit,5,RS223,Zaječarska oblast,RS,REPUBLIC OF SERBIA,RS2,SRBIJA – JUG,RS22,Region Južne i Istočne Srbije,RS223,Zaječarska oblast,municipality,,,69751,3,True,"01,02,03",67382,71813
70319,Boljevac,2020,Q1,net,local_unit,5,RS223,Zaječarska oblast,RS,REPUBLIC OF SERBIA,RS2,SRBIJA – JUG,RS22,Region Južne i Istočne Srbije,RS223,Zaječarska oblast,municipality,,,50324.67,3,True,"01,02,03",48678,51800
70319,Boljevac,2020,Q2,gross,local_unit,5,RS223,Zaječarska oblast,RS,REPUBLIC OF SERBIA,RS2,SRBIJA – JUG,RS22,Region Južne i Istočne Srbije,RS223,Zaječarska oblast,municipality,,,70134.67,3,True,"04,05,06",69340,71294
70319,Boljevac,2020,Q2,net,local_unit,5,RS223,Zaječarska oblast,RS,REPUBLIC OF SERBIA,RS2,SRBIJA – JUG,RS22,Region Južne i Istočne Srbije,RS223,Zaječarska oblast,municipality,,,50516.33,3,True,"04,05,06",49984,51319
70319,Boljevac,2020,Q3,gross,local_unit,5,RS223,Zaječarska oblast,RS,REPUBLIC OF SERBIA,RS2,SRBIJA – JUG,RS22,Region Južne i Istočne Srbije,RS223,Zaječarska oblast,municipality,,,68544.33,3,True,"07,08,09",66999,70112
70319,Boljevac,2020,Q3,net,local_unit,5,RS223,Zaječarska oblast,RS,REPUBLIC OF SERBIA,RS2,SRBIJA – JUG,RS22,Region Južne i Istočne Srbije,RS223,Zaječarska oblast,municipality,,,49426,3,True,"07,08,09",48336,50518
70319,Boljevac,2020,Q4,gross,local_unit,5,RS223,Zaječarska oblast,RS,REPUBLIC OF SERBIA,RS2,SRBIJA – JUG,RS22,Region Južne i Istočne Srbije,RS223,Zaječarska oblast,municipality,,,70762,3,True,"10,11,12",69164,73571
70319,Boljevac,2020,Q4,net,local_unit,5,RS223,Zaječarska oblast,RS,REPUBLIC OF SERBIA,RS2,SRBIJA – JUG,RS22,Region Južne i Istočne Srbije,RS223,Zaječarska oblast,municipality,,,51068.33,3,True,"10,11,12",49898,53153
70319,Boljevac,2021,Q1,gross,local_unit,5,RS223,Zaječarska oblast,RS,REPUBLIC OF SERBIA,RS2,SRBIJA – JUG,RS22,Region Južne i Istočne Srbije,RS223,Zaječarska oblast,municipality,,,73521.67,3,True,"01,02,03",71805,76138
70319,Boljevac,2021,Q1,net,local_unit,5,RS223,Zaječarska oblast,RS,REPUBLIC OF SERBIA,RS2,SRBIJA – JUG,RS22,Region Južne i Istočne Srbije,RS223,Zaječarska oblast,municipality,,,53151.33,3,True,"01,02,03",51950,54979
70319,Boljevac,2021,Q2,gross,local_unit,5,RS223,Zaječarska oblast,RS,REPUBLIC OF SERBIA,RS2,SRBIJA – JUG,RS22,Region Južne i Istočne Srbije,RS223,Zaječarska oblast,municipality,,,75452,3,True,"04,05,06",75151,75813
70319,Boljevac,2021,Q2,net,local_unit,5,RS223,Zaječarska oblast,RS,REPUBLIC OF SERBIA,RS2,SRBIJA – JUG,RS22,Region Južne i Istočne Srbije,RS223,Zaječarska oblast,municipality,,,54502,3,True,"04,05,06",54284,54772
70319,Boljevac,2021,Q3,gross,local_unit,5,RS223,Zaječarska oblast,RS,REPUBLIC OF SERBIA,RS2,SRBIJA – JUG,RS22,Region Južne i Istočne Srbije,RS223,Zaječarska oblast,municipality,,,77647.33,3,True,"07,08,09",77404,78041
70319,Boljevac,2021,Q3,net,local_unit,5,RS223,Zaječarska oblast,RS,REPUBLIC OF SERBIA,RS2,SRBIJA – JUG,RS22,Region Južne i Istočne Srbije,RS223,Zaječarska oblast,municipality,,,56046,3,True,"07,08,09",55918,56300
70319,Boljevac,2021,Q4,gross,local_unit,5,RS223,Zaječarska oblast,RS,REPUBLIC OF SERBIA,RS2,SRBIJA – JUG,RS22,Region Južne i Istočne Srbije,RS223,Zaječarska oblast,municipality,,,81310,3,True,"10,11,12",77217,86255
70319,Boljevac,2021,Q4,net,local_unit,5,RS223,Zaječarska oblast,RS,REPUBLIC OF SERBIA,RS2,SRBIJA – JUG,RS22,Region Južne i Istočne Srbije,RS223,Zaječarska oblast,municipality,,,58727,3,True,"10,11,12",55737,62426
70319,Boljevac,2022,Q1,gross,local_unit,5,RS223,Zaječarska oblast,RS,REPUBLIC OF SERBIA,RS2,SRBIJA – JUG,RS22,Region Južne i Istočne Srbije,RS223,Zaječarska oblast,municipality,,,85713.67,3,True,"01,02,03",83480,87667
70319,Boljevac,2022,Q1,net,local_unit,5,RS223,Zaječarska oblast,RS,REPUBLIC OF SERBIA,RS2,SRBIJA – JUG,RS22,Region Južne i Istočne Srbije,RS223,Zaječarska oblast,municipality,,,61812.33,3,True,"01,02,03",60242,63180
70319,Boljevac,2022,Q2,gross,local_unit,5,RS223,Zaječarska oblast,RS,REPUBLIC OF SERBIA,RS2,SRBIJA – JUG,RS22,Region Južne i Istočne Srbije,RS223,Zaječarska oblast,municipality,,,86913,3,True,"04,05,06",86122,87980
70319,Boljevac,2022,Q2,net,local_unit,5,RS223,Zaječarska oblast,RS,REPUBLIC OF SERBIA,RS2,SRBIJA – JUG,RS22,Region Južne i Istočne Srbije,RS223,Zaječarska oblast,municipality,,,62638,3,True,"04,05,06",62079,63378
70319,Boljevac,2022,Q3,gross,local_unit,5,RS223,Zaječarska oblast,RS,REPUBLIC OF SERBIA,RS2,SRBIJA – JUG,RS22,Region Južne i Istočne Srbije,RS223,Zaječarska oblast,municipality,,,86959.67,3,True,"07,08,09",85208,88734
70319,Boljevac,2022,Q3,net,local_unit,5,RS223,Zaječarska oblast,RS,REPUBLIC OF SERBIA,RS2,SRBIJA – JUG,RS22,Region Južne i Istočne Srbije,RS223,Zaječarska oblast,municipality,,,62666,3,True,"07,08,09",61437,63910
70319,Boljevac,2022,Q4,gross,local_unit,5,RS223,Zaječarska oblast,RS,REPUBLIC OF SERBIA,RS2,SRBIJA – JUG,RS22,Region Južne i Istočne Srbije,RS223,Zaječarska oblast,municipality,,,90618.33,3,True,"10,11,12",87448,92650
70319,Boljevac,2022,Q4,net,local_unit,5,RS223,Zaječarska oblast,RS,REPUBLIC OF SERBIA,RS2,SRBIJA – JUG,RS22,Region Južne i Istočne Srbije,RS223,Zaječarska oblast,municipality,,,65391,3,True,"10,11,12",62992,66930
70319,Boljevac,2023,Q1,gross,local_unit,5,RS223,Zaječarska oblast,RS,REPUBLIC OF SERBIA,RS2,SRBIJA – JUG,RS22,Region Južne i Istočne Srbije,RS223,Zaječarska oblast,municipality,,,99280.67,3,True,"01,02,03",96427,101280
70319,Boljevac,2023,Q1,net,local_unit,5,RS223,Zaječarska oblast,RS,REPUBLIC OF SERBIA,RS2,SRBIJA – JUG,RS22,Region Južne i Istočne Srbije,RS223,Zaječarska oblast,municipality,,,71551.67,3,True,"01,02,03",69561,72947
70319,Boljevac,2023,Q2,gross,local_unit,5,RS223,Zaječarska oblast,RS,REPUBLIC OF SERBIA,RS2,SRBIJA – JUG,RS22,Region Južne i Istočne Srbije,RS223,Zaječarska oblast,municipality,,,102173.67,3,True,"04,05,06",100976,104043
70319,Boljevac,2023,Q2,net,local_unit,5,RS223,Zaječarska oblast,RS,REPUBLIC OF SERBIA,RS2,SRBIJA – JUG,RS22,Region Južne i Istočne Srbije,RS223,Zaječarska oblast,municipality,,,73611.33,3,True,"04,05,06",72834,74875
70319,Boljevac,2023,Q3,gross,local_unit,5,RS223,Zaječarska oblast,RS,REPUBLIC OF SERBIA,RS2,SRBIJA – JUG,RS22,Region Južne i Istočne Srbije,RS223,Zaječarska oblast,municipality,,,102934.33,3,True,"07,08,09",100441,105845
70319,Boljevac,2023,Q3,net,local_unit,5,RS223,Zaječarska oblast,RS,REPUBLIC OF SERBIA,RS2,SRBIJA – JUG,RS22,Region Južne i Istočne Srbije,RS223,Zaječarska oblast,municipality,,,74124.67,3,True,"07,08,09",72347,76220
70319,Boljevac,2023,Q4,gross,local_unit,5,RS223,Zaječarska oblast,RS,REPUBLIC OF SERBIA,RS2,SRBIJA – JUG,RS22,Region Južne i Istočne Srbije,RS223,Zaječarska oblast,municipality,,,107145.67,3,True,"10,11,12",105456,108206
70319,Boljevac,2023,Q4,net,local_unit,5,RS223,Zaječarska oblast,RS,REPUBLIC OF SERBIA,RS2,SRBIJA – JUG,RS22,Region Južne i Istočne Srbije,RS223,Zaječarska oblast,municipality,,,77242.33,3,True,"10,11,12",75910,78087
70319,Boljevac,2024,Q1,gross,local_unit,5,RS223,Zaječarska oblast,RS,REPUBLIC OF SERBIA,RS2,SRBIJA – JUG,RS22,Region Južne i Istočne Srbije,RS223,Zaječarska oblast,municipality,,,116243,3,True,"01,02,03",114961,118718
70319,Boljevac,2024,Q1,net,local_unit,5,RS223,Zaječarska oblast,RS,REPUBLIC OF SERBIA,RS2,SRBIJA – JUG,RS22,Region Južne i Istočne Srbije,RS223,Zaječarska oblast,municipality,,,83758,3,True,"01,02,03",82862,85479
70319,Boljevac,2024,Q2,gross,local_unit,5,RS223,Zaječarska oblast,RS,REPUBLIC OF SERBIA,RS2,SRBIJA – JUG,RS22,Region Južne i Istočne Srbije,RS223,Zaječarska oblast,municipality,,,117097,3,True,"04,05,06",113943,122111
70319,Boljevac,2024,Q2,net,local_unit,5,RS223,Zaječarska oblast,RS,REPUBLIC OF SERBIA,RS2,SRBIJA – JUG,RS22,Region Južne i Istočne Srbije,RS223,Zaječarska oblast,municipality,,,84373,3,True,"04,05,06",82170,87855
70319,Boljevac,2024,Q3,gross,local_unit,5,RS223,Zaječarska oblast,RS,REPUBLIC OF SERBIA,RS2,SRBIJA – JUG,RS22,Region Južne i Istočne Srbije,RS223,Zaječarska oblast,municipality,,,117149,3,True,"07,08,09",115687,118113
70319,Boljevac,2024,Q3,net,local_unit,5,RS223,Zaječarska oblast,RS,REPUBLIC OF SERBIA,RS2,SRBIJA – JUG,RS22,Region Južne i Istočne Srbije,RS223,Zaječarska oblast,municipality,,,84378.67,3,True,"07,08,09",83360,85062
70319,Boljevac,2024,Q4,gross,local_unit,5,RS223,Zaječarska oblast,RS,REPUBLIC OF SERBIA,RS2,SRBIJA – JUG,RS22,Region Južne i Istočne Srbije,RS223,Zaječarska oblast,municipality,,,120674,3,True,"10,11,12",118395,122912
70319,Boljevac,2024,Q4,net,local_unit,5,RS223,Zaječarska oblast,RS,REPUBLIC OF SERBIA,RS2,SRBIJA – JUG,RS22,Region Južne i Istočne Srbije,RS223,Zaječarska oblast,municipality,,,87074.67,3,True,"10,11,12",85235,88844
70319,Boljevac,2025,Q1,gross,local_unit,5,RS223,Zaječarska oblast,RS,REPUBLIC OF SERBIA,RS2,SRBIJA – JUG,RS22,Region Južne i Istočne Srbije,RS223,Zaječarska oblast,municipality,,,129234,3,True,"01,02,03",126912,132864
70319,Boljevac,2025,Q1,net,local_unit,5,RS223,Zaječarska oblast,RS,REPUBLIC OF SERBIA,RS2,SRBIJA – JUG,RS22,Region Južne i Istočne Srbije,RS223,Zaječarska oblast,municipality,,,93172,3,True,"01,02,03",91565,95696
70319,Boljevac,2025,Q2,gross,local_unit,5,RS223,Zaječarska oblast,RS,REPUBLIC OF SERBIA,RS2,SRBIJA – JUG,RS22,Region Južne i Istočne Srbije,RS223,Zaječarska oblast,municipality,,,131688,3,True,"04,05,06",129299,133580
70319,Boljevac,2025,Q2,net,local_unit,5,RS223,Zaječarska oblast,RS,REPUBLIC OF SERBIA,RS2,SRBIJA – JUG,RS22,Region Južne i Istočne Srbije,RS223,Zaječarska oblast,municipality,,,94914,3,True,"04,05,06",93299,96222
70319,Boljevac,2025,Q3,gross,local_unit,5,RS223,Zaječarska oblast,RS,REPUBLIC OF SERBIA,RS2,SRBIJA – JUG,RS22,Region Južne i Istočne Srbije,RS223,Zaječarska oblast,municipality,,,130255.67,3,True,"07,08,09",128759,131292
70319,Boljevac,2025,Q3,net,local_unit,5,RS223,Zaječarska oblast,RS,REPUBLIC OF SERBIA,RS2,SRBIJA – JUG,RS22,Region Južne i Istočne Srbije,RS223,Zaječarska oblast,municipality,,,93879,3,True,"07,08,09",92820,94606
70319,Boljevac,2025,Q4,gross,local_unit,5,RS223,Zaječarska oblast,RS,REPUBLIC OF SERBIA,RS2,SRBIJA – JUG,RS22,Region Južne i Istočne Srbije,RS223,Zaječarska oblast,municipality,,,140758.33,3,True,"10,11,12",135780,148696
70319,Boljevac,2025,Q4,net,local_unit,5,RS223,Zaječarska oblast,RS,REPUBLIC OF SERBIA,RS2,SRBIJA – JUG,RS22,Region Južne i Istočne Srbije,RS223,Zaječarska oblast,municipality,,,101853.33,3,True,"10,11,12",97769,107884
70319,Boljevac,2026,Q1,gross,local_unit,5,RS223,Zaječarska oblast,RS,REPUBLIC OF SERBIA,RS2,SRBIJA – JUG,RS22,Region Južne i Istočne Srbije,RS223,Zaječarska oblast,municipality,,,144306,2,False,"01,02",140680,147932
70319,Boljevac,2026,Q1,net,local_unit,5,RS223,Zaječarska oblast,RS,REPUBLIC OF SERBIA,RS2,SRBIJA – JUG,RS22,Region Južne i Istočne Srbije,RS223,Zaječarska oblast,municipality,,,104235,2,False,"01,02",101700,106770
70327,Bor,2018,Q1,gross,local_unit,5,RS221,Borska oblast,RS,REPUBLIC OF SERBIA,RS2,SRBIJA – JUG,RS22,Region Južne i Istočne Srbije,RS221,Borska oblast,municipality,,,71261.67,3,True,"01,02,03",68721,74463
70327,Bor,2018,Q1,net,local_unit,5,RS221,Borska oblast,RS,REPUBLIC OF SERBIA,RS2,SRBIJA – JUG,RS22,Region Južne i Istočne Srbije,RS221,Borska oblast,municipality,,,51373.33,3,True,"01,02,03",49587,53625
70327,Bor,2018,Q2,gross,local_unit,5,RS221,Borska oblast,RS,REPUBLIC OF SERBIA,RS2,SRBIJA – JUG,RS22,Region Južne i Istočne Srbije,RS221,Borska oblast,municipality,,,74171.67,3,True,"04,05,06",72049,76172
70327,Bor,2018,Q2,net,local_unit,5,RS221,Borska oblast,RS,REPUBLIC OF SERBIA,RS2,SRBIJA – JUG,RS22,Region Južne i Istočne Srbije,RS221,Borska oblast,municipality,,,53452,3,True,"04,05,06",51935,54831
70327,Bor,2018,Q3,gross,local_unit,5,RS221,Borska oblast,RS,REPUBLIC OF SERBIA,RS2,SRBIJA – JUG,RS22,Region Južne i Istočne Srbije,RS221,Borska oblast,municipality,,,72912.67,3,True,"07,08,09",71086,74583
70327,Bor,2018,Q3,net,local_unit,5,RS221,Borska oblast,RS,REPUBLIC OF SERBIA,RS2,SRBIJA – JUG,RS22,Region Južne i Istočne Srbije,RS221,Borska oblast,municipality,,,52528.67,3,True,"07,08,09",51241,53698
70327,Bor,2018,Q4,gross,local_unit,5,RS221,Borska oblast,RS,REPUBLIC OF SERBIA,RS2,SRBIJA – JUG,RS22,Region Južne i Istočne Srbije,RS221,Borska oblast,municipality,,,75996,3,True,"10,11,12",74030,79478
70327,Bor,2018,Q4,net,local_unit,5,RS221,Borska oblast,RS,REPUBLIC OF SERBIA,RS2,SRBIJA – JUG,RS22,Region Južne i Istočne Srbije,RS221,Borska oblast,municipality,,,54730.67,3,True,"10,11,12",53297,57283
70327,Bor,2019,Q1,gross,local_unit,5,RS221,Borska oblast,RS,REPUBLIC OF SERBIA,RS2,SRBIJA – JUG,RS22,Region Južne i Istočne Srbije,RS221,Borska oblast,municipality,,,83502.67,3,True,"01,02,03",79478,88610
