municipality_code,municipality_name,earnings_type,macro_region_name,statistical_region_name,administrative_district_name,local_unit_type,city_group_name,from_year,from_quarter,to_year,to_quarter,from_value_rsd,to_value_rsd,change_pct,abs_change_pct
71030,Rekovac,gross,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Pomoravska oblast,municipality,,2018,Q4,2019,Q1,54991.67,58578.33,6.52,6.52
71030,Rekovac,gross,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Pomoravska oblast,municipality,,2025,Q3,2025,Q4,110850.0,118072.67,6.52,6.52
80446,Temerin,gross,SRBIJA – SEVER,Region Vojvodine,Južnobačka oblast,municipality,,2023,Q3,2023,Q4,98928.33,105380.0,6.52,6.52
70394,Veliko Gradište,gross,SRBIJA – JUG,Region Južne i Istočne Srbije,Braničevska oblast,municipality,,2021,Q4,2022,Q1,71257.67,75893.67,6.51,6.51
70971,Priboj,gross,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Zlatiborska oblast,municipality,,2023,Q4,2024,Q1,96704.67,103001.0,6.51,6.51
71315,Crveni Krst,gross,SRBIJA – JUG,Region Južne i Istočne Srbije,Nišavska oblast,city_municipality,Grad Niš,2022,Q4,2023,Q1,88515.0,94273.33,6.51,6.51
70076,Batočina,net,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Šumadijska oblast,municipality,,2022,Q4,2023,Q1,59524.67,63392.33,6.5,6.5
70548,Žitorađa,net,SRBIJA – JUG,Region Južne i Istočne Srbije,Toplička oblast,municipality,,2020,Q4,2021,Q1,54315.0,50782.67,-6.5,6.5
70629,Kosjerić,gross,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Zlatiborska oblast,municipality,,2023,Q1,2023,Q2,95005.67,101179.67,6.5,6.5
71170,Trstenik,gross,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Rasinska oblast,municipality,,2023,Q3,2023,Q4,87857.67,93564.67,6.5,6.5
71358,Vranjska Banja,gross,SRBIJA – JUG,Region Južne i Istočne Srbije,Pčinjska oblast,city_municipality,Grad Vranje,2019,Q1,2019,Q2,48697.33,51864.67,6.5,6.5
80454,Titel,gross,SRBIJA – SEVER,Region Vojvodine,Južnobačka oblast,municipality,,2025,Q3,2025,Q4,120313.33,128131.33,6.5,6.5
70661,Krupanj,net,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Mačvanska oblast,municipality,,2023,Q3,2023,Q4,62905.33,66985.33,6.49,6.49
71242,Čačak,net,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Moravička oblast,municipality,,2024,Q3,2024,Q4,83628.0,89052.0,6.49,6.49
80055,Bač,gross,SRBIJA – SEVER,Region Vojvodine,Južnobačka oblast,municipality,,2019,Q4,2020,Q1,59307.33,63158.67,6.49,6.49
80063,Bačka Palanka,gross,SRBIJA – SEVER,Region Vojvodine,Južnobačka oblast,municipality,,2019,Q4,2020,Q1,69288.67,73783.0,6.49,6.49
80365,Senta,gross,SRBIJA – SEVER,Region Vojvodine,Severnobanatska oblast,municipality,,2022,Q4,2023,Q1,93154.0,99203.0,6.49,6.49
80390,Srbobran,gross,SRBIJA – SEVER,Region Vojvodine,Južnobačka oblast,municipality,,2022,Q4,2023,Q1,82505.33,87858.0,6.49,6.49
70173,Mladenovac,net,SRBIJA – SEVER,Beogradski region,Beogradski region,city_municipality,Grad Beograd,2021,Q3,2021,Q4,54846.67,58400.33,6.48,6.48
70432,Vranje,net,SRBIJA – JUG,Region Južne i Istočne Srbije,Pčinjska oblast,city_municipality,Grad Vranje,2018,Q4,2019,Q1,42612.67,45372.33,6.48,6.48
70572,Kladovo,net,SRBIJA – JUG,Region Južne i Istočne Srbije,Borska oblast,municipality,,2024,Q4,2025,Q1,83344.33,88744.33,6.48,6.48
70661,Krupanj,gross,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Mačvanska oblast,municipality,,2025,Q3,2025,Q4,114689.0,122118.67,6.48,6.48
70696,Kučevo,net,SRBIJA – JUG,Region Južne i Istočne Srbije,Braničevska oblast,municipality,,2022,Q4,2023,Q1,62457.33,66504.0,6.48,6.48
70742,Lučani,gross,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Moravička oblast,municipality,,2024,Q1,2024,Q2,128929.67,137283.0,6.48,6.48
70939,Pirot,net,SRBIJA – JUG,Region Južne i Istočne Srbije,Pirotska oblast,municipality,,2024,Q4,2025,Q1,89821.33,95638.67,6.48,6.48
79065,Grad Užice,net,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Zlatiborska oblast,city,Grad Užice,2025,Q3,2025,Q4,100302.33,106799.0,6.48,6.48
80039,Alibunar,gross,SRBIJA – SEVER,Region Vojvodine,Južnobanatska oblast,municipality,,2019,Q4,2020,Q1,63517.0,67635.33,6.48,6.48
80039,Alibunar,net,SRBIJA – SEVER,Region Vojvodine,Južnobanatska oblast,municipality,,2023,Q4,2024,Q1,72815.67,77537.0,6.48,6.48
80314,Pančevo,gross,SRBIJA – SEVER,Region Vojvodine,Južnobanatska oblast,municipality,,2023,Q3,2023,Q4,117521.0,125138.67,6.48,6.48
80373,Sečanj,net,SRBIJA – SEVER,Region Vojvodine,Srednjobanatska oblast,municipality,,2021,Q4,2022,Q1,54496.0,58028.33,6.48,6.48
70076,Batočina,gross,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Šumadijska oblast,municipality,,2022,Q4,2023,Q1,82311.0,87635.33,6.47,6.47
70149,Zvezdara,gross,SRBIJA – SEVER,Beogradski region,Beogradski region,city_municipality,Grad Beograd,2018,Q4,2019,Q1,88903.33,94651.67,6.47,6.47
70289,Bogatić,net,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Mačvanska oblast,municipality,,2024,Q4,2025,Q1,75490.33,80373.0,6.47,6.47
70297,Bojnik,net,SRBIJA – JUG,Region Južne i Istočne Srbije,Jablanička oblast,municipality,,2025,Q3,2025,Q4,74507.0,79327.67,6.47,6.47
70394,Veliko Gradište,net,SRBIJA – JUG,Region Južne i Istočne Srbije,Braničevska oblast,municipality,,2021,Q4,2022,Q1,51414.33,54740.33,6.47,6.47
70483,Gornji Milanovac,net,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Moravička oblast,municipality,,2021,Q3,2021,Q4,58290.0,62061.0,6.47,6.47
70548,Žitorađa,gross,SRBIJA – JUG,Region Južne i Istočne Srbije,Toplička oblast,municipality,,2019,Q4,2020,Q1,59843.0,63713.67,6.47,6.47
71048,Jagodina,gross,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Pomoravska oblast,municipality,,2022,Q4,2023,Q1,86561.33,92158.0,6.47,6.47
71323,Palilula (Niš),net,SRBIJA – JUG,Region Južne i Istočne Srbije,Nišavska oblast,city_municipality,Grad Niš,2023,Q4,2024,Q1,78563.33,83648.67,6.47,6.47
70297,Bojnik,gross,SRBIJA – JUG,Region Južne i Istočne Srbije,Jablanička oblast,municipality,,2018,Q4,2019,Q1,49331.0,52519.67,6.46,6.46
70505,Dimitrovgrad,net,SRBIJA – JUG,Region Južne i Istočne Srbije,Pirotska oblast,municipality,,2022,Q3,2022,Q4,55353.67,58929.0,6.46,6.46
70629,Kosjerić,net,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Zlatiborska oblast,municipality,,2018,Q4,2019,Q1,43614.67,46433.0,6.46,6.46
71188,Tutin,net,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Raška oblast,municipality,,2018,Q4,2019,Q1,40120.67,42713.67,6.46,6.46
71269,Šabac,net,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Mačvanska oblast,municipality,,2022,Q3,2022,Q4,64837.67,69029.0,6.46,6.46
71315,Crveni Krst,net,SRBIJA – JUG,Region Južne i Istočne Srbije,Nišavska oblast,city_municipality,Grad Niš,2022,Q4,2023,Q1,64278.33,68430.0,6.46,6.46
80136,Žabalj,net,SRBIJA – SEVER,Region Vojvodine,Južnobačka oblast,municipality,,2021,Q3,2021,Q4,52191.0,55560.67,6.46,6.46
70246,Stari grad,net,SRBIJA – SEVER,Beogradski region,Beogradski region,city_municipality,Grad Beograd,2020,Q3,2020,Q4,91910.0,97835.33,6.45,6.45
70505,Dimitrovgrad,gross,SRBIJA – JUG,Region Južne i Istočne Srbije,Pirotska oblast,municipality,,2021,Q3,2021,Q4,68468.67,72883.67,6.45,6.45
71170,Trstenik,net,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Rasinska oblast,municipality,,2021,Q3,2021,Q4,49231.67,52407.0,6.45,6.45
71358,Vranjska Banja,net,SRBIJA – JUG,Region Južne i Istočne Srbije,Pčinjska oblast,city_municipality,Grad Vranje,2018,Q1,2018,Q2,33751.33,31575.33,-6.45,6.45
80039,Alibunar,net,SRBIJA – SEVER,Region Vojvodine,Južnobanatska oblast,municipality,,2019,Q4,2020,Q1,46023.33,48993.33,6.45,6.45
80187,Irig,gross,SRBIJA – SEVER,Region Vojvodine,Sremska oblast,municipality,,2019,Q3,2019,Q4,59719.0,63568.0,6.45,6.45
80314,Pančevo,gross,SRBIJA – SEVER,Region Vojvodine,Južnobanatska oblast,municipality,,2022,Q3,2022,Q4,101117.0,107639.67,6.45,6.45
80411,Sremski Karlovci,net,SRBIJA – SEVER,Region Vojvodine,Južnobačka oblast,municipality,,2023,Q3,2023,Q4,78022.0,83055.33,6.45,6.45
70432,Vranje,gross,SRBIJA – JUG,Region Južne i Istočne Srbije,Pčinjska oblast,city_municipality,Grad Vranje,2025,Q3,2025,Q4,118254.0,125868.0,6.44,6.44
70459,Vrnjačka Banja,gross,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Raška oblast,municipality,,2022,Q4,2023,Q1,80179.33,85344.67,6.44,6.44
71293,Surčin,gross,SRBIJA – SEVER,Beogradski region,Beogradski region,city_municipality,Grad Beograd,2024,Q3,2024,Q4,123165.67,131094.67,6.44,6.44
71331,Medijana,gross,SRBIJA – JUG,Region Južne i Istočne Srbije,Nišavska oblast,city_municipality,Grad Niš,2022,Q4,2023,Q1,117540.67,125107.67,6.44,6.44
80187,Irig,net,SRBIJA – SEVER,Region Vojvodine,Sremska oblast,municipality,,2021,Q3,2021,Q4,52180.67,55539.67,6.44,6.44
70629,Kosjerić,gross,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Zlatiborska oblast,municipality,,2021,Q4,2022,Q1,79124.33,84215.67,6.43,6.43
70912,Petrovac na Mlavi,net,SRBIJA – JUG,Region Južne i Istočne Srbije,Braničevska oblast,municipality,,2025,Q3,2025,Q4,81054.67,86268.33,6.43,6.43
70963,Preševo,gross,SRBIJA – JUG,Region Južne i Istočne Srbije,Pčinjska oblast,municipality,,2021,Q4,2022,Q1,65083.0,69271.0,6.43,6.43
80136,Žabalj,gross,SRBIJA – SEVER,Region Vojvodine,Južnobačka oblast,municipality,,2023,Q4,2024,Q1,98884.33,105238.0,6.43,6.43
70505,Dimitrovgrad,gross,SRBIJA – JUG,Region Južne i Istočne Srbije,Pirotska oblast,municipality,,2022,Q4,2023,Q1,80990.67,86187.67,6.42,6.42
70882,Osečina,gross,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Kolubarska oblast,municipality,,2022,Q4,2023,Q1,82923.0,88243.0,6.42,6.42
70963,Preševo,net,SRBIJA – JUG,Region Južne i Istočne Srbije,Pčinjska oblast,municipality,,2021,Q4,2022,Q1,47005.67,50025.0,6.42,6.42
70998,Prokuplje,net,SRBIJA – JUG,Region Južne i Istočne Srbije,Toplička oblast,municipality,,2025,Q3,2025,Q4,87663.33,93294.33,6.42,6.42
71137,Surdulica,net,SRBIJA – JUG,Region Južne i Istočne Srbije,Pčinjska oblast,municipality,,2022,Q3,2022,Q4,57745.0,61450.67,6.42,6.42
80039,Alibunar,gross,SRBIJA – SEVER,Region Vojvodine,Južnobanatska oblast,municipality,,2023,Q4,2024,Q1,100622.33,107081.0,6.42,6.42
70564,Ivanjica,gross,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Moravička oblast,municipality,,2025,Q3,2025,Q4,113703.0,120995.33,6.41,6.41
70734,Loznica,gross,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Mačvanska oblast,municipality,,2021,Q4,2022,Q1,74658.33,79445.67,6.41,6.41
71099,Smederevo,gross,SRBIJA – JUG,Region Južne i Istočne Srbije,Podunavska oblast,municipality,,2018,Q2,2018,Q3,71365.0,66789.67,-6.41,6.41
79022,Grad Niš,net,SRBIJA – JUG,Region Južne i Istočne Srbije,Nišavska oblast,city,Grad Niš,2023,Q4,2024,Q1,85955.67,91468.33,6.41,6.41
80489,Čoka,gross,SRBIJA – SEVER,Region Vojvodine,Severnobanatska oblast,municipality,,2023,Q3,2023,Q4,90419.67,96216.0,6.41,6.41
80489,Čoka,net,SRBIJA – SEVER,Region Vojvodine,Severnobanatska oblast,municipality,,2023,Q3,2023,Q4,65475.33,69671.0,6.41,6.41
70351,Bujanovac,net,SRBIJA – JUG,Region Južne i Istočne Srbije,Pčinjska oblast,municipality,,2021,Q4,2022,Q1,48471.33,51575.67,6.4,6.4
70742,Lučani,gross,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Moravička oblast,municipality,,2018,Q4,2019,Q1,77927.33,72938.33,-6.4,6.4
71099,Smederevo,net,SRBIJA – JUG,Region Južne i Istočne Srbije,Podunavska oblast,municipality,,2023,Q1,2023,Q2,75359.33,80183.67,6.4,6.4
80454,Titel,gross,SRBIJA – SEVER,Region Vojvodine,Južnobačka oblast,municipality,,2023,Q3,2023,Q4,92405.0,98322.0,6.4,6.4
70483,Gornji Milanovac,gross,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Moravička oblast,municipality,,2023,Q3,2023,Q4,102347.67,108885.0,6.39,6.39
80098,Bela Crkva,gross,SRBIJA – SEVER,Region Vojvodine,Južnobanatska oblast,municipality,,2021,Q4,2022,Q1,76437.33,81324.67,6.39,6.39
80101,Beočin,net,SRBIJA – SEVER,Region Vojvodine,Južnobačka oblast,municipality,,2022,Q3,2022,Q4,62823.0,66836.33,6.39,6.39
80365,Senta,net,SRBIJA – SEVER,Region Vojvodine,Severnobanatska oblast,municipality,,2023,Q3,2023,Q4,71812.33,76404.0,6.39,6.39
80322,Pećinci,net,SRBIJA – SEVER,Region Vojvodine,Sremska oblast,municipality,,2018,Q3,2018,Q4,43198.67,45954.33,6.38,6.38
80365,Senta,net,SRBIJA – SEVER,Region Vojvodine,Severnobanatska oblast,municipality,,2022,Q4,2023,Q1,67393.33,71694.33,6.38,6.38
80497,Šid,gross,SRBIJA – SEVER,Region Vojvodine,Sremska oblast,municipality,,2022,Q3,2022,Q4,84477.33,89866.0,6.38,6.38
70297,Bojnik,net,SRBIJA – JUG,Region Južne i Istočne Srbije,Jablanička oblast,municipality,,2018,Q4,2019,Q1,35909.67,38196.67,6.37,6.37
70483,Gornji Milanovac,gross,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Moravička oblast,municipality,,2021,Q3,2021,Q4,80582.33,85716.67,6.37,6.37
70980,Prijepolje,net,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Zlatiborska oblast,municipality,,2023,Q4,2024,Q1,66194.0,70410.0,6.37,6.37
80268,Novi Bečej,gross,SRBIJA – SEVER,Region Vojvodine,Srednjobanatska oblast,municipality,,2019,Q3,2019,Q4,61071.33,64958.67,6.37,6.37
80268,Novi Bečej,gross,SRBIJA – SEVER,Region Vojvodine,Srednjobanatska oblast,municipality,,2025,Q3,2025,Q4,118244.0,125782.0,6.37,6.37
80462,Vrbas,net,SRBIJA – SEVER,Region Vojvodine,Južnobačka oblast,municipality,,2025,Q3,2025,Q4,90836.67,96624.33,6.37,6.37
70041,Arilje,gross,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Zlatiborska oblast,municipality,,2023,Q3,2023,Q4,86843.67,92365.33,6.36,6.36
70386,Velika Plana,net,SRBIJA – JUG,Region Južne i Istočne Srbije,Podunavska oblast,municipality,,2025,Q3,2025,Q4,87662.33,93238.0,6.36,6.36
70548,Žitorađa,net,SRBIJA – JUG,Region Južne i Istočne Srbije,Toplička oblast,municipality,,2019,Q4,2020,Q1,43441.33,46206.33,6.36,6.36
70572,Kladovo,gross,SRBIJA – JUG,Region Južne i Istočne Srbije,Borska oblast,municipality,,2022,Q4,2023,Q1,91518.67,97335.33,6.36,6.36
70912,Petrovac na Mlavi,gross,SRBIJA – JUG,Region Južne i Istočne Srbije,Braničevska oblast,municipality,,2025,Q3,2025,Q4,112033.67,119155.33,6.36,6.36
70939,Pirot,gross,SRBIJA – JUG,Region Južne i Istočne Srbije,Pirotska oblast,municipality,,2024,Q4,2025,Q1,124503.0,132426.67,6.36,6.36
71340,Kostolac,net,SRBIJA – JUG,Region Južne i Istočne Srbije,Braničevska oblast,city_municipality,Grad Požarevac,2018,Q3,2018,Q4,60473.0,64317.33,6.36,6.36
70246,Stari grad,net,SRBIJA – SEVER,Beogradski region,Beogradski region,city_municipality,Grad Beograd,2018,Q3,2018,Q4,73149.67,77791.33,6.35,6.35
70971,Priboj,net,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Zlatiborska oblast,municipality,,2023,Q4,2024,Q1,70012.33,74455.0,6.35,6.35
71021,Raška,net,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Raška oblast,municipality,,2019,Q3,2019,Q4,43708.0,46481.33,6.35,6.35
80136,Žabalj,net,SRBIJA – SEVER,Region Vojvodine,Južnobačka oblast,municipality,,2023,Q4,2024,Q1,71648.0,76196.33,6.35,6.35
80187,Irig,net,SRBIJA – SEVER,Region Vojvodine,Sremska oblast,municipality,,2019,Q3,2019,Q4,43359.67,46114.33,6.35,6.35
70092,Barajevo,gross,SRBIJA – SEVER,Beogradski region,Beogradski region,city_municipality,Grad Beograd,2023,Q4,2024,Q1,105992.67,112710.0,6.34,6.34
70289,Bogatić,gross,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Mačvanska oblast,municipality,,2021,Q4,2022,Q1,70761.0,75247.0,6.34,6.34
70904,Paraćin,net,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Pomoravska oblast,municipality,,2019,Q3,2019,Q4,44420.67,47235.0,6.34,6.34
70912,Petrovac na Mlavi,gross,SRBIJA – JUG,Region Južne i Istočne Srbije,Braničevska oblast,municipality,,2019,Q4,2020,Q1,59122.67,62872.33,6.34,6.34
70980,Prijepolje,gross,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Zlatiborska oblast,municipality,,2022,Q4,2023,Q1,80118.0,85199.33,6.34,6.34
80365,Senta,gross,SRBIJA – SEVER,Region Vojvodine,Severnobanatska oblast,municipality,,2023,Q3,2023,Q4,99439.0,105744.67,6.34,6.34
70033,Aranđelovac,net,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Šumadijska oblast,municipality,,2023,Q4,2024,Q1,76969.67,81843.33,6.33,6.33
70173,Mladenovac,gross,SRBIJA – SEVER,Beogradski region,Beogradski region,city_municipality,Grad Beograd,2021,Q3,2021,Q4,75709.0,80498.33,6.33,6.33
70335,Bosilegrad,gross,SRBIJA – JUG,Region Južne i Istočne Srbije,Pčinjska oblast,municipality,,2021,Q4,2022,Q1,68307.33,72633.0,6.33,6.33
70769,Ljig,gross,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Kolubarska oblast,municipality,,2019,Q4,2020,Q1,70380.67,74838.33,6.33,6.33
70980,Prijepolje,net,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Zlatiborska oblast,municipality,,2022,Q4,2023,Q1,58032.0,61702.67,6.33,6.33
80101,Beočin,net,SRBIJA – SEVER,Region Vojvodine,Južnobačka oblast,municipality,,2020,Q3,2020,Q4,51103.0,54336.0,6.33,6.33
80233,Kula,gross,SRBIJA – SEVER,Region Vojvodine,Zapadnobačka oblast,municipality,,2022,Q3,2022,Q4,83481.0,88767.33,6.33,6.33
80250,Nova Crnja,net,SRBIJA – SEVER,Region Vojvodine,Srednjobanatska oblast,municipality,,2023,Q3,2023,Q4,68149.0,72465.0,6.33,6.33
80411,Sremski Karlovci,gross,SRBIJA – SEVER,Region Vojvodine,Južnobačka oblast,municipality,,2023,Q3,2023,Q4,107864.67,114694.33,6.33,6.33
70092,Barajevo,net,SRBIJA – SEVER,Beogradski region,Beogradski region,city_municipality,Grad Beograd,2023,Q4,2024,Q1,76689.0,81537.67,6.32,6.32
70734,Loznica,net,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Mačvanska oblast,municipality,,2021,Q4,2022,Q1,54077.67,57498.0,6.32,6.32
70904,Paraćin,gross,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Pomoravska oblast,municipality,,2024,Q4,2025,Q1,112311.67,119409.33,6.32,6.32
70904,Paraćin,net,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Pomoravska oblast,municipality,,2021,Q3,2021,Q4,51180.33,54415.0,6.32,6.32
71137,Surdulica,gross,SRBIJA – JUG,Region Južne i Istočne Srbije,Pčinjska oblast,municipality,,2022,Q3,2022,Q4,79912.0,84960.0,6.32,6.32
71145,Užice,gross,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Zlatiborska oblast,city_municipality,Grad Užice,2025,Q3,2025,Q4,139729.0,148559.33,6.32,6.32
71315,Crveni Krst,net,SRBIJA – JUG,Region Južne i Istočne Srbije,Nišavska oblast,city_municipality,Grad Niš,2020,Q3,2020,Q4,49721.33,52861.33,6.32,6.32
80128,Vršac,net,SRBIJA – SEVER,Region Vojvodine,Južnobanatska oblast,municipality,,2024,Q3,2024,Q4,91691.67,97489.67,6.32,6.32
80446,Temerin,gross,SRBIJA – SEVER,Region Vojvodine,Južnobačka oblast,municipality,,2022,Q3,2022,Q4,87559.0,93091.33,6.32,6.32
70530,Žagubica,net,SRBIJA – JUG,Region Južne i Istočne Srbije,Braničevska oblast,municipality,,2018,Q3,2018,Q4,41501.0,44119.33,6.31,6.31
70742,Lučani,net,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Moravička oblast,municipality,,2024,Q1,2024,Q2,92785.33,98637.67,6.31,6.31
71030,Rekovac,net,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Pomoravska oblast,municipality,,2025,Q3,2025,Q4,80278.33,85346.67,6.31,6.31
71269,Šabac,gross,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Mačvanska oblast,municipality,,2022,Q3,2022,Q4,89724.33,95387.33,6.31,6.31
71323,Palilula (Niš),net,SRBIJA – JUG,Region Južne i Istočne Srbije,Nišavska oblast,city_municipality,Grad Niš,2020,Q3,2020,Q4,53262.0,56625.0,6.31,6.31
80390,Srbobran,net,SRBIJA – SEVER,Region Vojvodine,Južnobačka oblast,municipality,,2025,Q3,2025,Q4,85025.67,90392.0,6.31,6.31
70343,Brus,gross,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Rasinska oblast,municipality,,2018,Q4,2019,Q1,52921.33,56253.67,6.3,6.3
70840,Negotin,net,SRBIJA – JUG,Region Južne i Istočne Srbije,Borska oblast,municipality,,2022,Q4,2023,Q1,65995.67,70153.33,6.3,6.3
70912,Petrovac na Mlavi,gross,SRBIJA – JUG,Region Južne i Istočne Srbije,Braničevska oblast,municipality,,2021,Q3,2021,Q4,67933.67,72211.67,6.3,6.3
70955,Požega,net,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Zlatiborska oblast,municipality,,2024,Q3,2024,Q4,83647.33,88918.33,6.3,6.3
79022,Grad Niš,gross,SRBIJA – JUG,Region Južne i Istočne Srbije,Nišavska oblast,city,Grad Niš,2020,Q3,2020,Q4,78230.0,83156.67,6.3,6.3
80047,Apatin,gross,SRBIJA – SEVER,Region Vojvodine,Zapadnobačka oblast,municipality,,2024,Q4,2025,Q1,111737.33,118778.67,6.3,6.3
89010,Grad Novi Sad,gross,SRBIJA – SEVER,Region Vojvodine,Južnobačka oblast,city,Grad Novi Sad,2020,Q3,2020,Q4,92685.0,98526.67,6.3,6.3
70157,Zemun,net,SRBIJA – SEVER,Beogradski region,Beogradski region,city_municipality,Grad Beograd,2020,Q3,2020,Q4,67449.0,71691.0,6.29,6.29
70289,Bogatić,gross,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Mačvanska oblast,municipality,,2024,Q4,2025,Q1,104072.0,110621.33,6.29,6.29
71200,Ćuprija,gross,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Pomoravska oblast,municipality,,2024,Q4,2025,Q1,113533.33,120676.0,6.29,6.29
80233,Kula,net,SRBIJA – SEVER,Region Vojvodine,Zapadnobačka oblast,municipality,,2022,Q3,2022,Q4,60386.0,64186.33,6.29,6.29
80462,Vrbas,gross,SRBIJA – SEVER,Region Vojvodine,Južnobačka oblast,municipality,,2023,Q4,2024,Q1,103556.0,110069.33,6.29,6.29
70122,Grocka,gross,SRBIJA – SEVER,Beogradski region,Beogradski region,city_municipality,Grad Beograd,2023,Q4,2024,Q1,108804.67,115641.33,6.28,6.28
70386,Velika Plana,gross,SRBIJA – JUG,Region Južne i Istočne Srbije,Podunavska oblast,municipality,,2025,Q3,2025,Q4,121125.33,128732.33,6.28,6.28
80390,Srbobran,net,SRBIJA – SEVER,Region Vojvodine,Južnobačka oblast,municipality,,2022,Q4,2023,Q1,59859.33,63620.67,6.28,6.28
70106,Voždovac,net,SRBIJA – SEVER,Beogradski region,Beogradski region,city_municipality,Grad Beograd,2018,Q4,2019,Q1,64978.33,69049.33,6.27,6.27
70653,Kraljevo,net,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Raška oblast,municipality,,2021,Q3,2021,Q4,54797.33,58235.33,6.27,6.27
70939,Pirot,net,SRBIJA – JUG,Region Južne i Istočne Srbije,Pirotska oblast,municipality,,2022,Q1,2022,Q2,65788.0,69913.33,6.27,6.27
70955,Požega,gross,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Zlatiborska oblast,municipality,,2024,Q3,2024,Q4,115638.0,122892.0,6.27,6.27
80128,Vršac,gross,SRBIJA – SEVER,Region Vojvodine,Južnobanatska oblast,municipality,,2024,Q3,2024,Q4,127004.33,134973.67,6.27,6.27
80403,Sremska Mitrovica,net,SRBIJA – SEVER,Region Vojvodine,Sremska oblast,municipality,,2022,Q3,2022,Q4,66500.0,70667.0,6.27,6.27
70181,Novi Beograd,net,SRBIJA – SEVER,Beogradski region,Beogradski region,city_municipality,Grad Beograd,2018,Q3,2018,Q4,74174.67,78816.33,6.26,6.26
70289,Bogatić,net,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Mačvanska oblast,municipality,,2021,Q4,2022,Q1,51331.0,54545.33,6.26,6.26
70629,Kosjerić,net,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Zlatiborska oblast,municipality,,2021,Q4,2022,Q1,57173.0,60750.67,6.26,6.26
70874,Novi Pazar,net,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Raška oblast,municipality,,2021,Q3,2021,Q4,49360.0,52452.0,6.26,6.26
70998,Prokuplje,gross,SRBIJA – JUG,Region Južne i Istočne Srbije,Toplička oblast,municipality,,2025,Q3,2025,Q4,121249.0,128844.67,6.26,6.26
71030,Rekovac,net,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Pomoravska oblast,municipality,,2018,Q4,2019,Q1,39829.67,42322.67,6.26,6.26
71099,Smederevo,net,SRBIJA – JUG,Region Južne i Istočne Srbije,Podunavska oblast,municipality,,2018,Q2,2018,Q3,51450.67,48231.33,-6.26,6.26
71242,Čačak,gross,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Moravička oblast,municipality,,2024,Q3,2024,Q4,115749.67,122999.33,6.26,6.26
