municipality_code,municipality_name,earnings_type,macro_region_name,statistical_region_name,administrative_district_name,local_unit_type,city_group_name,from_year,from_quarter,to_year,to_quarter,from_value_rsd,to_value_rsd,change_pct,abs_change_pct
70050,Babušnica,net,SRBIJA – JUG,Region Južne i Istočne Srbije,Pirotska oblast,municipality,,2021,Q2,2021,Q3,52013.0,51839.33,-0.33,0.33
70122,Grocka,net,SRBIJA – SEVER,Beogradski region,Beogradski region,city_municipality,Grad Beograd,2019,Q2,2019,Q3,47084.33,47241.67,0.33,0.33
70149,Zvezdara,gross,SRBIJA – SEVER,Beogradski region,Beogradski region,city_municipality,Grad Beograd,2019,Q2,2019,Q3,95514.33,95198.67,-0.33,0.33
70173,Mladenovac,gross,SRBIJA – SEVER,Beogradski region,Beogradski region,city_municipality,Grad Beograd,2020,Q1,2020,Q2,69475.0,69706.0,0.33,0.33
70246,Stari grad,gross,SRBIJA – SEVER,Beogradski region,Beogradski region,city_municipality,Grad Beograd,2024,Q4,2025,Q1,250352.67,251185.33,0.33,0.33
70327,Bor,net,SRBIJA – JUG,Region Južne i Istočne Srbije,Borska oblast,municipality,,2020,Q2,2020,Q3,69598.33,69369.33,-0.33,0.33
70351,Bujanovac,gross,SRBIJA – JUG,Region Južne i Istočne Srbije,Pčinjska oblast,municipality,,2023,Q2,2023,Q3,83441.67,83164.33,-0.33,0.33
70521,Žabari,net,SRBIJA – JUG,Region Južne i Istočne Srbije,Braničevska oblast,municipality,,2019,Q1,2019,Q2,39648.67,39519.0,-0.33,0.33
70564,Ivanjica,gross,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Moravička oblast,municipality,,2024,Q2,2024,Q3,98590.0,98916.33,0.33,0.33
70599,Knić,gross,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Šumadijska oblast,municipality,,2025,Q2,2025,Q3,118598.0,118993.0,0.33,0.33
70599,Knić,net,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Šumadijska oblast,municipality,,2025,Q2,2025,Q3,85742.67,86023.0,0.33,0.33
70793,Mali Zvornik,gross,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Mačvanska oblast,municipality,,2023,Q2,2023,Q3,91998.0,91690.67,-0.33,0.33
70882,Osečina,gross,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Kolubarska oblast,municipality,,2023,Q2,2023,Q3,90415.0,90117.33,-0.33,0.33
70904,Paraćin,gross,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Pomoravska oblast,municipality,,2019,Q1,2019,Q2,60936.0,61140.0,0.33,0.33
71102,Smederevska Palanka,gross,SRBIJA – JUG,Region Južne i Istočne Srbije,Podunavska oblast,municipality,,2019,Q2,2019,Q3,63532.33,63322.67,-0.33,0.33
80306,Odžaci,gross,SRBIJA – SEVER,Region Vojvodine,Zapadnobačka oblast,municipality,,2018,Q2,2018,Q3,55972.33,56154.33,0.33,0.33
80306,Odžaci,net,SRBIJA – SEVER,Region Vojvodine,Zapadnobačka oblast,municipality,,2024,Q2,2024,Q3,78245.67,78500.67,0.33,0.33
80519,Petrovaradin,gross,SRBIJA – SEVER,Region Vojvodine,Južnobačka oblast,city_municipality,Grad Novi Sad,2018,Q2,2018,Q3,61393.33,61189.67,-0.33,0.33
80519,Petrovaradin,net,SRBIJA – SEVER,Region Vojvodine,Južnobačka oblast,city_municipality,Grad Novi Sad,2018,Q2,2018,Q3,44485.33,44336.67,-0.33,0.33
70025,Aleksinac,gross,SRBIJA – JUG,Region Južne i Istočne Srbije,Nišavska oblast,municipality,,2025,Q2,2025,Q3,118309.67,117936.33,-0.32,0.32
70068,Bajina Bašta,net,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Zlatiborska oblast,municipality,,2018,Q1,2018,Q2,39637.33,39764.33,0.32,0.32
70360,Valjevo,net,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Kolubarska oblast,municipality,,2025,Q2,2025,Q3,96155.0,95844.33,-0.32,0.32
70491,Despotovac,net,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Pomoravska oblast,municipality,,2021,Q2,2021,Q3,52721.33,52552.67,-0.32,0.32
70637,Koceljeva,gross,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Mačvanska oblast,municipality,,2020,Q1,2020,Q2,62050.67,61852.33,-0.32,0.32
70645,Kragujevac,gross,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Šumadijska oblast,municipality,,2025,Q2,2025,Q3,141226.0,141672.0,0.32,0.32
70742,Lučani,net,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Moravička oblast,municipality,,2022,Q2,2022,Q3,69901.67,70126.0,0.32,0.32
70785,Majdanpek,gross,SRBIJA – JUG,Region Južne i Istočne Srbije,Borska oblast,municipality,,2024,Q2,2024,Q3,140103.33,140545.33,0.32,0.32
70963,Preševo,gross,SRBIJA – JUG,Region Južne i Istočne Srbije,Pčinjska oblast,municipality,,2025,Q2,2025,Q3,101900.0,101576.33,-0.32,0.32
71137,Surdulica,gross,SRBIJA – JUG,Region Južne i Istočne Srbije,Pčinjska oblast,municipality,,2025,Q2,2025,Q3,117145.0,117522.33,0.32,0.32
71145,Užice,gross,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Zlatiborska oblast,city_municipality,Grad Užice,2025,Q2,2025,Q3,140173.33,139729.0,-0.32,0.32
71277,Lapovo,net,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Šumadijska oblast,municipality,,2019,Q2,2019,Q3,44018.33,43877.0,-0.32,0.32
71285,Niška Banja,gross,SRBIJA – JUG,Region Južne i Istočne Srbije,Nišavska oblast,city_municipality,Grad Niš,2025,Q2,2025,Q3,117614.0,117988.67,0.32,0.32
80098,Bela Crkva,net,SRBIJA – SEVER,Region Vojvodine,Južnobanatska oblast,municipality,,2021,Q2,2021,Q3,52776.33,52610.0,-0.32,0.32
80250,Nova Crnja,net,SRBIJA – SEVER,Region Vojvodine,Srednjobanatska oblast,municipality,,2020,Q1,2020,Q2,51063.33,51226.33,0.32,0.32
80390,Srbobran,net,SRBIJA – SEVER,Region Vojvodine,Južnobačka oblast,municipality,,2022,Q2,2022,Q3,56388.0,56567.33,0.32,0.32
80403,Sremska Mitrovica,net,SRBIJA – SEVER,Region Vojvodine,Sremska oblast,municipality,,2020,Q1,2020,Q2,54225.67,54052.67,-0.32,0.32
80497,Šid,net,SRBIJA – SEVER,Region Vojvodine,Sremska oblast,municipality,,2022,Q2,2022,Q3,60815.67,61009.67,0.32,0.32
70149,Zvezdara,net,SRBIJA – SEVER,Beogradski region,Beogradski region,city_municipality,Grad Beograd,2018,Q1,2018,Q2,61901.33,62091.67,0.31,0.31
70157,Zemun,gross,SRBIJA – SEVER,Beogradski region,Beogradski region,city_municipality,Grad Beograd,2018,Q2,2018,Q3,76386.0,76149.0,-0.31,0.31
70238,Sopot,gross,SRBIJA – SEVER,Beogradski region,Beogradski region,city_municipality,Grad Beograd,2019,Q2,2019,Q3,62905.0,62709.33,-0.31,0.31
70246,Stari grad,net,SRBIJA – SEVER,Beogradski region,Beogradski region,city_municipality,Grad Beograd,2021,Q2,2021,Q3,103088.33,102765.67,-0.31,0.31
70513,Doljevac,gross,SRBIJA – JUG,Region Južne i Istočne Srbije,Nišavska oblast,municipality,,2019,Q2,2019,Q3,55289.0,55461.67,0.31,0.31
70564,Ivanjica,net,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Moravička oblast,municipality,,2023,Q2,2023,Q3,62551.33,62747.67,0.31,0.31
70726,Leskovac,gross,SRBIJA – JUG,Region Južne i Istočne Srbije,Jablanička oblast,municipality,,2020,Q2,2020,Q3,64705.0,64906.67,0.31,0.31
70742,Lučani,gross,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Moravička oblast,municipality,,2022,Q2,2022,Q3,97204.0,97501.67,0.31,0.31
71021,Raška,gross,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Raška oblast,municipality,,2024,Q2,2024,Q3,103092.67,103408.67,0.31,0.31
71021,Raška,net,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Raška oblast,municipality,,2023,Q2,2023,Q3,64708.33,64507.0,-0.31,0.31
71021,Raška,net,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Raška oblast,municipality,,2024,Q2,2024,Q3,74571.0,74804.0,0.31,0.31
71200,Ćuprija,gross,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Pomoravska oblast,municipality,,2021,Q2,2021,Q3,74054.0,73824.33,-0.31,0.31
80071,Bačka Topola,gross,SRBIJA – SEVER,Region Vojvodine,Severnobačka oblast,municipality,,2020,Q1,2020,Q2,70611.67,70396.0,-0.31,0.31
80080,Bački Petrovac,gross,SRBIJA – SEVER,Region Vojvodine,Južnobačka oblast,municipality,,2023,Q2,2023,Q3,94966.67,95256.33,0.31,0.31
80098,Bela Crkva,gross,SRBIJA – SEVER,Region Vojvodine,Južnobanatska oblast,municipality,,2023,Q2,2023,Q3,91307.33,91025.0,-0.31,0.31
80098,Bela Crkva,net,SRBIJA – SEVER,Region Vojvodine,Južnobanatska oblast,municipality,,2019,Q1,2019,Q2,43039.67,43173.33,0.31,0.31
80098,Bela Crkva,net,SRBIJA – SEVER,Region Vojvodine,Južnobanatska oblast,municipality,,2023,Q2,2023,Q3,65973.67,65768.67,-0.31,0.31
80403,Sremska Mitrovica,gross,SRBIJA – SEVER,Region Vojvodine,Sremska oblast,municipality,,2019,Q2,2019,Q3,69008.67,68795.33,-0.31,0.31
80462,Vrbas,gross,SRBIJA – SEVER,Region Vojvodine,Južnobačka oblast,municipality,,2018,Q1,2018,Q2,58191.0,58371.33,0.31,0.31
70173,Mladenovac,gross,SRBIJA – SEVER,Beogradski region,Beogradski region,city_municipality,Grad Beograd,2019,Q2,2019,Q3,63268.33,63080.67,-0.3,0.3
70173,Mladenovac,net,SRBIJA – SEVER,Beogradski region,Beogradski region,city_municipality,Grad Beograd,2019,Q2,2019,Q3,45752.67,45614.33,-0.3,0.3
70173,Mladenovac,net,SRBIJA – SEVER,Beogradski region,Beogradski region,city_municipality,Grad Beograd,2020,Q1,2020,Q2,50217.33,50369.33,0.3,0.3
70289,Bogatić,gross,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Mačvanska oblast,municipality,,2023,Q2,2023,Q3,87762.67,88029.0,0.3,0.3
70335,Bosilegrad,net,SRBIJA – JUG,Region Južne i Istočne Srbije,Pčinjska oblast,municipality,,2018,Q1,2018,Q2,39183.0,39065.33,-0.3,0.3
70351,Bujanovac,gross,SRBIJA – JUG,Region Južne i Istočne Srbije,Pčinjska oblast,municipality,,2025,Q2,2025,Q3,108531.33,108855.67,0.3,0.3
70394,Veliko Gradište,gross,SRBIJA – JUG,Region Južne i Istočne Srbije,Braničevska oblast,municipality,,2018,Q1,2018,Q2,53729.67,53570.33,-0.3,0.3
70394,Veliko Gradište,net,SRBIJA – JUG,Region Južne i Istočne Srbije,Braničevska oblast,municipality,,2025,Q2,2025,Q3,82804.33,82557.67,-0.3,0.3
70564,Ivanjica,gross,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Moravička oblast,municipality,,2018,Q2,2018,Q3,50429.0,50276.33,-0.3,0.3
70670,Kruševac,net,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Rasinska oblast,municipality,,2019,Q2,2019,Q3,46270.33,46130.67,-0.3,0.3
70700,Lajkovac,gross,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Kolubarska oblast,municipality,,2019,Q2,2019,Q3,89333.67,89600.33,0.3,0.3
70777,Ljubovija,net,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Mačvanska oblast,municipality,,2022,Q2,2022,Q3,60935.0,61120.0,0.3,0.3
70785,Majdanpek,net,SRBIJA – JUG,Region Južne i Istočne Srbije,Borska oblast,municipality,,2024,Q2,2024,Q3,100557.33,100858.67,0.3,0.3
70840,Negotin,net,SRBIJA – JUG,Region Južne i Istočne Srbije,Borska oblast,municipality,,2025,Q1,2025,Q2,89889.67,90162.67,0.3,0.3
70866,Nova Varoš,gross,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Zlatiborska oblast,municipality,,2019,Q2,2019,Q3,60599.67,60419.0,-0.3,0.3
70866,Nova Varoš,net,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Zlatiborska oblast,municipality,,2021,Q2,2021,Q3,52209.0,52052.33,-0.3,0.3
70874,Novi Pazar,gross,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Raška oblast,municipality,,2025,Q2,2025,Q3,110865.67,111195.0,0.3,0.3
70874,Novi Pazar,net,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Raška oblast,municipality,,2025,Q2,2025,Q3,80169.33,80413.0,0.3,0.3
70904,Paraćin,gross,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Pomoravska oblast,municipality,,2019,Q2,2019,Q3,61140.0,61323.0,0.3,0.3
70998,Prokuplje,gross,SRBIJA – JUG,Region Južne i Istočne Srbije,Toplička oblast,municipality,,2021,Q2,2021,Q3,75124.33,75350.33,0.3,0.3
71072,Sjenica,gross,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Zlatiborska oblast,municipality,,2022,Q2,2022,Q3,76294.33,76526.67,0.3,0.3
71269,Šabac,gross,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Mačvanska oblast,municipality,,2022,Q2,2022,Q3,89996.67,89724.33,-0.3,0.3
79022,Grad Niš,gross,SRBIJA – JUG,Region Južne i Istočne Srbije,Nišavska oblast,city,Grad Niš,2024,Q2,2024,Q3,129583.33,129191.0,-0.3,0.3
79022,Grad Niš,net,SRBIJA – JUG,Region Južne i Istočne Srbije,Nišavska oblast,city,Grad Niš,2025,Q2,2025,Q3,104108.67,104420.33,0.3,0.3
79057,Grad Vranje,net,SRBIJA – JUG,Region Južne i Istočne Srbije,Pčinjska oblast,city,Grad Vranje,2022,Q2,2022,Q3,58509.67,58685.33,0.3,0.3
79065,Grad Užice,net,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Zlatiborska oblast,city,Grad Užice,2025,Q2,2025,Q3,100605.0,100302.33,-0.3,0.3
80039,Alibunar,gross,SRBIJA – SEVER,Region Vojvodine,Južnobanatska oblast,municipality,,2024,Q2,2024,Q3,109981.33,109655.67,-0.3,0.3
80063,Bačka Palanka,gross,SRBIJA – SEVER,Region Vojvodine,Južnobačka oblast,municipality,,2022,Q2,2022,Q3,87333.33,87596.33,0.3,0.3
80110,Bečej,net,SRBIJA – SEVER,Region Vojvodine,Južnobačka oblast,municipality,,2019,Q2,2019,Q3,46839.0,46697.67,-0.3,0.3
80179,Inđija,gross,SRBIJA – SEVER,Region Vojvodine,Sremska oblast,municipality,,2024,Q2,2024,Q3,127169.33,127555.33,0.3,0.3
80217,Kovačica,net,SRBIJA – SEVER,Region Vojvodine,Južnobanatska oblast,municipality,,2021,Q2,2021,Q3,50476.33,50626.0,0.3,0.3
80241,Mali Iđoš,net,SRBIJA – SEVER,Region Vojvodine,Severnobačka oblast,municipality,,2022,Q2,2022,Q3,55857.33,55687.67,-0.3,0.3
80292,Opovo,gross,SRBIJA – SEVER,Region Vojvodine,Južnobanatska oblast,municipality,,2019,Q2,2019,Q3,62296.0,62483.33,0.3,0.3
80403,Sremska Mitrovica,net,SRBIJA – SEVER,Region Vojvodine,Sremska oblast,municipality,,2019,Q2,2019,Q3,49859.33,49710.33,-0.3,0.3
80420,Stara Pazova,net,SRBIJA – SEVER,Region Vojvodine,Sremska oblast,municipality,,2018,Q2,2018,Q3,44506.0,44637.67,0.3,0.3
80462,Vrbas,net,SRBIJA – SEVER,Region Vojvodine,Južnobačka oblast,municipality,,2018,Q1,2018,Q2,42163.0,42290.0,0.3,0.3
80497,Šid,net,SRBIJA – SEVER,Region Vojvodine,Sremska oblast,municipality,,2024,Q1,2024,Q2,79943.67,80187.0,0.3,0.3
70025,Aleksinac,gross,SRBIJA – JUG,Region Južne i Istočne Srbije,Nišavska oblast,municipality,,2020,Q1,2020,Q2,65693.67,65502.67,-0.29,0.29
70050,Babušnica,gross,SRBIJA – JUG,Region Južne i Istočne Srbije,Pirotska oblast,municipality,,2021,Q2,2021,Q3,71795.0,71587.0,-0.29,0.29
70068,Bajina Bašta,gross,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Zlatiborska oblast,municipality,,2019,Q2,2019,Q3,58711.67,58882.67,0.29,0.29
70068,Bajina Bašta,net,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Zlatiborska oblast,municipality,,2019,Q2,2019,Q3,42480.0,42602.67,0.29,0.29
70092,Barajevo,gross,SRBIJA – SEVER,Beogradski region,Beogradski region,city_municipality,Grad Beograd,2024,Q2,2024,Q3,115632.33,115299.67,-0.29,0.29
70114,Vračar,net,SRBIJA – SEVER,Beogradski region,Beogradski region,city_municipality,Grad Beograd,2025,Q1,2025,Q2,179187.67,179701.0,0.29,0.29
70211,Rakovica,gross,SRBIJA – SEVER,Beogradski region,Beogradski region,city_municipality,Grad Beograd,2020,Q2,2020,Q3,91617.33,91887.33,0.29,0.29
70335,Bosilegrad,net,SRBIJA – JUG,Region Južne i Istočne Srbije,Pčinjska oblast,municipality,,2021,Q1,2021,Q2,48149.67,48008.67,-0.29,0.29
70351,Bujanovac,net,SRBIJA – JUG,Region Južne i Istočne Srbije,Pčinjska oblast,municipality,,2025,Q2,2025,Q3,78660.67,78890.0,0.29,0.29
70394,Veliko Gradište,net,SRBIJA – JUG,Region Južne i Istočne Srbije,Braničevska oblast,municipality,,2024,Q2,2024,Q3,74030.67,74243.33,0.29,0.29
70432,Vranje,net,SRBIJA – JUG,Region Južne i Istočne Srbije,Pčinjska oblast,city_municipality,Grad Vranje,2022,Q2,2022,Q3,58630.33,58798.0,0.29,0.29
70513,Doljevac,net,SRBIJA – JUG,Region Južne i Istočne Srbije,Nišavska oblast,municipality,,2024,Q2,2024,Q3,73201.0,73414.67,0.29,0.29
70629,Kosjerić,gross,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Zlatiborska oblast,municipality,,2020,Q1,2020,Q2,70189.0,70394.67,0.29,0.29
70700,Lajkovac,net,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Kolubarska oblast,municipality,,2019,Q2,2019,Q3,64059.33,64245.33,0.29,0.29
70840,Negotin,net,SRBIJA – JUG,Region Južne i Istočne Srbije,Borska oblast,municipality,,2019,Q2,2019,Q3,46012.33,45878.67,-0.29,0.29
70866,Nova Varoš,gross,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Zlatiborska oblast,municipality,,2023,Q2,2023,Q3,89946.0,90205.67,0.29,0.29
70866,Nova Varoš,net,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Zlatiborska oblast,municipality,,2019,Q2,2019,Q3,43743.67,43618.67,-0.29,0.29
70874,Novi Pazar,gross,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Raška oblast,municipality,,2024,Q2,2024,Q3,98487.67,98774.33,0.29,0.29
70912,Petrovac na Mlavi,net,SRBIJA – JUG,Region Južne i Istočne Srbije,Braničevska oblast,municipality,,2024,Q2,2024,Q3,72307.33,72519.33,0.29,0.29
70939,Pirot,gross,SRBIJA – JUG,Region Južne i Istočne Srbije,Pirotska oblast,municipality,,2025,Q1,2025,Q2,132426.67,132815.67,0.29,0.29
70980,Prijepolje,gross,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Zlatiborska oblast,municipality,,2019,Q1,2019,Q2,57562.0,57394.0,-0.29,0.29
71277,Lapovo,gross,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Šumadijska oblast,municipality,,2024,Q2,2024,Q3,106345.33,106652.0,0.29,0.29
71293,Surčin,net,SRBIJA – SEVER,Beogradski region,Beogradski region,city_municipality,Grad Beograd,2019,Q2,2019,Q3,48313.0,48173.0,-0.29,0.29
80080,Bački Petrovac,gross,SRBIJA – SEVER,Region Vojvodine,Južnobačka oblast,municipality,,2019,Q2,2019,Q3,61824.33,61642.0,-0.29,0.29
80144,Žitište,net,SRBIJA – SEVER,Region Vojvodine,Srednjobanatska oblast,municipality,,2024,Q2,2024,Q3,80040.67,80274.67,0.29,0.29
80276,Novi Kneževac,net,SRBIJA – SEVER,Region Vojvodine,Severnobanatska oblast,municipality,,2022,Q2,2022,Q3,61913.33,62094.67,0.29,0.29
80381,Sombor,gross,SRBIJA – SEVER,Region Vojvodine,Zapadnobačka oblast,municipality,,2024,Q2,2024,Q3,111822.0,112141.33,0.29,0.29
80381,Sombor,net,SRBIJA – SEVER,Region Vojvodine,Zapadnobačka oblast,municipality,,2024,Q2,2024,Q3,80752.0,80983.67,0.29,0.29
80403,Sremska Mitrovica,gross,SRBIJA – SEVER,Region Vojvodine,Sremska oblast,municipality,,2025,Q2,2025,Q3,133352.67,133734.67,0.29,0.29
80420,Stara Pazova,gross,SRBIJA – SEVER,Region Vojvodine,Sremska oblast,municipality,,2018,Q2,2018,Q3,61485.33,61666.0,0.29,0.29
80454,Titel,gross,SRBIJA – SEVER,Region Vojvodine,Južnobačka oblast,municipality,,2023,Q2,2023,Q3,92141.33,92405.0,0.29,0.29
80462,Vrbas,gross,SRBIJA – SEVER,Region Vojvodine,Južnobačka oblast,municipality,,2023,Q2,2023,Q3,98657.33,98368.0,-0.29,0.29
70327,Bor,gross,SRBIJA – JUG,Region Južne i Istočne Srbije,Borska oblast,municipality,,2025,Q2,2025,Q3,173606.67,173120.67,-0.28,0.28
70343,Brus,net,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Rasinska oblast,municipality,,2020,Q1,2020,Q2,44779.33,44905.33,0.28,0.28
70386,Velika Plana,net,SRBIJA – JUG,Region Južne i Istočne Srbije,Podunavska oblast,municipality,,2025,Q2,2025,Q3,87905.33,87662.33,-0.28,0.28
70394,Veliko Gradište,net,SRBIJA – JUG,Region Južne i Istočne Srbije,Braničevska oblast,municipality,,2020,Q1,2020,Q2,45990.67,45862.0,-0.28,0.28
70408,Vladimirci,net,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Mačvanska oblast,municipality,,2025,Q2,2025,Q3,82789.67,82561.67,-0.28,0.28
70459,Vrnjačka Banja,gross,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Raška oblast,municipality,,2018,Q1,2018,Q2,53021.33,52871.67,-0.28,0.28
70491,Despotovac,gross,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Pomoravska oblast,municipality,,2021,Q2,2021,Q3,72943.67,72738.67,-0.28,0.28
70513,Doljevac,net,SRBIJA – JUG,Region Južne i Istočne Srbije,Nišavska oblast,municipality,,2019,Q2,2019,Q3,40239.67,40352.33,0.28,0.28
70629,Kosjerić,net,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Zlatiborska oblast,municipality,,2018,Q1,2018,Q2,44567.67,44693.0,0.28,0.28
70653,Kraljevo,gross,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Raška oblast,municipality,,2024,Q2,2024,Q3,111639.33,111324.33,-0.28,0.28
70726,Leskovac,gross,SRBIJA – JUG,Region Južne i Istočne Srbije,Jablanička oblast,municipality,,2022,Q2,2022,Q3,79089.0,79309.0,0.28,0.28
70840,Negotin,gross,SRBIJA – JUG,Region Južne i Istočne Srbije,Borska oblast,municipality,,2019,Q2,2019,Q3,63651.33,63473.0,-0.28,0.28
70874,Novi Pazar,net,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Raška oblast,municipality,,2022,Q2,2022,Q3,54997.33,55151.33,0.28,0.28
71072,Sjenica,net,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Zlatiborska oblast,municipality,,2022,Q2,2022,Q3,55031.67,55187.33,0.28,0.28
71137,Surdulica,net,SRBIJA – JUG,Region Južne i Istočne Srbije,Pčinjska oblast,municipality,,2025,Q2,2025,Q3,84711.67,84949.0,0.28,0.28
71200,Ćuprija,net,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Pomoravska oblast,municipality,,2021,Q2,2021,Q3,53640.33,53488.33,-0.28,0.28
71323,Palilula (Niš),gross,SRBIJA – JUG,Region Južne i Istočne Srbije,Nišavska oblast,city_municipality,Grad Niš,2019,Q2,2019,Q3,65836.33,65653.0,-0.28,0.28
71323,Palilula (Niš),gross,SRBIJA – JUG,Region Južne i Istočne Srbije,Nišavska oblast,city_municipality,Grad Niš,2023,Q2,2023,Q3,103610.0,103320.33,-0.28,0.28
71366,Sevojno,net,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Zlatiborska oblast,city_municipality,Grad Užice,2024,Q2,2024,Q3,82262.67,82028.33,-0.28,0.28
80080,Bački Petrovac,net,SRBIJA – SEVER,Region Vojvodine,Južnobačka oblast,municipality,,2019,Q2,2019,Q3,44799.0,44675.0,-0.28,0.28
80080,Bački Petrovac,net,SRBIJA – SEVER,Region Vojvodine,Južnobačka oblast,municipality,,2020,Q2,2020,Q3,48983.33,49121.33,0.28,0.28
80080,Bački Petrovac,net,SRBIJA – SEVER,Region Vojvodine,Južnobačka oblast,municipality,,2023,Q2,2023,Q3,68770.67,68964.0,0.28,0.28
80179,Inđija,net,SRBIJA – SEVER,Region Vojvodine,Sremska oblast,municipality,,2024,Q2,2024,Q3,91741.67,91999.0,0.28,0.28
80217,Kovačica,net,SRBIJA – SEVER,Region Vojvodine,Južnobanatska oblast,municipality,,2022,Q2,2022,Q3,57765.33,57928.67,0.28,0.28
80225,Kovin,gross,SRBIJA – SEVER,Region Vojvodine,Južnobanatska oblast,municipality,,2022,Q2,2022,Q3,86950.0,86708.67,-0.28,0.28
80403,Sremska Mitrovica,net,SRBIJA – SEVER,Region Vojvodine,Sremska oblast,municipality,,2025,Q2,2025,Q3,96188.67,96460.0,0.28,0.28
80446,Temerin,net,SRBIJA – SEVER,Region Vojvodine,Južnobačka oblast,municipality,,2025,Q2,2025,Q3,92535.33,92791.67,0.28,0.28
70017,Aleksandrovac,net,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Rasinska oblast,municipality,,2021,Q4,2022,Q1,53586.0,53732.0,0.27,0.27
70084,Bela Palanka,net,SRBIJA – JUG,Region Južne i Istočne Srbije,Pirotska oblast,municipality,,2019,Q2,2019,Q3,41288.33,41398.67,0.27,0.27
70106,Voždovac,gross,SRBIJA – SEVER,Beogradski region,Beogradski region,city_municipality,Grad Beograd,2020,Q2,2020,Q3,104625.67,104911.0,0.27,0.27
70157,Zemun,net,SRBIJA – SEVER,Beogradski region,Beogradski region,city_municipality,Grad Beograd,2020,Q1,2020,Q2,67603.33,67417.67,-0.27,0.27
70211,Rakovica,net,SRBIJA – SEVER,Beogradski region,Beogradski region,city_municipality,Grad Beograd,2020,Q2,2020,Q3,66176.0,66353.67,0.27,0.27
70238,Sopot,gross,SRBIJA – SEVER,Beogradski region,Beogradski region,city_municipality,Grad Beograd,2020,Q2,2020,Q3,68679.33,68863.0,0.27,0.27
70351,Bujanovac,net,SRBIJA – JUG,Region Južne i Istočne Srbije,Pčinjska oblast,municipality,,2023,Q2,2023,Q3,60464.33,60304.0,-0.27,0.27
70386,Velika Plana,gross,SRBIJA – JUG,Region Južne i Istočne Srbije,Podunavska oblast,municipality,,2025,Q2,2025,Q3,121449.67,121125.33,-0.27,0.27
70394,Veliko Gradište,gross,SRBIJA – JUG,Region Južne i Istočne Srbije,Braničevska oblast,municipality,,2021,Q2,2021,Q3,68351.33,68166.0,-0.27,0.27
70564,Ivanjica,net,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Moravička oblast,municipality,,2018,Q2,2018,Q3,36827.67,36726.67,-0.27,0.27
