municipality_code,municipality_name,earnings_type,macro_region_name,statistical_region_name,administrative_district_name,local_unit_type,city_group_name,value_2018_rsd,value_2025_rsd,absolute_growth_rsd,growth_pct
71056,Svilajnac,net,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Pomoravska oblast,municipality,,39390.0,83432.0,44042.0,111.81
71064,Svrljig,gross,SRBIJA – JUG,Region Južne i Istočne Srbije,Nišavska oblast,municipality,,44181.0,109396.0,65215.0,147.61
71064,Svrljig,net,SRBIJA – JUG,Region Južne i Istočne Srbije,Nišavska oblast,municipality,,32152.0,79747.0,47595.0,148.03
71072,Sjenica,gross,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Zlatiborska oblast,municipality,,57075.0,116614.0,59539.0,104.32
71072,Sjenica,net,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Zlatiborska oblast,municipality,,41404.0,84161.0,42757.0,103.27
71099,Smederevo,gross,SRBIJA – JUG,Region Južne i Istočne Srbije,Podunavska oblast,municipality,,68735.0,138150.0,69415.0,100.99
71099,Smederevo,net,SRBIJA – JUG,Region Južne i Istočne Srbije,Podunavska oblast,municipality,,49611.0,99718.0,50107.0,101.0
71102,Smederevska Palanka,gross,SRBIJA – JUG,Region Južne i Istočne Srbije,Podunavska oblast,municipality,,58108.0,125109.0,67001.0,115.3
71102,Smederevska Palanka,net,SRBIJA – JUG,Region Južne i Istočne Srbije,Podunavska oblast,municipality,,42272.0,90525.0,48253.0,114.15
71129,Sokobanja,gross,SRBIJA – JUG,Region Južne i Istočne Srbije,Zaječarska oblast,municipality,,57608.0,119377.0,61769.0,107.22
71129,Sokobanja,net,SRBIJA – JUG,Region Južne i Istočne Srbije,Zaječarska oblast,municipality,,41610.0,86218.0,44608.0,107.2
71137,Surdulica,gross,SRBIJA – JUG,Region Južne i Istočne Srbije,Pčinjska oblast,municipality,,57023.0,118242.0,61219.0,107.36
71137,Surdulica,net,SRBIJA – JUG,Region Južne i Istočne Srbije,Pčinjska oblast,municipality,,41276.0,85515.0,44239.0,107.18
71145,Užice,gross,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Zlatiborska oblast,city_municipality,Grad Užice,66334.0,141272.0,74938.0,112.97
71145,Užice,net,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Zlatiborska oblast,city_municipality,Grad Užice,47881.0,101833.0,53952.0,112.68
71153,Topola,gross,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Šumadijska oblast,municipality,,55282.0,119155.0,63873.0,115.54
71153,Topola,net,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Šumadijska oblast,municipality,,40056.0,86223.0,46167.0,115.26
71161,Trgovište,gross,SRBIJA – JUG,Region Južne i Istočne Srbije,Pčinjska oblast,municipality,,56570.0,112003.0,55433.0,97.99
71161,Trgovište,net,SRBIJA – JUG,Region Južne i Istočne Srbije,Pčinjska oblast,municipality,,40986.0,81140.0,40154.0,97.97
71170,Trstenik,gross,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Rasinska oblast,municipality,,54350.0,117579.0,63229.0,116.34
71170,Trstenik,net,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Rasinska oblast,municipality,,39466.0,85165.0,45699.0,115.79
71188,Tutin,gross,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Raška oblast,municipality,,54433.0,111651.0,57218.0,105.12
71188,Tutin,net,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Raška oblast,municipality,,39574.0,80850.0,41276.0,104.3
71196,Ćićevac,gross,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Rasinska oblast,municipality,,50499.0,119578.0,69079.0,136.79
71196,Ćićevac,net,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Rasinska oblast,municipality,,36751.0,86653.0,49902.0,135.78
71200,Ćuprija,gross,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Pomoravska oblast,municipality,,55243.0,123988.0,68745.0,124.44
71200,Ćuprija,net,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Pomoravska oblast,municipality,,40024.0,89645.0,49621.0,123.98
71218,Ub,gross,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Kolubarska oblast,municipality,,64335.0,129446.0,65111.0,101.21
71218,Ub,net,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Kolubarska oblast,municipality,,46507.0,93694.0,47187.0,101.46
71226,Crna Trava,gross,SRBIJA – JUG,Region Južne i Istočne Srbije,Jablanička oblast,municipality,,52916.0,108859.0,55943.0,105.72
71226,Crna Trava,net,SRBIJA – JUG,Region Južne i Istočne Srbije,Jablanička oblast,municipality,,38610.0,78781.0,40171.0,104.04
71234,Čajetina,gross,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Zlatiborska oblast,municipality,,53820.0,120142.0,66322.0,123.23
71234,Čajetina,net,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Zlatiborska oblast,municipality,,39020.0,86753.0,47733.0,122.33
71242,Čačak,gross,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Moravička oblast,municipality,,59791.0,131203.0,71412.0,119.44
71242,Čačak,net,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Moravička oblast,municipality,,43260.0,94901.0,51641.0,119.37
71269,Šabac,gross,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Mačvanska oblast,municipality,,60929.0,132234.0,71305.0,117.03
71269,Šabac,net,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Mačvanska oblast,municipality,,44150.0,95703.0,51553.0,116.77
71277,Lapovo,gross,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Šumadijska oblast,municipality,,55805.0,120678.0,64873.0,116.25
71277,Lapovo,net,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Šumadijska oblast,municipality,,40392.0,87252.0,46860.0,116.01
71285,Niška Banja,gross,SRBIJA – JUG,Region Južne i Istočne Srbije,Nišavska oblast,city_municipality,Grad Niš,51957.0,119209.0,67252.0,129.44
71285,Niška Banja,net,SRBIJA – JUG,Region Južne i Istočne Srbije,Nišavska oblast,city_municipality,Grad Niš,37790.0,86426.0,48636.0,128.7
71293,Surčin,gross,SRBIJA – SEVER,Beogradski region,Beogradski region,city_municipality,Grad Beograd,61385.0,138673.0,77288.0,125.91
71293,Surčin,net,SRBIJA – SEVER,Beogradski region,Beogradski region,city_municipality,Grad Beograd,44440.0,100374.0,55934.0,125.86
71307,Pantelej,gross,SRBIJA – JUG,Region Južne i Istočne Srbije,Nišavska oblast,city_municipality,Grad Niš,59932.0,140104.0,80172.0,133.77
71307,Pantelej,net,SRBIJA – JUG,Region Južne i Istočne Srbije,Nišavska oblast,city_municipality,Grad Niš,43416.0,101362.0,57946.0,133.47
71315,Crveni Krst,gross,SRBIJA – JUG,Region Južne i Istočne Srbije,Nišavska oblast,city_municipality,Grad Niš,56431.0,126764.0,70333.0,124.64
71315,Crveni Krst,net,SRBIJA – JUG,Region Južne i Istočne Srbije,Nišavska oblast,city_municipality,Grad Niš,40985.0,91815.0,50830.0,124.02
71323,Palilula (Niš),gross,SRBIJA – JUG,Region Južne i Istočne Srbije,Nišavska oblast,city_municipality,Grad Niš,59620.0,134319.0,74699.0,125.29
71323,Palilula (Niš),net,SRBIJA – JUG,Region Južne i Istočne Srbije,Nišavska oblast,city_municipality,Grad Niš,43223.0,97278.0,54055.0,125.06
71331,Medijana,gross,SRBIJA – JUG,Region Južne i Istočne Srbije,Nišavska oblast,city_municipality,Grad Niš,71442.0,164794.0,93352.0,130.67
71331,Medijana,net,SRBIJA – JUG,Region Južne i Istočne Srbije,Nišavska oblast,city_municipality,Grad Niš,51552.0,118929.0,67377.0,130.7
71340,Kostolac,gross,SRBIJA – JUG,Region Južne i Istočne Srbije,Braničevska oblast,city_municipality,Grad Požarevac,86412.0,151448.0,65036.0,75.26
71340,Kostolac,net,SRBIJA – JUG,Region Južne i Istočne Srbije,Braničevska oblast,city_municipality,Grad Požarevac,61956.0,108892.0,46936.0,75.76
71358,Vranjska Banja,gross,SRBIJA – JUG,Region Južne i Istočne Srbije,Pčinjska oblast,city_municipality,Grad Vranje,44334.0,106405.0,62071.0,140.01
71358,Vranjska Banja,net,SRBIJA – JUG,Region Južne i Istočne Srbije,Pčinjska oblast,city_municipality,Grad Vranje,32135.0,77192.0,45057.0,140.21
71366,Sevojno,gross,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Zlatiborska oblast,city_municipality,Grad Užice,67050.0,126796.0,59746.0,89.11
71366,Sevojno,net,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Zlatiborska oblast,city_municipality,Grad Užice,48282.0,91163.0,42881.0,88.81
79022,Grad Niš,gross,SRBIJA – JUG,Region Južne i Istočne Srbije,Nišavska oblast,city,Grad Niš,64113.0,146029.0,81916.0,127.77
79022,Grad Niš,net,SRBIJA – JUG,Region Južne i Istočne Srbije,Nišavska oblast,city,Grad Niš,46383.0,105576.0,59193.0,127.62
79049,Grad Požarevac,gross,SRBIJA – JUG,Region Južne i Istočne Srbije,Braničevska oblast,city,Grad Požarevac,72711.0,141940.0,69229.0,95.21
79049,Grad Požarevac,net,SRBIJA – JUG,Region Južne i Istočne Srbije,Braničevska oblast,city,Grad Požarevac,52348.0,102220.0,49872.0,95.27
79057,Grad Vranje,gross,SRBIJA – JUG,Region Južne i Istočne Srbije,Pčinjska oblast,city,Grad Vranje,58137.0,118918.0,60781.0,104.55
79057,Grad Vranje,net,SRBIJA – JUG,Region Južne i Istočne Srbije,Pčinjska oblast,city,Grad Vranje,42130.0,86122.0,43992.0,104.42
79065,Grad Užice,gross,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Zlatiborska oblast,city,Grad Užice,66355.0,140763.0,74408.0,112.14
79065,Grad Užice,net,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Zlatiborska oblast,city,Grad Užice,47892.0,101458.0,53566.0,111.85
80012,Ada,gross,SRBIJA – SEVER,Region Vojvodine,Severnobanatska oblast,municipality,,59340.0,120250.0,60910.0,102.65
80012,Ada,net,SRBIJA – SEVER,Region Vojvodine,Severnobanatska oblast,municipality,,42788.0,87010.0,44222.0,103.35
80039,Alibunar,gross,SRBIJA – SEVER,Region Vojvodine,Južnobanatska oblast,municipality,,57687.0,124255.0,66568.0,115.4
80039,Alibunar,net,SRBIJA – SEVER,Region Vojvodine,Južnobanatska oblast,municipality,,41884.0,89962.0,48078.0,114.79
80047,Apatin,gross,SRBIJA – SEVER,Region Vojvodine,Zapadnobačka oblast,municipality,,58991.0,122711.0,63720.0,108.02
80047,Apatin,net,SRBIJA – SEVER,Region Vojvodine,Zapadnobačka oblast,municipality,,42627.0,88684.0,46057.0,108.05
80055,Bač,gross,SRBIJA – SEVER,Region Vojvodine,Južnobačka oblast,municipality,,52559.0,113269.0,60710.0,115.51
80055,Bač,net,SRBIJA – SEVER,Region Vojvodine,Južnobačka oblast,municipality,,38236.0,82201.0,43965.0,114.98
80063,Bačka Palanka,gross,SRBIJA – SEVER,Region Vojvodine,Južnobačka oblast,municipality,,62661.0,128316.0,65655.0,104.78
80063,Bačka Palanka,net,SRBIJA – SEVER,Region Vojvodine,Južnobačka oblast,municipality,,45376.0,92889.0,47513.0,104.71
80071,Bačka Topola,gross,SRBIJA – SEVER,Region Vojvodine,Severnobačka oblast,municipality,,60715.0,123810.0,63095.0,103.92
80071,Bačka Topola,net,SRBIJA – SEVER,Region Vojvodine,Severnobačka oblast,municipality,,43978.0,89552.0,45574.0,103.63
80080,Bački Petrovac,gross,SRBIJA – SEVER,Region Vojvodine,Južnobačka oblast,municipality,,57249.0,122367.0,65118.0,113.75
80080,Bački Petrovac,net,SRBIJA – SEVER,Region Vojvodine,Južnobačka oblast,municipality,,41527.0,88739.0,47212.0,113.69
80098,Bela Crkva,gross,SRBIJA – SEVER,Region Vojvodine,Južnobanatska oblast,municipality,,55155.0,119201.0,64046.0,116.12
80098,Bela Crkva,net,SRBIJA – SEVER,Region Vojvodine,Južnobanatska oblast,municipality,,40015.0,86171.0,46156.0,115.35
80101,Beočin,gross,SRBIJA – SEVER,Region Vojvodine,Južnobačka oblast,municipality,,59487.0,131203.0,71716.0,120.56
80101,Beočin,net,SRBIJA – SEVER,Region Vojvodine,Južnobačka oblast,municipality,,43166.0,94845.0,51679.0,119.72
80110,Bečej,gross,SRBIJA – SEVER,Region Vojvodine,Južnobačka oblast,municipality,,59741.0,126033.0,66292.0,110.97
80110,Bečej,net,SRBIJA – SEVER,Region Vojvodine,Južnobačka oblast,municipality,,43213.0,91214.0,48001.0,111.08
80128,Vršac,gross,SRBIJA – SEVER,Region Vojvodine,Južnobanatska oblast,municipality,,71961.0,144779.0,72818.0,101.19
80128,Vršac,net,SRBIJA – SEVER,Region Vojvodine,Južnobanatska oblast,municipality,,51943.0,104782.0,52839.0,101.72
80136,Žabalj,gross,SRBIJA – SEVER,Region Vojvodine,Južnobačka oblast,municipality,,54991.0,123044.0,68053.0,123.75
80136,Žabalj,net,SRBIJA – SEVER,Region Vojvodine,Južnobačka oblast,municipality,,39989.0,89078.0,49089.0,122.76
80144,Žitište,gross,SRBIJA – SEVER,Region Vojvodine,Srednjobanatska oblast,municipality,,59892.0,124464.0,64572.0,107.81
80144,Žitište,net,SRBIJA – SEVER,Region Vojvodine,Srednjobanatska oblast,municipality,,43415.0,90077.0,46662.0,107.48
80152,Zrenjanin,gross,SRBIJA – SEVER,Region Vojvodine,Srednjobanatska oblast,municipality,,66968.0,137027.0,70059.0,104.62
80152,Zrenjanin,net,SRBIJA – SEVER,Region Vojvodine,Srednjobanatska oblast,municipality,,48415.0,98995.0,50580.0,104.47
80179,Inđija,gross,SRBIJA – SEVER,Region Vojvodine,Sremska oblast,municipality,,63230.0,144997.0,81767.0,129.32
80179,Inđija,net,SRBIJA – SEVER,Region Vojvodine,Sremska oblast,municipality,,45784.0,104658.0,58874.0,128.59
80187,Irig,gross,SRBIJA – SEVER,Region Vojvodine,Sremska oblast,municipality,,54541.0,122339.0,67798.0,124.31
80187,Irig,net,SRBIJA – SEVER,Region Vojvodine,Sremska oblast,municipality,,39714.0,88706.0,48992.0,123.36
80195,Kanjiža,gross,SRBIJA – SEVER,Region Vojvodine,Severnobanatska oblast,municipality,,59738.0,120614.0,60876.0,101.9
80195,Kanjiža,net,SRBIJA – SEVER,Region Vojvodine,Severnobanatska oblast,municipality,,43149.0,87358.0,44209.0,102.46
80209,Kikinda,gross,SRBIJA – SEVER,Region Vojvodine,Severnobanatska oblast,municipality,,63917.0,130757.0,66840.0,104.57
80209,Kikinda,net,SRBIJA – SEVER,Region Vojvodine,Severnobanatska oblast,municipality,,46208.0,94578.0,48370.0,104.68
80217,Kovačica,gross,SRBIJA – SEVER,Region Vojvodine,Južnobanatska oblast,municipality,,54906.0,119604.0,64698.0,117.83
80217,Kovačica,net,SRBIJA – SEVER,Region Vojvodine,Južnobanatska oblast,municipality,,39727.0,86565.0,46838.0,117.9
80225,Kovin,gross,SRBIJA – SEVER,Region Vojvodine,Južnobanatska oblast,municipality,,60056.0,127849.0,67793.0,112.88
80225,Kovin,net,SRBIJA – SEVER,Region Vojvodine,Južnobanatska oblast,municipality,,43489.0,92436.0,48947.0,112.55
80233,Kula,gross,SRBIJA – SEVER,Region Vojvodine,Zapadnobačka oblast,municipality,,56670.0,122822.0,66152.0,116.73
80233,Kula,net,SRBIJA – SEVER,Region Vojvodine,Zapadnobačka oblast,municipality,,41039.0,88801.0,47762.0,116.38
80241,Mali Iđoš,gross,SRBIJA – SEVER,Region Vojvodine,Severnobačka oblast,municipality,,53328.0,116358.0,63030.0,118.19
80241,Mali Iđoš,net,SRBIJA – SEVER,Region Vojvodine,Severnobačka oblast,municipality,,38781.0,84378.0,45597.0,117.58
80250,Nova Crnja,gross,SRBIJA – SEVER,Region Vojvodine,Srednjobanatska oblast,municipality,,60332.0,123327.0,62995.0,104.41
80250,Nova Crnja,net,SRBIJA – SEVER,Region Vojvodine,Srednjobanatska oblast,municipality,,43645.0,89155.0,45510.0,104.27
80268,Novi Bečej,gross,SRBIJA – SEVER,Region Vojvodine,Srednjobanatska oblast,municipality,,55339.0,118461.0,63122.0,114.06
80268,Novi Bečej,net,SRBIJA – SEVER,Region Vojvodine,Srednjobanatska oblast,municipality,,40217.0,85781.0,45564.0,113.3
80276,Novi Kneževac,gross,SRBIJA – SEVER,Region Vojvodine,Severnobanatska oblast,municipality,,57934.0,124653.0,66719.0,115.16
80276,Novi Kneževac,net,SRBIJA – SEVER,Region Vojvodine,Severnobanatska oblast,municipality,,41966.0,90082.0,48116.0,114.65
80292,Opovo,gross,SRBIJA – SEVER,Region Vojvodine,Južnobanatska oblast,municipality,,57554.0,125425.0,67871.0,117.93
80292,Opovo,net,SRBIJA – SEVER,Region Vojvodine,Južnobanatska oblast,municipality,,41688.0,90653.0,48965.0,117.46
80306,Odžaci,gross,SRBIJA – SEVER,Region Vojvodine,Zapadnobačka oblast,municipality,,56441.0,120539.0,64098.0,113.57
80306,Odžaci,net,SRBIJA – SEVER,Region Vojvodine,Zapadnobačka oblast,municipality,,40925.0,87109.0,46184.0,112.85
80314,Pančevo,gross,SRBIJA – SEVER,Region Vojvodine,Južnobanatska oblast,municipality,,68264.0,151637.0,83373.0,122.13
80314,Pančevo,net,SRBIJA – SEVER,Region Vojvodine,Južnobanatska oblast,municipality,,49291.0,109437.0,60146.0,122.02
80322,Pećinci,gross,SRBIJA – SEVER,Region Vojvodine,Sremska oblast,municipality,,61215.0,134572.0,73357.0,119.84
80322,Pećinci,net,SRBIJA – SEVER,Region Vojvodine,Sremska oblast,municipality,,44336.0,97154.0,52818.0,119.13
80349,Plandište,gross,SRBIJA – SEVER,Region Vojvodine,Južnobanatska oblast,municipality,,57677.0,125640.0,67963.0,117.83
80349,Plandište,net,SRBIJA – SEVER,Region Vojvodine,Južnobanatska oblast,municipality,,41913.0,90941.0,49028.0,116.98
80357,Ruma,gross,SRBIJA – SEVER,Region Vojvodine,Sremska oblast,municipality,,60165.0,132725.0,72560.0,120.6
80357,Ruma,net,SRBIJA – SEVER,Region Vojvodine,Sremska oblast,municipality,,43589.0,95850.0,52261.0,119.89
80365,Senta,gross,SRBIJA – SEVER,Region Vojvodine,Severnobanatska oblast,municipality,,63428.0,129192.0,65764.0,103.68
80365,Senta,net,SRBIJA – SEVER,Region Vojvodine,Severnobanatska oblast,municipality,,45868.0,93435.0,47567.0,103.7
80373,Sečanj,gross,SRBIJA – SEVER,Region Vojvodine,Srednjobanatska oblast,municipality,,59390.0,124455.0,65065.0,109.56
80373,Sečanj,net,SRBIJA – SEVER,Region Vojvodine,Srednjobanatska oblast,municipality,,43073.0,90040.0,46967.0,109.04
80381,Sombor,gross,SRBIJA – SEVER,Region Vojvodine,Zapadnobačka oblast,municipality,,61180.0,126247.0,65067.0,106.35
80381,Sombor,net,SRBIJA – SEVER,Region Vojvodine,Zapadnobačka oblast,municipality,,44273.0,91245.0,46972.0,106.1
80390,Srbobran,gross,SRBIJA – SEVER,Region Vojvodine,Južnobačka oblast,municipality,,53468.0,118512.0,65044.0,121.65
80390,Srbobran,net,SRBIJA – SEVER,Region Vojvodine,Južnobačka oblast,municipality,,38794.0,85776.0,46982.0,121.11
80403,Sremska Mitrovica,gross,SRBIJA – SEVER,Region Vojvodine,Sremska oblast,municipality,,63797.0,134957.0,71160.0,111.54
80403,Sremska Mitrovica,net,SRBIJA – SEVER,Region Vojvodine,Sremska oblast,municipality,,46130.0,97421.0,51291.0,111.19
80411,Sremski Karlovci,gross,SRBIJA – SEVER,Region Vojvodine,Južnobačka oblast,municipality,,63876.0,140771.0,76895.0,120.38
80411,Sremski Karlovci,net,SRBIJA – SEVER,Region Vojvodine,Južnobačka oblast,municipality,,46238.0,101812.0,55574.0,120.19
80420,Stara Pazova,gross,SRBIJA – SEVER,Region Vojvodine,Sremska oblast,municipality,,61868.0,140607.0,78739.0,127.27
80420,Stara Pazova,net,SRBIJA – SEVER,Region Vojvodine,Sremska oblast,municipality,,44785.0,101652.0,56867.0,126.98
80438,Subotica,gross,SRBIJA – SEVER,Region Vojvodine,Severnobačka oblast,municipality,,64218.0,135572.0,71354.0,111.11
80438,Subotica,net,SRBIJA – SEVER,Region Vojvodine,Severnobačka oblast,municipality,,46474.0,98241.0,51767.0,111.39
80446,Temerin,gross,SRBIJA – SEVER,Region Vojvodine,Južnobačka oblast,municipality,,58824.0,129537.0,70713.0,120.21
80446,Temerin,net,SRBIJA – SEVER,Region Vojvodine,Južnobačka oblast,municipality,,42634.0,93722.0,51088.0,119.83
80454,Titel,gross,SRBIJA – SEVER,Region Vojvodine,Južnobačka oblast,municipality,,53822.0,121038.0,67216.0,124.89
80454,Titel,net,SRBIJA – SEVER,Region Vojvodine,Južnobačka oblast,municipality,,39123.0,87510.0,48387.0,123.68
80462,Vrbas,gross,SRBIJA – SEVER,Region Vojvodine,Južnobačka oblast,municipality,,58961.0,126414.0,67453.0,114.4
80462,Vrbas,net,SRBIJA – SEVER,Region Vojvodine,Južnobačka oblast,municipality,,42704.0,91505.0,48801.0,114.28
80489,Čoka,gross,SRBIJA – SEVER,Region Vojvodine,Severnobanatska oblast,municipality,,56356.0,119057.0,62701.0,111.26
80489,Čoka,net,SRBIJA – SEVER,Region Vojvodine,Severnobanatska oblast,municipality,,40903.0,86419.0,45516.0,111.28
80497,Šid,gross,SRBIJA – SEVER,Region Vojvodine,Sremska oblast,municipality,,56328.0,124749.0,68421.0,121.47
80497,Šid,net,SRBIJA – SEVER,Region Vojvodine,Sremska oblast,municipality,,40783.0,90141.0,49358.0,121.03
89010,Grad Novi Sad,gross,SRBIJA – SEVER,Region Vojvodine,Južnobačka oblast,city,Grad Novi Sad,74846.0,174469.0,99623.0,133.1
89010,Grad Novi Sad,net,SRBIJA – SEVER,Region Vojvodine,Južnobačka oblast,city,Grad Novi Sad,54075.0,126469.0,72394.0,133.88
